연도,날짜,gameId,팀,선수명,역할,결과,투구점수,아웃수,피안타,피홈런,볼넷,삼진,실점,자책,타자수,투구수,G,page_id
2026,2026-04-01,20260401KTHH0,한화,박재규,중계,nan,46.9,1,1,0,0,0,0,0,2,10,1,10000036
2026,2026-04-01,20260401KTHH0,한화,김도빈,중계,패,35.9,3,1,0,3,1,3,3,7,34,1,3891266
2026,2026-04-02,20260402HTLG0,KIA,김태형,선발,패,55.900000000000006,15,3,0,3,4,2,2,21,81,1,4072789
2026,2026-04-02,20260402HTLG0,KIA,성영탁,중계,nan,49.9,3,1,0,0,0,0,0,4,12,1,4036535
2026,2026-04-02,20260402HTLG0,KIA,전상현,중계,nan,50.9,3,1,0,0,1,0,0,4,9,1,1631324
2026,2026-04-02,20260402HTLG0,KIA,정해영,중계,nan,47.9,3,0,0,2,0,0,0,5,13,1,2765633
2026,2026-04-02,20260402HTLG0,LG,웰스,선발,승,59.400000000000006,18,7,0,0,2,1,1,25,83,1,4019624
2026,2026-04-02,20260402HTLG0,LG,장현식,중계,홀드,51.9,3,0,0,0,0,0,0,3,9,1,925563
2026,2026-04-02,20260402HTLG0,LG,우강훈,중계,홀드,52.9,3,0,0,0,1,0,0,3,11,1,3697147
2026,2026-04-02,20260402HTLG0,LG,유영찬,중계,세,48.9,3,0,0,2,1,0,0,5,21,1,3611491
2026,2026-04-02,20260402WOSK0,키움,정현우,선발,패,34.900000000000006,15,5,1,3,3,6,6,22,84,1,3977517
2026,2026-04-02,20260402WOSK0,키움,정세영,중계,nan,26.9,9,7,1,1,1,5,5,17,54,1,9000031
2026,2026-04-02,20260402WOSK0,SSG,최민준,선발,승,66.9,15,1,0,3,5,0,0,18,81,1,2011758
2026,2026-04-02,20260402WOSK0,SSG,전영준,중계,nan,50.9,3,0,0,1,1,0,0,3,12,1,3226570
2026,2026-04-02,20260402WOSK0,SSG,백승건,중계,nan,46.9,3,2,0,1,1,0,0,6,28,1,2514823
2026,2026-04-02,20260402WOSK0,SSG,한두솔,중계,nan,47.4,6,4,0,0,2,1,1,10,36,1,3213242
2026,2026-04-02,20260402OBSS0,두산,최민석,선발,nan,61.400000000000006,18,2,0,5,4,1,0,25,88,1,4000964
2026,2026-04-02,20260402OBSS0,두산,이병헌,중계,nan,52.9,3,0,0,0,1,0,0,3,14,1,3280803
2026,2026-04-02,20260402OBSS0,두산,타무라,중계,패,28.9,3,4,1,0,1,4,4,7,24,1,10000019
2026,2026-04-02,20260402OBSS0,삼성,이승현,선발,nan,61.900000000000006,15,2,0,3,5,1,1,20,79,1,2851752
2026,2026-04-02,20260402OBSS0,삼성,미야지,중계,nan,52.9,3,0,0,0,1,0,0,3,12,1,10000018
2026,2026-04-02,20260402OBSS0,삼성,이승민,중계,nan,52.9,3,0,0,0,1,0,0,3,14,1,2724622
2026,2026-04-02,20260402OBSS0,삼성,최지광,중계,승,49.9,3,1,0,0,0,0,0,4,8,1,1744591
2026,2026-04-02,20260402OBSS0,삼성,김재윤,중계,nan,43.9,3,1,1,0,1,1,1,4,9,1,1146363
2026,2026-04-02,20260402LTNC0,롯데,김진욱,선발,nan,51.400000000000006,14,4,0,2,4,3,3,20,98,1,2865932
2026,2026-04-02,20260402LTNC0,롯데,쿄야마,중계,패,45.4,4,3,0,0,1,1,1,7,24,1,10000003
2026,2026-04-02,20260402LTNC0,롯데,이민석,중계,nan,38.9,1,1,0,1,0,2,2,3,14,1,3246699
2026,2026-04-02,20260402LTNC0,롯데,김강현,중계,nan,42.9,5,2,0,2,2,2,2,8,34,1,2828124
2026,2026-04-02,20260402LTNC0,NC,버하겐,선발,nan,51.9,9,3,0,1,2,1,1,13,52,1,10000037
2026,2026-04-02,20260402LTNC0,NC,신영우,중계,승,40.4,6,1,1,2,0,2,2,8,24,1,3892639
2026,2026-04-02,20260402LTNC0,NC,원종해,중계,홀드,52.9,3,0,0,0,1,0,0,3,16,1,10000029
2026,2026-04-02,20260402LTNC0,NC,배재환,중계,홀드,49.9,3,0,0,1,0,0,0,3,12,1,1034055
2026,2026-04-02,20260402LTNC0,NC,김영규,중계,nan,45.9,3,2,0,0,1,1,1,5,16,1,2485776
2026,2026-04-02,20260402LTNC0,NC,류진욱,중계,nan,51.9,3,0,0,0,0,0,0,3,9,1,1222322
2026,2026-04-02,20260402KTHH0,KT,오원석,선발,승,70.4,18,4,0,0,7,1,1,22,82,1,2828629
2026,2026-04-02,20260402KTHH0,KT,손동현,중계,nan,40.9,3,2,1,0,0,1,1,5,17,1,2484614
2026,2026-04-02,20260402KTHH0,KT,박지훈,중계,nan,18.4,2,2,1,4,2,6,6,8,37,1,10000038
2026,2026-04-02,20260402KTHH0,KT,우규민,중계,nan,43.4,0,2,0,0,0,0,0,2,11,1,236907
2026,2026-04-02,20260402KTHH0,KT,스기모토,중계,nan,55.4,4,0,0,0,2,0,0,4,19,1,10000001
2026,2026-04-02,20260402KTHH0,한화,문동주,선발,패,31.40000000000001,12,7,1,2,3,5,5,21,70,1,3057205
2026,2026-04-02,20260402KTHH0,한화,김종수,중계,nan,47.4,4,1,0,2,3,1,1,7,37,1,2094541
2026,2026-04-02,20260402KTHH0,한화,원종혁,중계,nan,20.4,0,4,0,2,0,5,4,7,27,1,9000037
2026,2026-04-02,20260402KTHH0,한화,강건우,중계,nan,40.900000000000006,11,7,1,2,5,2,2,21,72,1,10000035
2026,2026-04-03,20260403HHOB0,한화,에르난데스,선발,승,49.400000000000006,16,5,0,3,3,3,3,23,95,1,10000006
2026,2026-04-03,20260403HHOB0,한화,박상원,중계,nan,42.9,1,1,0,1,1,1,1,3,11,1,841120
2026,2026-04-03,20260403HHOB0,한화,조동욱,중계,홀드,46.9,1,1,0,0,0,0,0,2,6,1,3814441
2026,2026-04-03,20260403HHOB0,한화,박준영,중계,nan,39.9,1,2,0,1,0,1,0,4,13,1,3225253
2026,2026-04-03,20260403HHOB0,한화,정우주,중계,nan,52.9,3,0,0,1,3,0,0,4,22,1,3976071
2026,2026-04-03,20260403HHOB0,한화,윤산흠,중계,nan,43.4,2,1,0,1,0,1,1,3,13,1,3069686
2026,2026-04-03,20260403HHOB0,한화,김서현,중계,nan,48.9,3,0,0,2,1,0,0,5,26,1,3618453
2026,2026-04-03,20260403HHOB0,두산,플렉센,선발,패,44.9,3,0,0,2,0,1,1,5,18,1,2607969
2026,2026-04-03,20260403HHOB0,두산,양재훈,중계,nan,36.4,6,2,0,4,1,3,1,12,51,1,4011537
2026,2026-04-03,20260403HHOB0,두산,박신지,중계,nan,36.9,9,4,1,2,1,3,3,14,41,1,1953587
2026,2026-04-03,20260403HHOB0,두산,최지강,중계,nan,26.9,1,5,0,0,0,4,4,6,18,1,3272934
2026,2026-04-03,20260403HHOB0,두산,윤태호,중계,nan,51.9,5,2,0,0,1,0,0,7,28,1,4078875
2026,2026-04-03,20260403HHOB0,두산,이용찬,중계,nan,51.9,3,0,0,0,0,0,0,3,7,1,314554
2026,2026-04-03,20260403SKLT0,SSG,화이트,선발,승,56.900000000000006,21,6,0,4,4,2,2,30,101,1,3920646
2026,2026-04-03,20260403SKLT0,SSG,박시후,중계,nan,53.4,6,1,0,1,1,0,0,8,28,1,3238123
2026,2026-04-03,20260403SKLT0,롯데,로드리게스,선발,패,3.4000000000000057,12,9,2,6,0,8,8,25,90,1,10000002
2026,2026-04-03,20260403SKLT0,롯데,이민석,중계,nan,32.9,9,5,1,2,2,4,4,16,60,1,3246699
2026,2026-04-03,20260403SKLT0,롯데,신동건,중계,nan,36.9,3,1,0,4,1,2,2,8,33,1,10000039
2026,2026-04-03,20260403SKLT0,롯데,윤성빈,중계,nan,34.9,3,3,0,1,0,3,3,7,26,1,1940607
2026,2026-04-03,20260403SSKT0,삼성,후라도,선발,승,59.400000000000006,18,5,1,1,4,1,1,24,101,1,3323118
2026,2026-04-03,20260403SSKT0,삼성,백정현,중계,홀드,51.9,3,0,0,0,0,0,0,3,11,1,299512
2026,2026-04-03,20260403SSKT0,삼성,배찬승,중계,홀드,48.9,3,2,0,0,1,0,0,4,17,1,3976074
2026,2026-04-03,20260403SSKT0,삼성,김재윤,중계,세,50.9,3,0,0,1,1,0,0,3,16,1,1146363
2026,2026-04-03,20260403SSKT0,KT,사우어,선발,패,57.400000000000006,18,5,0,2,3,2,2,25,94,1,10000000
2026,2026-04-03,20260403SSKT0,KT,김민수,중계,nan,51.9,3,0,0,0,0,0,0,3,7,1,1501530
2026,2026-04-03,20260403SSKT0,KT,전용주,중계,nan,49.9,3,1,0,0,0,0,0,4,9,1,2488113
2026,2026-04-03,20260403SSKT0,KT,한승혁,중계,nan,48.9,3,1,0,1,1,0,0,5,19,1,606770
2026,2026-04-03,20260403NCHT0,NC,구창모,선발,승,72.4,18,1,0,3,6,0,0,22,78,1,1222245
2026,2026-04-03,20260403NCHT0,NC,김진호,중계,홀드,52.9,3,0,0,0,1,0,0,3,15,1,1798822
2026,2026-04-03,20260403NCHT0,NC,김영규,중계,nan,36.4,2,2,1,0,0,2,2,4,21,1,2485776
2026,2026-04-03,20260403NCHT0,NC,임지민,중계,세,53.4,4,0,0,1,2,0,0,5,20,1,3637847
2026,2026-04-03,20260403NCHT0,KIA,네일,선발,패,52.900000000000006,15,3,0,5,5,2,2,21,97,1,3751352
2026,2026-04-03,20260403NCHT0,KIA,홍민규,중계,nan,51.9,3,1,0,0,2,0,0,4,19,1,3988778
2026,2026-04-03,20260403NCHT0,KIA,최지민,중계,nan,50.9,3,0,0,1,1,0,0,4,19,1,3196605
2026,2026-04-03,20260403NCHT0,KIA,조상우,중계,nan,39.9,3,3,0,0,0,2,1,5,20,1,834583
2026,2026-04-03,20260403NCHT0,KIA,이태양,중계,nan,43.9,3,1,0,2,1,1,1,6,25,1,419526
2026,2026-04-03,20260403LGWO0,LG,치리노스,선발,패,43.900000000000006,15,9,0,1,6,4,4,24,89,1,3925530
2026,2026-04-03,20260403LGWO0,LG,이정용,중계,nan,46.4,2,1,0,0,1,1,1,3,12,1,2795411
2026,2026-04-03,20260403LGWO0,LG,이우찬,중계,nan,46.9,1,1,0,0,0,0,0,2,3,1,1919174
2026,2026-04-03,20260403LGWO0,LG,배재준,중계,nan,47.9,3,0,0,2,0,0,0,4,15,1,873442
2026,2026-04-03,20260403LGWO0,LG,백승현,중계,nan,53.9,3,0,0,0,2,0,0,3,16,1,1835342
2026,2026-04-03,20260403LGWO0,키움,알칸타라,선발,승,61.900000000000006,19,6,1,1,7,1,1,26,98,1,2301546
2026,2026-04-03,20260403LGWO0,키움,유토,중계,nan,39.9,1,3,0,0,0,1,1,4,17,1,10000005
2026,2026-04-03,20260403LGWO0,키움,박윤성,중계,홀드,48.9,1,0,0,0,0,0,0,1,1,1,3971571
2026,2026-04-03,20260403LGWO0,키움,김성진,중계,홀드,49.9,3,1,0,1,2,0,0,5,20,1,2966835
2026,2026-04-03,20260403LGWO0,키움,김재웅,중계,세,52.9,3,0,0,0,1,0,0,3,20,1,2697426
2026,2026-04-04,20260404HHOB0,한화,왕옌청,선발,승,56.900000000000006,19,5,0,2,4,3,0,25,85,1,10000021
2026,2026-04-04,20260404HHOB0,한화,김종수,중계,nan,51.4,2,0,0,0,1,0,0,2,7,1,2094541
2026,2026-04-04,20260404HHOB0,한화,박상원,중계,nan,50.9,3,1,0,0,1,0,0,4,18,1,841120
2026,2026-04-04,20260404HHOB0,한화,박준영,중계,nan,44.9,1,2,0,0,0,0,0,3,8,1,3225253
2026,2026-04-04,20260404HHOB0,한화,조동욱,중계,nan,51.4,2,0,0,0,1,0,0,2,8,1,3814441
2026,2026-04-04,20260404HHOB0,두산,곽빈,선발,패,30.40000000000001,14,7,0,5,4,6,3,26,96,1,1791887
2026,2026-04-04,20260404HHOB0,두산,박치국,중계,nan,46.9,1,0,0,1,0,0,0,2,9,1,1747365
2026,2026-04-04,20260404HHOB0,두산,타무라,중계,nan,35.4,2,4,0,0,2,3,3,6,28,1,10000019
2026,2026-04-04,20260404HHOB0,두산,이용찬,중계,nan,54.4,4,1,0,0,3,0,0,5,19,1,314554
2026,2026-04-04,20260404HHOB0,두산,김정우,중계,nan,48.9,3,1,0,1,1,0,0,5,17,1,1797508
2026,2026-04-04,20260404HHOB0,두산,박정수,중계,nan,49.9,3,0,0,1,0,0,0,3,10,1,1591976
2026,2026-04-04,20260404SKLT0,SSG,김건우,선발,nan,25.4,4,3,1,3,0,4,4,9,38,1,2851319
2026,2026-04-04,20260404SKLT0,SSG,전영준,중계,nan,42.9,5,1,1,1,2,2,2,7,26,1,3226570
2026,2026-04-04,20260404SKLT0,SSG,문승원,중계,nan,50.9,5,1,0,1,0,0,0,7,30,1,725147
2026,2026-04-04,20260404SKLT0,SSG,김민,중계,nan,48.9,3,0,0,2,1,0,0,5,20,1,1797467
2026,2026-04-04,20260404SKLT0,SSG,노경은,중계,승,51.4,4,1,0,1,2,0,0,6,30,1,316925
2026,2026-04-04,20260404SKLT0,SSG,이로운,중계,홀드,51.9,3,0,0,0,0,0,0,3,7,1,3611909
2026,2026-04-04,20260404SKLT0,SSG,조병현,중계,세,48.9,3,1,0,1,1,0,0,5,20,1,3057021
2026,2026-04-04,20260404SKLT0,롯데,비슬리,선발,nan,25.40000000000001,12,10,0,3,4,6,6,25,95,1,10000017
2026,2026-04-04,20260404SKLT0,롯데,쿄야마,중계,nan,50.9,5,1,0,2,2,0,0,8,34,1,10000003
2026,2026-04-04,20260404SKLT0,롯데,정철원,중계,패,43.9,3,3,0,0,1,1,1,6,19,1,3213352
2026,2026-04-04,20260404SKLT0,롯데,박정민,중계,nan,53.4,4,0,0,0,0,0,0,4,11,1,10000004
2026,2026-04-04,20260404SKLT0,롯데,최준용,중계,nan,52.9,3,0,0,0,1,0,0,3,10,1,2790445
2026,2026-04-04,20260404SSKT0,삼성,최원태,선발,nan,40.900000000000006,15,7,0,4,8,5,5,24,92,1,1499307
2026,2026-04-04,20260404SSKT0,삼성,이승민,중계,홀드,49.4,2,1,0,0,1,0,0,3,12,1,2724622
2026,2026-04-04,20260404SSKT0,삼성,미야지,중계,nan,41.9,3,1,1,1,1,1,1,5,23,1,10000018
2026,2026-04-04,20260404SSKT0,삼성,이승현,중계,승,55.4,4,0,0,0,2,0,0,4,12,1,719985
2026,2026-04-04,20260404SSKT0,삼성,최지광,중계,세,48.9,3,2,0,0,1,0,0,5,12,1,1744591
2026,2026-04-04,20260404SSKT0,KT,소형준,선발,nan,35.400000000000006,18,9,2,1,7,6,6,28,94,1,2699592
2026,2026-04-04,20260404SSKT0,KT,전용주,중계,패,44.9,3,2,0,0,0,1,1,5,16,1,2488113
2026,2026-04-04,20260404SSKT0,KT,스기모토,중계,nan,45.9,3,2,0,0,1,1,1,5,13,1,10000001
2026,2026-04-04,20260404SSKT0,KT,손동현,중계,nan,50.9,3,1,0,0,1,0,0,4,13,1,2484614
2026,2026-04-04,20260404NCHT0,NC,테일러,선발,승,57.900000000000006,15,3,0,5,4,0,0,21,94,1,10000020
2026,2026-04-04,20260404NCHT0,NC,배재환,중계,nan,44.9,1,1,0,1,0,0,0,3,13,1,1034055
2026,2026-04-04,20260404NCHT0,NC,임지민,중계,nan,50.4,2,0,0,0,0,0,0,2,5,1,3637847
2026,2026-04-04,20260404NCHT0,NC,신영우,중계,nan,53.9,3,0,0,0,2,0,0,3,13,1,3892639
2026,2026-04-04,20260404NCHT0,NC,이준혁,중계,nan,52.9,3,0,0,0,1,0,0,3,11,1,3988974
2026,2026-04-04,20260404NCHT0,NC,목지훈,중계,nan,49.9,3,1,0,0,0,0,0,4,10,1,3892643
2026,2026-04-04,20260404NCHT0,KIA,이의리,선발,패,27.40000000000001,8,4,2,6,5,3,3,18,76,1,2851449
2026,2026-04-04,20260404NCHT0,KIA,황동하,중계,nan,47.400000000000006,10,4,1,0,3,2,2,14,63,1,3639918
2026,2026-04-04,20260404NCHT0,KIA,홍민규,중계,nan,42.4,2,1,0,2,1,1,1,5,25,1,3988778
2026,2026-04-04,20260404NCHT0,KIA,김범수,중계,nan,46.9,1,0,0,1,0,0,0,2,7,1,1110793
2026,2026-04-04,20260404NCHT0,KIA,이태양,중계,nan,54.4,6,1,0,0,0,0,0,7,29,1,419526
2026,2026-04-04,20260404LGWO0,LG,임찬규,선발,nan,40.900000000000006,15,9,0,1,3,4,3,25,99,1,555207
2026,2026-04-04,20260404LGWO0,LG,김영우,중계,nan,53.9,3,0,0,0,2,0,0,3,10,1,3977599
2026,2026-04-04,20260404LGWO0,LG,이우찬,중계,nan,48.4,2,1,0,0,0,0,0,3,13,1,1919174
2026,2026-04-04,20260404LGWO0,LG,배재준,중계,승,48.9,1,0,0,0,0,0,0,1,5,1,873442
2026,2026-04-04,20260404LGWO0,LG,우강훈,중계,홀드,52.9,3,0,0,1,3,0,0,4,20,1,3697147
2026,2026-04-04,20260404LGWO0,LG,유영찬,중계,세,51.9,3,0,0,0,0,0,0,3,13,1,3611491
2026,2026-04-04,20260404LGWO0,키움,하영민,선발,nan,48.900000000000006,15,4,1,5,4,1,1,23,105,1,1004269
2026,2026-04-04,20260404LGWO0,키움,박정훈,중계,홀드,52.9,3,0,0,0,1,0,0,3,10,1,4011457
2026,2026-04-04,20260404LGWO0,키움,유토,중계,홀드,51.9,3,0,0,0,0,0,0,3,24,1,10000005
2026,2026-04-04,20260404LGWO0,키움,김성진,중계,nan,38.4,2,1,0,2,0,2,2,4,27,1,2966835
2026,2026-04-04,20260404LGWO0,키움,박윤성,중계,패,33.4,0,2,0,2,0,2,2,4,14,1,3971571
2026,2026-04-04,20260404LGWO0,키움,박진형,중계,nan,43.4,4,2,1,0,1,1,1,6,21,1,1614085
2026,2026-04-05,20260405HHOB0,한화,황준서,선발,패,57.900000000000006,13,3,0,2,7,2,2,18,71,1,3784562
2026,2026-04-05,20260405HHOB0,한화,윤산흠,중계,nan,41.4,2,1,1,0,0,1,1,3,7,1,3069686
2026,2026-04-05,20260405HHOB0,한화,김종수,중계,nan,52.9,3,0,0,0,1,0,0,3,10,1,2094541
2026,2026-04-05,20260405HHOB0,한화,김범준,중계,nan,43.4,2,2,0,0,0,1,1,4,14,1,10000041
2026,2026-04-05,20260405HHOB0,한화,김도빈,중계,nan,31.9,3,1,0,4,2,4,4,8,35,1,3891266
2026,2026-04-05,20260405HHOB0,한화,정우주,중계,nan,44.9,1,1,0,1,0,0,0,3,10,1,3976071
2026,2026-04-05,20260405HHOB0,두산,잭로그,선발,승,68.4,18,4,0,2,6,0,0,24,93,1,3935293
2026,2026-04-05,20260405HHOB0,두산,박치국,중계,nan,44.9,1,1,0,1,0,0,0,3,17,1,1747365
2026,2026-04-05,20260405HHOB0,두산,이병헌,중계,홀드,55.9,5,0,0,0,1,0,0,5,17,1,3280803
2026,2026-04-05,20260405HHOB0,두산,김택연,중계,nan,50.9,3,0,0,1,1,0,0,4,17,1,3780705
2026,2026-04-05,20260405SKLT0,SSG,베니지아노,선발,nan,40.900000000000006,15,8,1,2,4,3,3,24,90,1,10000025
2026,2026-04-05,20260405SKLT0,SSG,전영준,중계,nan,52.9,3,0,0,0,1,0,0,3,14,1,3226570
2026,2026-04-05,20260405SKLT0,SSG,이로운,중계,nan,49.9,3,0,0,1,0,0,0,4,21,1,3611909
2026,2026-04-05,20260405SKLT0,SSG,김민,중계,승,49.9,3,1,0,0,0,0,0,4,12,1,1797467
2026,2026-04-05,20260405SKLT0,SSG,조병현,중계,세,49.9,3,1,0,0,0,0,0,4,16,1,3057021
2026,2026-04-05,20260405SKLT0,롯데,박세웅,선발,nan,41.900000000000006,15,6,0,5,3,3,3,26,92,1,967170
2026,2026-04-05,20260405SKLT0,롯데,박정민,중계,nan,46.9,3,0,0,3,1,0,0,5,23,1,10000004
2026,2026-04-05,20260405SKLT0,롯데,김원중,중계,nan,52.9,3,0,0,0,1,0,0,3,14,1,836135
2026,2026-04-05,20260405SKLT0,롯데,정철원,중계,nan,49.9,3,0,0,1,0,0,0,3,16,1,3213352
2026,2026-04-05,20260405SKLT0,롯데,최준용,중계,패,43.9,3,1,0,2,1,1,1,6,23,1,2790445
2026,2026-04-05,20260405SSKT0,삼성,오러클린,선발,패,59.400000000000006,18,5,0,2,5,2,2,24,93,1,10000026
2026,2026-04-05,20260405SSKT0,삼성,이승민,중계,nan,51.9,3,0,0,0,0,0,0,3,9,1,2724622
2026,2026-04-05,20260405SSKT0,삼성,이승현,중계,nan,49.4,2,1,0,0,1,0,0,3,16,1,719985
2026,2026-04-05,20260405SSKT0,삼성,배찬승,중계,nan,46.9,1,0,0,1,0,0,0,2,7,1,3976074
2026,2026-04-05,20260405SSKT0,KT,보쉴리,선발,승,62.400000000000006,18,5,0,2,2,0,0,23,92,1,10000030
2026,2026-04-05,20260405SSKT0,KT,김민수,중계,홀드,50.9,3,1,0,0,1,0,0,4,14,1,1501530
2026,2026-04-05,20260405SSKT0,KT,한승혁,중계,홀드,50.9,3,0,0,1,1,0,0,4,18,1,606770
2026,2026-04-05,20260405SSKT0,KT,박영현,중계,세,51.9,3,0,0,0,0,0,0,3,10,1,3198300
2026,2026-04-05,20260405NCHT0,NC,토다,선발,패,56.400000000000006,18,6,0,1,2,2,2,24,79,1,10000028
2026,2026-04-05,20260405NCHT0,NC,원종해,중계,nan,51.9,3,0,0,0,0,0,0,3,9,1,10000029
2026,2026-04-05,20260405NCHT0,NC,김영규,중계,nan,44.9,3,1,0,1,0,1,1,5,11,1,2485776
2026,2026-04-05,20260405NCHT0,KIA,올러,선발,승,77.9,21,3,0,0,5,0,0,25,92,1,3933076
2026,2026-04-05,20260405NCHT0,KIA,전상현,중계,홀드,48.4,2,1,0,0,0,0,0,3,10,1,1631324
2026,2026-04-05,20260405NCHT0,KIA,김범수,중계,홀드,49.9,1,0,0,0,1,0,0,1,4,1,1110793
2026,2026-04-05,20260405NCHT0,KIA,정해영,중계,세,51.9,3,0,0,0,0,0,0,3,11,1,2765633
2026,2026-04-05,20260405LGWO0,LG,톨허스트,선발,승,64.4,18,2,1,3,7,1,1,24,91,1,4066309
2026,2026-04-05,20260405LGWO0,LG,장현식,중계,홀드,48.9,3,2,0,0,1,0,0,5,22,1,925563
2026,2026-04-05,20260405LGWO0,LG,김진성,중계,홀드,49.9,3,1,0,0,0,0,0,3,10,1,687603
2026,2026-04-05,20260405LGWO0,LG,함덕주,중계,nan,23.4,0,4,1,0,0,4,4,4,15,1,972917
2026,2026-04-05,20260405LGWO0,LG,유영찬,중계,세,48.9,3,0,0,2,1,0,0,4,18,1,3611491
2026,2026-04-05,20260405LGWO0,키움,와일스,선발,패,40.900000000000006,15,8,0,3,5,4,4,26,94,1,10000024
2026,2026-04-05,20260405LGWO0,키움,오석주,중계,nan,50.9,3,0,0,1,1,0,0,4,20,1,2507796
2026,2026-04-05,20260405LGWO0,키움,전준표,중계,nan,50.9,3,1,0,0,1,0,0,4,22,1,3780707
2026,2026-04-05,20260405LGWO0,키움,박정훈,중계,nan,45.9,3,2,0,1,0,0,0,5,17,1,4011457
2026,2026-04-05,20260405LGWO0,키움,정다훈,중계,nan,33.9,3,4,1,0,0,2,2,7,18,1,10000042
2026,2026-04-07,20260407WOOB0,키움,배동현,선발,승,55.400000000000006,16,5,0,2,4,2,2,23,85,1,2963428
2026,2026-04-07,20260407WOOB0,키움,유토,중계,홀드,51.4,2,0,0,0,1,0,0,2,5,1,10000005
2026,2026-04-07,20260407WOOB0,키움,박정훈,중계,홀드,49.9,3,0,0,2,2,0,0,5,26,1,4011457
2026,2026-04-07,20260407WOOB0,키움,김성진,중계,홀드,50.9,3,1,0,0,1,0,0,4,15,1,2966835
2026,2026-04-07,20260407WOOB0,키움,김재웅,중계,세,49.9,3,0,0,1,0,0,0,4,14,1,2697426
2026,2026-04-07,20260407WOOB0,두산,최승용,선발,nan,58.900000000000006,15,3,0,2,5,2,1,20,84,1,2998539
2026,2026-04-07,20260407WOOB0,두산,양재훈,중계,패,48.9,3,1,0,1,4,1,1,6,33,1,4011537
2026,2026-04-07,20260407WOOB0,두산,이용찬,중계,nan,37.4,0,2,0,0,0,2,2,2,9,1,314554
2026,2026-04-07,20260407WOOB0,두산,이병헌,중계,nan,48.9,3,1,0,1,1,0,0,5,24,1,3280803
2026,2026-04-07,20260407WOOB0,두산,박신지,중계,nan,53.9,3,0,0,0,2,0,0,3,11,1,1953587
2026,2026-04-07,20260407WOOB0,두산,윤태호,중계,nan,49.9,3,0,0,1,0,0,0,4,18,1,4078875
2026,2026-04-07,20260407HHSK0,한화,류현진,선발,승,62.400000000000006,18,4,1,2,10,2,2,23,93,1,68735
2026,2026-04-07,20260407HHSK0,한화,박상원,중계,홀드,51.9,3,0,0,1,2,0,0,4,18,1,841120
2026,2026-04-07,20260407HHSK0,한화,정우주,중계,홀드,52.9,3,0,0,0,1,0,0,3,18,1,3976071
2026,2026-04-07,20260407HHSK0,한화,김서현,중계,nan,50.9,3,0,0,1,1,0,0,4,15,1,3618453
2026,2026-04-07,20260407HHSK0,SSG,타케다,선발,패,34.9,9,4,0,4,2,4,4,17,71,1,10000034
2026,2026-04-07,20260407HHSK0,SSG,박시후,중계,nan,53.9,5,1,0,0,1,0,0,6,17,1,3238123
2026,2026-04-07,20260407HHSK0,SSG,문승원,중계,nan,48.4,4,1,0,2,1,0,0,7,26,1,725147
2026,2026-04-07,20260407HHSK0,SSG,전영준,중계,nan,58.4,6,1,0,0,4,0,0,7,27,1,3226570
2026,2026-04-07,20260407HHSK0,SSG,한두솔,중계,nan,40.9,3,1,0,2,1,2,2,6,18,1,3213242
2026,2026-04-07,20260407KTLT0,KT,고영표,선발,승,59.900000000000006,15,6,0,2,9,1,1,22,87,1,1078061
2026,2026-04-07,20260407KTLT0,KT,김민수,중계,홀드,50.9,3,1,0,0,1,0,0,4,17,1,1501530
2026,2026-04-07,20260407KTLT0,KT,스기모토,중계,nan,48.9,3,1,0,1,1,0,0,5,16,1,10000001
2026,2026-04-07,20260407KTLT0,KT,한승혁,중계,nan,48.4,2,0,0,1,0,0,0,4,15,1,606770
2026,2026-04-07,20260407KTLT0,KT,박영현,중계,세,43.4,4,3,0,0,2,2,2,7,27,1,3198300
2026,2026-04-07,20260407KTLT0,롯데,나균안,선발,패,53.400000000000006,12,2,0,4,6,2,0,19,90,1,1747364
2026,2026-04-07,20260407KTLT0,롯데,김원중,중계,nan,42.9,3,2,0,1,0,1,1,6,19,1,836135
2026,2026-04-07,20260407KTLT0,롯데,쿄야마,중계,nan,43.9,3,0,0,2,2,2,2,5,28,1,10000003
2026,2026-04-07,20260407KTLT0,롯데,정현수,중계,nan,49.9,1,0,0,0,1,0,0,1,4,1,3795035
2026,2026-04-07,20260407KTLT0,롯데,윤성빈,중계,nan,46.4,2,1,0,1,0,0,0,4,14,1,1940607
2026,2026-04-07,20260407KTLT0,롯데,최이준,중계,nan,50.9,3,1,0,0,1,0,0,4,26,1,1971721
2026,2026-04-07,20260407KTLT0,롯데,최충연,중계,nan,37.9,3,3,0,1,0,2,2,7,28,1,1466893
2026,2026-04-07,20260407LGNC0,LG,송승기,선발,승,61.900000000000006,15,4,0,2,4,0,0,21,83,1,3207349
2026,2026-04-07,20260407LGNC0,LG,김진성,중계,홀드,49.9,3,2,0,0,2,0,0,5,17,1,687603
2026,2026-04-07,20260407LGNC0,LG,장현식,중계,홀드,50.9,3,1,0,0,1,0,0,4,17,1,925563
2026,2026-04-07,20260407LGNC0,LG,우강훈,중계,홀드,49.9,3,1,0,1,2,0,0,5,27,1,3697147
2026,2026-04-07,20260407LGNC0,LG,유영찬,중계,세,49.9,3,1,0,0,0,0,0,4,16,1,3611491
2026,2026-04-07,20260407LGNC0,NC,버하겐,선발,nan,65.9,15,3,0,1,4,0,0,20,79,1,10000037
