연도,날짜,gameId,팀,선수명,역할,결과,투구점수,아웃수,피안타,피홈런,볼넷,삼진,실점,자책,타자수,투구수,G,page_id
2026,2026-04-07,20260407LGNC0,NC,신영우,중계,패,37.4,0,0,0,2,0,2,2,2,10,1,3892639
2026,2026-04-07,20260407LGNC0,NC,김영규,중계,nan,45.4,0,1,0,0,0,0,0,1,3,1,2485776
2026,2026-04-07,20260407LGNC0,NC,임지민,중계,nan,51.9,3,1,0,0,2,0,0,4,18,1,3637847
2026,2026-04-07,20260407LGNC0,NC,이준혁,중계,nan,44.4,2,1,0,2,0,0,0,5,21,1,3988974
2026,2026-04-07,20260407LGNC0,NC,원종해,중계,nan,54.4,4,0,0,0,1,0,0,4,16,1,10000029
2026,2026-04-07,20260407LGNC0,NC,목지훈,중계,nan,54.9,3,0,0,0,3,0,0,3,12,1,3892643
2026,2026-04-07,20260407SSHT0,삼성,양창섭,선발,nan,50.900000000000006,15,5,0,3,6,3,3,22,89,1,1883147
2026,2026-04-07,20260407SSHT0,삼성,이승민,중계,nan,48.9,3,0,0,2,1,0,0,5,24,1,2724622
2026,2026-04-07,20260407SSHT0,삼성,장찬희,중계,nan,44.9,1,1,0,1,0,0,0,3,3,1,10000027
2026,2026-04-07,20260407SSHT0,삼성,배찬승,중계,승,50.4,2,0,0,0,0,0,0,2,10,1,3976074
2026,2026-04-07,20260407SSHT0,삼성,최지광,중계,홀드,50.9,3,0,0,1,1,0,0,4,20,1,1744591
2026,2026-04-07,20260407SSHT0,삼성,임기영,중계,nan,49.9,3,0,0,1,0,0,0,4,12,1,811244
2026,2026-04-07,20260407SSHT0,KIA,양현종,선발,nan,60.900000000000006,17,2,1,2,3,1,1,21,91,1,239450
2026,2026-04-07,20260407SSHT0,KIA,김범수,중계,홀드,48.4,2,0,0,1,0,0,0,3,14,1,1110793
2026,2026-04-07,20260407SSHT0,KIA,성영탁,중계,홀드,51.4,2,0,0,0,1,0,0,2,8,1,4036535
2026,2026-04-07,20260407SSHT0,KIA,전상현,중계,패,25.4,2,4,0,1,0,5,5,7,28,1,1631324
2026,2026-04-07,20260407SSHT0,KIA,홍민규,중계,nan,23.9,1,5,1,0,1,4,4,6,16,1,3988778
2026,2026-04-07,20260407SSHT0,KIA,한재승,중계,nan,51.9,3,0,0,0,0,0,0,3,10,1,3213928
2026,2026-04-08,20260408WOOB0,키움,정세영,선발,패,37.400000000000006,12,4,0,3,1,5,3,20,76,1,9000031
2026,2026-04-08,20260408WOOB0,키움,오석주,중계,nan,51.4,6,1,0,2,1,0,0,9,28,1,2507796
2026,2026-04-08,20260408WOOB0,키움,전준표,중계,nan,33.4,0,2,0,2,0,2,2,4,15,1,3780707
2026,2026-04-08,20260408WOOB0,키움,이준우,중계,nan,49.9,3,0,0,1,0,0,0,4,17,1,4013110
2026,2026-04-08,20260408WOOB0,키움,정다훈,중계,nan,49.9,3,1,0,0,0,0,0,4,13,1,10000042
2026,2026-04-08,20260408WOOB0,두산,최민석,선발,승,62.900000000000006,17,3,0,5,6,0,0,24,98,1,4000964
2026,2026-04-08,20260408WOOB0,두산,이병헌,중계,nan,50.9,3,0,0,1,1,0,0,4,15,1,3280803
2026,2026-04-08,20260408WOOB0,두산,박신지,중계,nan,35.4,4,3,1,0,1,3,3,7,28,1,1953587
2026,2026-04-08,20260408WOOB0,두산,김택연,중계,nan,47.9,3,1,0,2,2,0,0,6,23,1,3780705
2026,2026-04-08,20260408HHSK0,한화,문동주,선발,승,49.900000000000006,15,5,1,2,4,2,2,22,92,1,3057205
2026,2026-04-08,20260408HHSK0,한화,김종수,중계,홀드,49.9,3,1,0,0,0,0,0,3,7,1,2094541
2026,2026-04-08,20260408HHSK0,한화,박상원,중계,홀드,52.9,3,0,0,0,1,0,0,3,8,1,841120
2026,2026-04-08,20260408HHSK0,한화,정우주,중계,홀드,43.9,3,2,0,2,3,1,1,7,30,1,3976071
2026,2026-04-08,20260408HHSK0,한화,김서현,중계,세,46.9,3,1,0,2,1,0,0,6,22,1,3618453
2026,2026-04-08,20260408HHSK0,SSG,최민준,선발,패,38.900000000000006,13,4,1,3,2,4,0,20,75,1,2011758
2026,2026-04-08,20260408HHSK0,SSG,김민,중계,nan,55.9,5,0,0,0,1,0,0,5,12,1,1797467
2026,2026-04-08,20260408HHSK0,SSG,이로운,중계,nan,51.9,3,1,0,0,2,0,0,4,20,1,3611909
2026,2026-04-08,20260408HHSK0,SSG,노경은,중계,nan,51.9,3,0,0,0,0,0,0,3,7,1,316925
2026,2026-04-08,20260408HHSK0,SSG,조병현,중계,nan,53.9,3,0,0,0,2,0,0,3,9,1,3057021
2026,2026-04-08,20260408KTLT0,KT,오원석,선발,패,47.400000000000006,12,6,0,1,5,3,1,20,84,1,2828629
2026,2026-04-08,20260408KTLT0,KT,손동현,중계,nan,33.9,3,3,1,1,0,2,2,7,19,1,2484614
2026,2026-04-08,20260408KTLT0,KT,주권,중계,nan,53.4,6,1,0,1,1,0,0,7,24,1,1106095
2026,2026-04-08,20260408KTLT0,KT,우규민,중계,nan,43.9,3,3,0,0,1,1,1,5,16,1,236907
2026,2026-04-08,20260408KTLT0,롯데,김진욱,선발,승,74.4,24,3,1,1,6,1,1,27,100,1,2865932
2026,2026-04-08,20260408KTLT0,롯데,최준용,중계,nan,52.9,3,0,0,0,1,0,0,3,6,1,2790445
2026,2026-04-08,20260408LGNC0,LG,웰스,선발,nan,47.400000000000006,12,4,0,4,4,2,2,20,96,1,4019624
2026,2026-04-08,20260408LGNC0,LG,배재준,중계,nan,60.4,6,0,0,0,4,0,0,6,18,1,873442
2026,2026-04-08,20260408LGNC0,LG,김진성,중계,승,43.9,3,1,1,0,1,1,1,4,12,1,687603
2026,2026-04-08,20260408LGNC0,LG,장현식,중계,홀드,40.9,3,2,1,0,0,1,1,5,16,1,925563
2026,2026-04-08,20260408LGNC0,LG,유영찬,중계,세,52.9,3,0,0,0,1,0,0,3,11,1,3611491
2026,2026-04-08,20260408LGNC0,NC,신민혁,선발,nan,61.900000000000006,15,5,0,1,4,0,0,20,88,1,2797886
2026,2026-04-08,20260408LGNC0,NC,임지민,중계,nan,36.4,2,1,1,1,0,2,2,4,15,1,3637847
2026,2026-04-08,20260408LGNC0,NC,원종해,중계,nan,49.9,1,0,0,0,1,0,0,1,5,1,10000029
2026,2026-04-08,20260408LGNC0,NC,김진호,중계,nan,48.9,3,1,0,1,1,0,0,4,25,1,1798822
2026,2026-04-08,20260408LGNC0,NC,배재환,중계,nan,46.4,2,1,0,0,1,1,1,3,8,1,1034055
2026,2026-04-08,20260408LGNC0,NC,류진욱,중계,패,30.9,1,3,1,1,0,2,2,5,24,1,1222322
2026,2026-04-08,20260408LGNC0,NC,전사민,중계,nan,52.9,3,0,0,0,1,0,0,3,9,1,2514541
2026,2026-04-08,20260408SSHT0,삼성,이승현,선발,패,-22.6,8,11,2,8,0,12,12,27,92,1,2851752
2026,2026-04-08,20260408SSHT0,삼성,장찬희,중계,nan,40.4,8,5,0,1,2,3,2,15,47,1,10000027
2026,2026-04-08,20260408SSHT0,삼성,임기영,중계,nan,54.4,8,3,0,1,3,0,0,12,46,1,811244
2026,2026-04-08,20260408SSHT0,KIA,김태형,선발,nan,20.4,10,9,1,3,1,5,5,21,88,1,4072789
2026,2026-04-08,20260408SSHT0,KIA,최지민,중계,nan,42.9,1,1,0,2,0,0,0,4,18,1,3196605
2026,2026-04-08,20260408SSHT0,KIA,조상우,중계,승,51.4,4,1,0,0,0,0,0,5,21,1,834583
2026,2026-04-08,20260408SSHT0,KIA,이태양,중계,홀드,58.9,9,1,0,0,0,0,0,10,42,1,419526
2026,2026-04-08,20260408SSHT0,KIA,한재승,중계,nan,49.9,3,1,0,0,0,0,0,4,7,1,3213928
2026,2026-04-10,20260410SKLG0,SSG,화이트,선발,패,25.90000000000001,11,8,1,4,5,5,5,23,96,1,3920646
2026,2026-04-10,20260410SKLG0,SSG,박시후,중계,nan,52.4,4,0,0,1,1,0,0,4,19,1,3238123
2026,2026-04-10,20260410SKLG0,SSG,전영준,중계,nan,27.4,0,0,0,4,0,4,4,4,20,1,3226570
2026,2026-04-10,20260410SKLG0,SSG,한두솔,중계,nan,48.4,6,2,0,1,1,1,0,10,29,1,3213242
2026,2026-04-10,20260410SKLG0,SSG,장지훈,중계,nan,52.9,3,0,0,0,1,0,0,3,8,1,2966331
2026,2026-04-10,20260410SKLG0,LG,치리노스,선발,승,48.900000000000006,15,7,0,3,2,1,1,24,87,1,3925530
2026,2026-04-10,20260410SKLG0,LG,김영우,중계,nan,53.9,3,0,0,0,2,0,0,3,13,1,3977599
2026,2026-04-10,20260410SKLG0,LG,배재준,중계,nan,44.4,2,1,0,1,1,1,1,4,20,1,873442
2026,2026-04-10,20260410SKLG0,LG,이정용,중계,nan,54.4,4,0,0,0,1,0,0,5,18,1,2795411
2026,2026-04-10,20260410SKLG0,LG,성동현,중계,nan,52.9,3,0,0,0,1,0,0,3,17,1,2259680
2026,2026-04-10,20260410NCSS0,NC,구창모,선발,nan,38.400000000000006,18,7,2,2,2,4,4,26,82,1,1222245
2026,2026-04-10,20260410NCSS0,NC,이준혁,중계,nan,46.9,1,0,0,1,0,0,0,2,10,1,3988974
2026,2026-04-10,20260410NCSS0,NC,김영규,중계,nan,49.4,2,0,0,1,1,0,0,3,14,1,2485776
2026,2026-04-10,20260410NCSS0,NC,전사민,중계,패,39.4,2,1,0,2,1,2,2,4,20,1,2514541
2026,2026-04-10,20260410NCSS0,NC,김진호,중계,nan,36.9,1,2,0,1,0,2,2,4,19,1,1798822
2026,2026-04-10,20260410NCSS0,삼성,후라도,선발,nan,52.400000000000006,18,6,1,2,4,2,1,26,97,1,3323118
2026,2026-04-10,20260410NCSS0,삼성,이승민,중계,홀드,46.9,1,0,0,1,0,0,0,2,8,1,2724622
2026,2026-04-10,20260410NCSS0,삼성,미야지,중계,홀드,47.4,2,1,0,1,1,0,0,4,11,1,10000018
2026,2026-04-10,20260410NCSS0,삼성,최지광,중계,nan,39.4,2,1,0,2,1,2,0,6,22,1,1744591
2026,2026-04-10,20260410NCSS0,삼성,이승현,중계,승,40.9,1,1,1,0,1,1,1,2,9,1,719985
2026,2026-04-10,20260410NCSS0,삼성,김재윤,중계,세,48.9,3,2,0,0,1,0,0,5,12,1,1146363
2026,2026-04-10,20260410OBKT0,두산,곽빈,선발,nan,73.4,18,1,0,4,9,0,0,23,102,1,1791887
2026,2026-04-10,20260410OBKT0,두산,양재훈,중계,nan,34.9,1,2,0,1,1,3,3,4,20,1,4011537
2026,2026-04-10,20260410OBKT0,두산,이병헌,중계,nan,40.9,1,2,0,1,1,1,1,4,16,1,3280803
2026,2026-04-10,20260410OBKT0,두산,타무라,중계,nan,48.4,4,2,0,1,1,0,0,7,31,1,10000019
2026,2026-04-10,20260410OBKT0,두산,김택연,중계,nan,52.9,3,0,0,0,1,0,0,3,14,1,3780705
2026,2026-04-10,20260410OBKT0,두산,이용찬,중계,승,48.9,3,1,0,1,1,0,0,6,16,1,314554
2026,2026-04-10,20260410OBKT0,두산,박신지,중계,nan,32.4,2,3,0,2,1,3,3,7,23,1,1953587
2026,2026-04-10,20260410OBKT0,두산,윤태호,중계,세,47.9,1,0,0,1,1,0,0,2,9,1,4078875
2026,2026-04-10,20260410OBKT0,KT,사우어,선발,nan,44.400000000000006,18,7,0,4,4,4,4,27,91,1,10000000
2026,2026-04-10,20260410OBKT0,KT,손동현,중계,nan,53.9,3,0,0,0,2,0,0,3,15,1,2484614
2026,2026-04-10,20260410OBKT0,KT,스기모토,중계,nan,53.9,3,0,0,0,2,0,0,3,16,1,10000001
2026,2026-04-10,20260410OBKT0,KT,박영현,중계,nan,51.9,3,1,0,0,2,0,0,4,17,1,3198300
2026,2026-04-10,20260410OBKT0,KT,한승혁,중계,nan,53.9,3,0,0,0,2,0,0,3,13,1,606770
2026,2026-04-10,20260410OBKT0,KT,김민수,중계,패,35.9,1,2,0,0,0,3,2,4,11,1,1501530
2026,2026-04-10,20260410OBKT0,KT,전용주,중계,nan,44.4,2,1,0,1,1,1,1,4,14,1,2488113
2026,2026-04-10,20260410LTWO0,롯데,로드리게스,선발,승,79.4,24,4,1,0,11,1,1,28,104,1,10000002
2026,2026-04-10,20260410LTWO0,롯데,최준용,중계,세,51.9,3,0,0,0,0,0,0,3,10,1,2790445
2026,2026-04-10,20260410LTWO0,키움,알칸타라,선발,패,52.400000000000006,18,10,1,0,11,3,3,27,98,1,2301546
2026,2026-04-10,20260410LTWO0,키움,박정훈,중계,nan,51.9,3,0,0,0,0,0,0,3,9,1,4011457
2026,2026-04-10,20260410LTWO0,키움,박진형,중계,nan,49.9,3,1,0,0,0,0,0,3,13,1,1614085
2026,2026-04-10,20260410LTWO0,키움,이준우,중계,nan,50.9,3,0,0,1,1,0,0,3,17,1,4013110
2026,2026-04-10,20260410HTHH0,KIA,네일,선발,승,57.900000000000006,21,6,1,0,4,3,3,26,97,1,3751352
2026,2026-04-10,20260410HTHH0,KIA,성영탁,중계,홀드,52.9,3,0,0,0,1,0,0,3,9,1,4036535
2026,2026-04-10,20260410HTHH0,KIA,정해영,중계,nan,34.9,1,1,1,1,0,2,2,3,10,1,2765633
2026,2026-04-10,20260410HTHH0,KIA,김범수,중계,세,50.4,2,0,0,1,2,0,0,3,12,1,1110793
2026,2026-04-10,20260410HTHH0,한화,에르난데스,선발,패,40.900000000000006,15,4,2,2,3,4,3,22,87,1,10000006
2026,2026-04-10,20260410HTHH0,한화,조동욱,중계,nan,52.9,3,0,0,0,1,0,0,3,6,1,3814441
2026,2026-04-10,20260410HTHH0,한화,이상규,중계,nan,50.9,3,0,0,1,1,0,0,4,15,1,2559259
2026,2026-04-10,20260410HTHH0,한화,김종수,중계,nan,39.9,1,1,1,0,0,1,1,2,6,1,2094541
2026,2026-04-10,20260410HTHH0,한화,강건우,중계,nan,48.4,2,0,0,1,0,0,0,3,17,1,10000035
2026,2026-04-10,20260410HTHH0,한화,윤산흠,중계,nan,44.4,2,2,0,0,1,1,1,4,11,1,3069686
2026,2026-04-10,20260410HTHH0,한화,박준영,중계,nan,46.9,1,0,0,1,0,0,0,1,9,1,3225253
2026,2026-04-11,20260411HTHH0,KIA,이의리,선발,nan,39.400000000000006,12,5,1,1,2,4,4,18,67,1,2851449
2026,2026-04-11,20260411HTHH0,KIA,황동하,중계,승,56.9,9,2,0,1,2,0,0,11,54,1,3639918
2026,2026-04-11,20260411HTHH0,KIA,김범수,중계,홀드,44.9,1,1,0,1,0,0,0,3,13,1,1110793
2026,2026-04-11,20260411HTHH0,KIA,성영탁,중계,세,49.9,5,2,0,0,2,1,1,7,27,1,4036535
2026,2026-04-11,20260411HTHH0,한화,왕옌청,선발,nan,64.4,18,6,0,0,5,1,1,22,85,1,10000021
2026,2026-04-11,20260411HTHH0,한화,조동욱,중계,홀드,51.9,3,0,0,1,2,0,0,4,13,1,3814441
2026,2026-04-11,20260411HTHH0,한화,정우주,중계,nan,32.4,0,2,0,1,0,3,3,3,13,1,3976071
2026,2026-04-11,20260411HTHH0,한화,박상원,중계,패,39.9,3,4,0,0,2,2,2,7,23,1,841120
2026,2026-04-11,20260411HTHH0,한화,김서현,중계,nan,52.9,3,0,0,0,1,0,0,3,10,1,3618453
2026,2026-04-11,20260411SKLG0,SSG,김건우,선발,nan,62.400000000000006,18,4,0,3,5,1,1,24,95,1,2851319
2026,2026-04-11,20260411SKLG0,SSG,김민,중계,홀드,46.9,3,1,0,1,2,1,0,6,15,1,1797467
2026,2026-04-11,20260411SKLG0,SSG,노경은,중계,패,40.9,3,2,0,1,1,2,1,5,13,1,316925
2026,2026-04-11,20260411SKLG0,LG,임찬규,선발,nan,41.900000000000006,15,10,0,2,2,2,2,26,92,1,555207
2026,2026-04-11,20260411SKLG0,LG,김진성,중계,nan,50.9,3,1,0,0,1,0,0,4,17,1,687603
2026,2026-04-11,20260411SKLG0,LG,우강훈,중계,nan,42.9,3,2,1,0,2,1,1,5,20,1,3697147
2026,2026-04-11,20260411SKLG0,LG,장현식,중계,승,53.9,3,0,0,0,2,0,0,3,13,1,925563
2026,2026-04-11,20260411SKLG0,LG,유영찬,중계,세,52.9,3,0,0,0,1,0,0,3,10,1,3611491
2026,2026-04-11,20260411NCSS0,NC,테일러,선발,패,35.900000000000006,15,5,0,6,3,5,5,24,97,1,10000020
2026,2026-04-11,20260411NCSS0,NC,배재환,중계,nan,50.9,3,1,0,0,1,0,0,4,11,1,1034055
2026,2026-04-11,20260411NCSS0,NC,김영규,중계,nan,48.9,3,0,0,2,1,0,0,5,19,1,2485776
2026,2026-04-11,20260411NCSS0,NC,원종해,중계,nan,46.9,1,0,0,1,0,0,0,2,12,1,10000029
2026,2026-04-11,20260411NCSS0,NC,임지민,중계,nan,51.4,2,0,0,0,1,0,0,2,4,1,3637847
2026,2026-04-11,20260411NCSS0,삼성,오러클린,선발,nan,31.9,9,3,0,7,3,4,4,17,70,1,10000026
2026,2026-04-11,20260411NCSS0,삼성,백정현,중계,승,54.4,6,1,0,0,0,0,0,7,21,1,299512
2026,2026-04-11,20260411NCSS0,삼성,배찬승,중계,홀드,47.9,3,1,0,1,0,0,0,5,20,1,3976074
2026,2026-04-11,20260411NCSS0,삼성,미야지,중계,홀드,51.9,3,1,0,0,2,0,0,4,21,1,10000018
2026,2026-04-11,20260411NCSS0,삼성,이승현,중계,홀드,50.9,3,1,0,0,1,0,0,4,14,1,719985
2026,2026-04-11,20260411NCSS0,삼성,김재윤,중계,세,51.9,3,0,0,0,0,0,0,3,8,1,1146363
2026,2026-04-11,20260411OBKT0,두산,잭로그,선발,패,42.400000000000006,18,9,1,0,5,5,3,28,98,1,3935293
2026,2026-04-11,20260411OBKT0,두산,김정우,중계,nan,50.9,3,1,0,1,3,0,0,5,20,1,1797508
2026,2026-04-11,20260411OBKT0,두산,윤태호,중계,nan,47.9,3,0,0,1,1,1,1,4,14,1,4078875
2026,2026-04-11,20260411OBKT0,KT,소형준,선발,승,67.9,21,4,0,2,7,2,2,26,98,1,2699592
2026,2026-04-11,20260411OBKT0,KT,스기모토,중계,nan,33.4,0,4,0,0,0,2,2,4,8,1,10000001
2026,2026-04-11,20260411OBKT0,KT,박영현,중계,세,58.4,6,0,0,0,2,0,0,6,23,1,3198300
2026,2026-04-11,20260411LTWO0,롯데,비슬리,선발,nan,66.4,18,5,0,1,7,1,1,23,92,1,10000017
2026,2026-04-11,20260411LTWO0,롯데,최이준,중계,nan,55.4,4,0,0,0,2,0,0,4,16,1,1971721
2026,2026-04-11,20260411LTWO0,롯데,박정민,중계,승,55.9,5,0,0,0,1,0,0,5,20,1,10000004
2026,2026-04-11,20260411LTWO0,롯데,최준용,중계,세,53.9,3,0,0,0,2,0,0,3,13,1,2790445
2026,2026-04-11,20260411LTWO0,키움,와일스,선발,nan,74.9,21,5,0,0,6,0,0,27,102,1,10000024
2026,2026-04-11,20260411LTWO0,키움,박정훈,중계,홀드,50.9,3,1,0,0,1,0,0,4,12,1,4011457
2026,2026-04-11,20260411LTWO0,키움,김재웅,중계,nan,44.9,3,2,0,0,0,1,1,5,14,1,2697426
2026,2026-04-11,20260411LTWO0,키움,김성진,중계,패,38.9,1,2,0,0,0,2,2,4,18,1,2966835
2026,2026-04-11,20260411LTWO0,키움,유토,중계,nan,49.4,2,1,0,0,1,0,0,3,12,1,10000005
2026,2026-04-12,20260412SKLG0,SSG,베니지아노,선발,패,34.900000000000006,13,5,0,3,2,6,4,23,103,1,10000025
2026,2026-04-12,20260412SKLG0,SSG,문승원,중계,nan,37.4,2,1,0,1,0,3,0,6,12,1,725147
2026,2026-04-12,20260412SKLG0,SSG,장지훈,중계,nan,51.4,6,1,0,2,1,0,0,9,30,1,2966331
2026,2026-04-12,20260412SKLG0,SSG,한두솔,중계,nan,47.9,3,2,0,0,0,0,0,5,14,1,3213242
2026,2026-04-12,20260412SKLG0,LG,톨허스트,선발,승,64.4,18,4,0,3,4,0,0,24,94,1,4066309
2026,2026-04-12,20260412SKLG0,LG,김영우,중계,nan,49.9,3,1,0,0,0,0,0,4,11,1,3977599
2026,2026-04-12,20260412SKLG0,LG,함덕주,중계,nan,51.9,3,0,0,0,0,0,0,3,12,1,972917
2026,2026-04-12,20260412SKLG0,LG,이정용,중계,nan,42.9,3,3,0,0,0,1,1,6,19,1,2795411
2026,2026-04-12,20260412NCSS0,NC,토다,선발,패,34.4,6,4,0,2,2,4,3,12,44,1,10000028
2026,2026-04-12,20260412NCSS0,NC,목지훈,중계,nan,38.9,5,2,0,3,0,2,2,9,35,1,3892643
2026,2026-04-12,20260412NCSS0,NC,배재환,중계,nan,47.9,1,1,0,0,1,0,0,2,10,1,1034055
2026,2026-04-12,20260412NCSS0,NC,이준혁,중계,nan,49.4,6,3,0,0,2,1,0,9,37,1,3988974
2026,2026-04-12,20260412NCSS0,NC,전사민,중계,nan,43.9,3,2,0,1,1,1,1,6,26,1,2514541
2026,2026-04-12,20260412NCSS0,NC,류진욱,중계,nan,42.9,3,2,1,0,2,1,1,5,27,1,1222322
2026,2026-04-12,20260412NCSS0,삼성,원태인,선발,nan,54.900000000000006,11,4,0,2,3,0,0,16,69,1,2485589
2026,2026-04-12,20260412NCSS0,삼성,장찬희,중계,승,41.9,7,2,2,0,2,2,2,10,36,1,10000027
2026,2026-04-12,20260412NCSS0,삼성,이승민,중계,nan,48.9,5,0,0,2,1,1,1,7,33,1,2724622
2026,2026-04-12,20260412NCSS0,삼성,배찬승,중계,nan,49.4,2,0,0,1,1,0,0,4,21,1,3976074
2026,2026-04-12,20260412NCSS0,삼성,임기영,중계,nan,50.4,2,0,0,0,0,0,0,2,7,1,811244
2026,2026-04-12,20260412OBKT0,두산,최승용,선발,패,44.400000000000006,16,5,0,2,2,5,4,23,92,1,2998539
2026,2026-04-12,20260412OBKT0,두산,타무라,중계,nan,44.4,2,2,0,0,1,1,1,4,19,1,10000019
2026,2026-04-12,20260412OBKT0,두산,김정우,중계,nan,52.9,3,0,0,0,1,0,0,3,8,1,1797508
2026,2026-04-12,20260412OBKT0,두산,박정수,중계,nan,48.9,3,1,0,1,1,0,0,4,18,1,1591976
2026,2026-04-12,20260412OBKT0,KT,보쉴리,선발,승,72.4,18,4,0,1,8,0,0,23,103,1,10000030
2026,2026-04-12,20260412OBKT0,KT,스기모토,중계,nan,49.9,3,0,0,1,0,0,0,4,14,1,10000001
2026,2026-04-12,20260412OBKT0,KT,문용익,중계,nan,40.4,0,1,0,1,0,1,1,2,11,1,3026295
2026,2026-04-12,20260412OBKT0,KT,손동현,중계,nan,49.9,3,1,0,0,0,0,0,4,14,1,2484614
2026,2026-04-12,20260412OBKT0,KT,한승혁,중계,nan,52.9,3,0,0,0,1,0,0,3,10,1,606770
2026,2026-04-12,20260412LTWO0,롯데,박세웅,선발,패,58.400000000000006,18,5,1,2,8,2,2,25,99,1,967170
2026,2026-04-12,20260412LTWO0,롯데,김원중,중계,nan,49.9,3,0,0,1,0,0,0,4,18,1,836135
2026,2026-04-12,20260412LTWO0,롯데,정철원,중계,nan,50.9,3,0,0,1,1,0,0,4,17,1,3213352
2026,2026-04-12,20260412LTWO0,키움,안우진,선발,nan,48.9,3,1,0,1,1,0,0,5,24,1,1791894
2026,2026-04-12,20260412LTWO0,키움,배동현,중계,승,73.4,18,3,0,0,5,0,0,20,78,1,2963428
2026,2026-04-12,20260412LTWO0,키움,박진형,중계,홀드,49.4,2,1,0,0,1,0,0,3,8,1,1614085
2026,2026-04-12,20260412LTWO0,키움,유토,중계,홀드,49.9,1,0,0,0,1,0,0,1,4,1,10000005
2026,2026-04-12,20260412LTWO0,키움,김재웅,중계,세,49.9,3,1,0,0,0,0,0,4,7,1,2697426
2026,2026-04-12,20260412HTHH0,KIA,올러,선발,승,52.900000000000006,15,5,0,4,7,2,2,23,92,1,3933076
2026,2026-04-12,20260412HTHH0,KIA,한재승,중계,홀드,52.9,3,0,0,0,1,0,0,3,10,1,3213928
2026,2026-04-12,20260412HTHH0,KIA,이태양,중계,nan,50.9,3,1,0,0,1,0,0,3,13,1,419526
2026,2026-04-12,20260412HTHH0,KIA,홍건희,중계,nan,45.9,3,2,0,0,1,1,0,6,23,1,606775
2026,2026-04-12,20260412HTHH0,KIA,조상우,중계,nan,52.9,3,0,0,0,1,0,0,3,12,1,834583
2026,2026-04-12,20260412HTHH0,한화,쿠싱,선발,패,44.9,9,4,0,1,3,3,3,15,64,1,10000045
2026,2026-04-12,20260412HTHH0,한화,황준서,중계,nan,41.9,1,2,0,0,0,1,1,3,10,1,3784562
2026,2026-04-12,20260412HTHH0,한화,이민우,중계,nan,53.4,4,0,0,0,0,0,0,4,15,1,1832521
2026,2026-04-12,20260412HTHH0,한화,강건우,중계,nan,47.9,1,1,0,0,1,0,0,2,7,1,10000035
2026,2026-04-12,20260412HTHH0,한화,이상규,중계,nan,47.9,3,1,0,0,1,1,0,5,11,1,2559259
2026,2026-04-12,20260412HTHH0,한화,박상원,중계,nan,33.4,2,3,0,1,0,3,3,6,28,1,841120
2026,2026-04-12,20260412HTHH0,한화,정우주,중계,nan,49.9,1,0,0,0,1,0,0,1,4,1,3976071
2026,2026-04-12,20260412HTHH0,한화,김종수,중계,nan,50.9,3,1,0,0,1,0,0,4,13,1,2094541
2026,2026-04-12,20260412HTHH0,한화,박준영,중계,nan,41.9,3,1,1,1,1,1,1,5,15,1,3225253
