연도,날짜,팀,G,투구수,IP,타자수,피안타,피홈런,볼넷,삼진,실점,자책,lgIP,lgERA,fip_const,home_stadium,FinalPF,ERA,RA9,WHIP,K/9,BB/9,HR/9,K%,BB%,FIP,ERA+,ERA-,IP_O
2026,2026-04-08,NC,59.0,1462.0,89.0,368.0,64.0,9.0,44.0,69.0,31.0,31.0,888.3333333333334,4.984615384615385,3.578611632270169,창원,1.0100284809306723,3.134831460674157,3.134831460674157,1.2134831460674158,6.977528089887641,4.449438202247191,0.9101123595505618,0.1875,0.1195652173913043,4.825802643506124,160.61820073189318,62.25944478541495,89.0
2026,2026-04-09,NC,59.0,1462.0,89.0,368.0,64.0,9.0,44.0,69.0,31.0,31.0,888.3333333333334,4.984615384615385,3.578611632270169,창원,1.0100284809306723,3.134831460674157,3.134831460674157,1.2134831460674158,6.977528089887641,4.449438202247191,0.9101123595505618,0.1875,0.1195652173913043,4.825802643506124,160.61820073189318,62.25944478541495,89.0
2026,2026-04-10,NC,64.0,1607.0,97.0,407.0,74.0,11.0,51.0,73.0,39.0,39.0,980.3333333333334,4.966678000680041,3.5651139068344104,창원,1.0100284809306723,3.618556701030928,3.618556701030928,1.288659793814433,6.77319587628866,4.731958762886598,1.0206185567010309,0.1793611793611793,0.1253071253071253,5.11150565941173,138.6461844245793,72.12603824261602,97.0
2026,2026-04-11,NC,69.0,1750.0,105.0,444.0,80.0,11.0,60.0,79.0,44.0,44.0,1069.3333333333333,4.864713216957607,3.6013092269326688,창원,1.0100284809306723,3.7714285714285714,3.7714285714285714,1.3333333333333333,6.771428571428571,5.142857142857143,0.9428571428571428,0.1779279279279279,0.1351351351351351,5.17273779836124,130.29527167271772,76.74875589590472,105.0
2026,2026-04-12,NC,75.0,1929.0,113.0,487.0,94.0,12.0,66.0,87.0,53.0,51.0,1155.3333333333333,4.759665320253895,3.5600115406809003,창원,1.0100284809306723,4.061946902654867,4.221238938053097,1.415929203539823,6.929203539823009,5.256637168141593,0.9557522123893806,0.1786447638603696,0.135523613963039,5.152931894663201,118.36395647311248,84.48517857944023,113.0
2026,2026-03-28,SSG,6.0,174.0,9.0,43.0,12.0,0.0,4.0,13.0,6.0,6.0,92.0,5.869565217391305,4.445652173913044,문학,1.027807913649001,6.0,6.0,1.7777777777777777,13.0,4.0,0.0,0.3023255813953488,0.0930232558139534,2.8900966183574885,100.62423705144494,99.37963549365767,9.0
2026,2026-03-29,SSG,12.0,347.0,18.0,83.0,20.0,2.0,12.0,20.0,12.0,12.0,180.0,6.0,4.011111111111111,문학,1.027807913649001,6.0,6.0,1.7777777777777777,10.0,6.0,1.0,0.2409638554216867,0.144578313253012,5.233333333333333,102.8603312081437,97.2192086350999,18.0
2026,2026-03-30,SSG,12.0,347.0,18.0,83.0,20.0,2.0,12.0,20.0,12.0,12.0,180.0,6.0,4.011111111111111,문학,1.027807913649001,6.0,6.0,1.7777777777777777,10.0,6.0,1.0,0.2409638554216867,0.144578313253012,5.233333333333333,102.8603312081437,97.2192086350999,18.0
2026,2026-03-31,SSG,17.0,509.0,27.0,121.0,29.0,2.0,14.0,27.0,15.0,14.0,272.0,5.525735294117647,3.871323529411765,문학,1.027807913649001,4.666666666666667,5.0,1.5925925925925926,9.0,4.666666666666667,0.6666666666666666,0.2231404958677686,0.1157024793388429,4.389842047930283,121.79549196888652,82.10484508371268,27.0
2026,2026-04-01,SSG,21.0,703.0,36.0,170.0,44.0,2.0,20.0,35.0,26.0,23.0,359.3333333333333,5.760667903525047,4.043599257884972,문학,1.027807913649001,5.75,6.5,1.7777777777777777,8.75,5.0,0.5,0.2058823529411764,0.1176470588235294,4.488043702329417,103.05116670203638,97.0391730635534,36.0
2026,2026-04-02,SSG,25.0,860.0,45.0,207.0,51.0,2.0,25.0,44.0,27.0,24.0,445.3333333333333,5.719311377245509,4.077844311377246,문학,1.027807913649001,4.8,5.4,1.6888888888888889,8.8,5.0,0.4,0.2125603864734299,0.1207729468599033,4.366733200266134,122.56047136374532,81.59237549210427,45.0
2026,2026-04-03,SSG,27.0,989.0,54.0,245.0,58.0,2.0,30.0,49.0,29.0,26.0,534.3333333333334,5.592014971927635,3.980661260137242,문학,1.027807913649001,4.333333333333333,4.833333333333333,1.6296296296296295,8.166666666666666,5.0,0.3333333333333333,0.2,0.1224489795918367,4.313994593470575,132.73765664616346,75.33657179632779,54.0
2026,2026-04-04,SSG,34.0,1160.0,63.0,287.0,65.0,4.0,39.0,55.0,35.0,32.0,624.3333333333334,5.477843032568073,3.8873465029364658,문학,1.027807913649001,4.571428571428571,5.0,1.6507936507936507,7.857142857142857,5.571428571428571,0.5714285714285714,0.1916376306620209,0.1358885017421602,4.8238544394444025,123.25528876416314,81.13242117451054,63.0
2026,2026-04-05,SSG,39.0,1313.0,72.0,326.0,75.0,5.0,42.0,60.0,38.0,35.0,711.3333333333334,5.200093720712277,3.7085285848172447,문학,1.027807913649001,4.375,4.75,1.625,7.5,5.25,0.625,0.1840490797546012,0.1288343558282208,4.694639695928355,122.25905426876643,81.79353308276573,72.0
2026,2026-04-06,SSG,39.0,1313.0,72.0,326.0,75.0,5.0,42.0,60.0,38.0,35.0,711.3333333333334,5.200093720712277,3.7085285848172447,문학,1.027807913649001,4.375,4.75,1.625,7.5,5.25,0.625,0.1840490797546012,0.1288343558282208,4.694639695928355,122.25905426876643,81.79353308276573,72.0
2026,2026-04-07,SSG,44.0,1472.0,81.0,369.0,83.0,5.0,50.0,69.0,44.0,41.0,801.3333333333334,5.031613976705491,3.697587354409318,문학,1.027807913649001,4.555555555555555,4.888888888888889,1.6419753086419753,7.666666666666667,5.555555555555555,0.5555555555555556,0.1869918699186991,0.1355013550135501,4.648204638359935,113.60930052192847,88.02096266819137,81.0
2026,2026-04-08,SSG,49.0,1595.0,90.0,404.0,88.0,6.0,53.0,76.0,48.0,41.0,888.3333333333334,4.984615384615385,3.578611632270169,문학,1.027807913649001,4.1,4.8,1.5666666666666669,7.6,5.3,0.6,0.1881188118811881,0.1311881188118812,4.523056076714614,125.05346083091396,79.96579969522875,90.0
