날짜,팀,선수명,타점,득점,타석,타수,안타,볼넷,사구,삼진,2루타,3루타,홈런,희번,희비,병살타,타격방해,고의사구,page_id,단타,TB,Outs,타율,출루율,장타율,OPS,순출루율,순장타율,K%,BB%,BB/K,BABIP,SecA,PA/HR,AB/HR,GPA,RC,RC/27,XR,TAVG,연도,home_stadium,FinalPF,wOBA,wRAA,wRC+,stint_id
2026-04-07,두산,양석환,3.0,3.0,37.0,32.0,4.0,4.0,0.0,7.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1035495,2.0,8.0,29.0,0.125,0.2162162162162162,0.25,0.4662162162162162,0.0912162162162162,0.125,0.1891891891891892,0.1081081081081081,0.5714285714285714,0.12,0.25,37.0,32.0,0.1597972972972973,1.3658536585365857,1.2716568544995797,6.004,0.4137931034482758,2026,잠실,0.9512583942824044,0.209308441960184,-4.670414106135318,10.44783254932864,0
2026-04-08,두산,양석환,3.0,3.0,37.0,32.0,4.0,4.0,0.0,7.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1035495,2.0,8.0,29.0,0.125,0.2162162162162162,0.25,0.4662162162162162,0.0912162162162162,0.125,0.1891891891891892,0.1081081081081081,0.5714285714285714,0.12,0.25,37.0,32.0,0.1597972972972973,1.3658536585365857,1.2716568544995797,6.004,0.4137931034482758,2026,잠실,0.9512583942824044,0.20879476253895,-4.73107926770711,9.067925003525335,0
2026-04-09,두산,양석환,3.0,3.0,37.0,32.0,4.0,4.0,0.0,7.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1035495,2.0,8.0,29.0,0.125,0.2162162162162162,0.25,0.4662162162162162,0.0912162162162162,0.125,0.1891891891891892,0.1081081081081081,0.5714285714285714,0.12,0.25,37.0,32.0,0.1597972972972973,1.3658536585365857,1.2716568544995797,6.004,0.4137931034482758,2026,잠실,0.9512583942824044,0.20879476253895,-4.73107926770711,9.067925003525335,0
2026-04-10,두산,양석환,3.0,3.0,41.0,36.0,6.0,4.0,0.0,8.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1035495,4.0,10.0,31.0,0.1666666666666666,0.2439024390243902,0.2777777777777778,0.521680216802168,0.0772357723577235,0.1111111111111111,0.1951219512195122,0.0975609756097561,0.5,0.1785714285714285,0.2222222222222222,41.0,36.0,0.17920054200542,2.0,1.7419354838709675,6.996,0.4516129032258064,2026,잠실,0.9512583942824044,0.2348128917082521,-4.303149163469139,26.236864893395207,0
2026-04-11,두산,양석환,4.0,3.0,45.0,39.0,7.0,4.0,0.0,8.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1035495,5.0,11.0,34.0,0.1794871794871795,0.2444444444444444,0.282051282051282,0.5264957264957265,0.0649572649572649,0.1025641025641025,0.1777777777777777,0.0888888888888888,0.5,0.1875,0.2051282051282051,45.0,39.0,0.1805128205128205,2.020408163265306,1.6044417767106842,8.046,0.4411764705882353,2026,잠실,0.9512583942824044,0.2354387414837934,-4.54181171202944,28.07338613570618,0
2026-04-12,두산,양석환,4.0,3.0,49.0,42.0,9.0,5.0,0.0,8.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1035495,6.0,14.0,35.0,0.2142857142857142,0.2857142857142857,0.3333333333333333,0.6190476190476191,0.0714285714285714,0.119047619047619,0.1632653061224489,0.1020408163265306,0.625,0.2285714285714285,0.238095238095238,49.0,42.0,0.2119047619047618,3.111111111111111,2.4,9.695999999999998,0.5428571428571428,2026,잠실,0.9512583942824044,0.2786743204165117,-3.0507981586510344,57.00688495375801,0
2026-03-28,키움,김태진,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1039515,1.0,1.0,1.0,0.5,0.5,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.35,0.5,13.5,0.59,1.0,2026,고척,0.9666905138306804,0.4883970988677271,0.1932530283365781,168.1450411975074,0
2026-03-29,키움,김태진,0.0,1.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1039515,1.0,1.0,2.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.2333333333333333,0.3333333333333333,4.5,0.492,0.5,2026,고척,0.9666905138306804,0.3153311674495773,-0.1693588096767286,66.9839425401571,0
2026-03-30,키움,김태진,0.0,1.0,3.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1039515,1.0,1.0,2.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.0,0.2333333333333333,0.3333333333333333,4.5,0.492,0.5,2026,고척,0.9666905138306804,0.3153311674495773,-0.1693588096767286,66.9839425401571,0
2026-03-31,키움,김태진,0.0,1.0,4.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1039515,1.0,1.0,3.0,0.25,0.25,0.25,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.175,0.25,2.25,0.3939999999999999,0.3333333333333333,2026,고척,0.9666905138306804,0.2373459769096449,-0.4699066086611633,23.12932067922261,0
2026-04-01,키움,김태진,0.0,1.0,4.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1039515,1.0,1.0,3.0,0.25,0.25,0.25,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.175,0.25,2.25,0.3939999999999999,0.3333333333333333,2026,고척,0.9666905138306804,0.2372461237251396,-0.49834693877551,21.452740485430365,0
2026-04-02,키움,김태진,0.0,1.0,4.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1039515,1.0,1.0,3.0,0.25,0.25,0.25,0.5,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.175,0.25,2.25,0.3939999999999999,0.3333333333333333,2026,고척,0.9666905138306804,0.2371144105878649,-0.4683221805237452,25.50240675745702,0
2026-04-03,키움,김태진,0.0,1.0,5.0,5.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1039515,1.0,1.0,4.0,0.2,0.2,0.2,0.4,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.14,0.2,1.35,0.2959999999999999,0.25,2026,고척,0.9666905138306804,0.1900182720666166,-0.7971797547177923,-4.954454777336926,0
2026-04-04,키움,김태진,0.0,1.0,5.0,5.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1039515,1.0,1.0,4.0,0.2,0.2,0.2,0.4,0.0,0.0,0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.14,0.2,1.35,0.2959999999999999,0.25,2026,고척,0.9666905138306804,0.1898536249840502,-0.7981378459319082,-6.774067557579377,0
2026-04-05,키움,김태진,0.0,1.0,6.0,6.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1039515,1.0,1.0,5.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.1166666666666666,0.1666666666666666,0.9,0.3859999999999999,0.2,2026,고척,0.9666905138306804,0.1581635456796266,-1.0642723421939384,-25.27845858832224,0
2026-04-06,키움,김태진,0.0,1.0,6.0,6.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1039515,1.0,1.0,5.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.1166666666666666,0.1666666666666666,0.9,0.3859999999999999,0.2,2026,고척,0.9666905138306804,0.1581635456796266,-1.0642723421939384,-25.27845858832224,0
2026-04-07,키움,김태진,0.0,1.0,6.0,6.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1039515,1.0,1.0,5.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.1166666666666666,0.1666666666666666,0.9,0.3859999999999999,0.2,2026,고척,0.9666905138306804,0.15861481898827,-1.0136267730261908,-23.045532622891475,0
2026-04-08,키움,김태진,0.0,1.0,6.0,6.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1039515,1.0,1.0,5.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.1166666666666666,0.1666666666666666,0.9,0.3859999999999999,0.2,2026,고척,0.9666905138306804,0.1582659554517526,-1.0237996166240086,-24.518537821776988,0
2026-04-09,키움,김태진,0.0,1.0,6.0,6.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1039515,1.0,1.0,5.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.1166666666666666,0.1666666666666666,0.9,0.3859999999999999,0.2,2026,고척,0.9666905138306804,0.1582659554517526,-1.0237996166240086,-24.518537821776988,0
2026-04-10,키움,김태진,0.0,1.0,6.0,6.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1039515,1.0,1.0,5.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.1166666666666666,0.1666666666666666,0.9,0.3859999999999999,0.2,2026,고척,0.9666905138306804,0.1578457624710076,-1.0210974681327978,-24.17838463237236,0
2026-04-11,키움,김태진,0.0,1.0,6.0,6.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1039515,1.0,1.0,5.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.1166666666666666,0.1666666666666666,0.9,0.3859999999999999,0.2,2026,고척,0.9666905138306804,0.1578982787506413,-0.9946743097081434,-22.81654847365809,0
2026-04-12,키움,김태진,0.0,1.0,6.0,6.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1039515,1.0,1.0,5.0,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.3333333333333333,0.0,0.0,0.5,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.1166666666666666,0.1666666666666666,0.9,0.3859999999999999,0.2,2026,고척,0.9666905138306804,0.1577739818276655,-0.9755460862274382,-21.67130855193768,0
2026-03-31,NC,이우성,0.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1116690,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0819999999999999,0.0,2026,창원,1.0100284809306723,0.0,-0.9916222949356732,-126.66392169734743,0
2026-04-01,NC,이우성,0.0,1.0,7.0,6.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1116690,2.0,2.0,4.0,0.3333333333333333,0.4285714285714285,0.3333333333333333,0.7619047619047619,0.0952380952380952,0.0,0.1428571428571428,0.1428571428571428,1.0,0.4,0.1666666666666666,0.0,0.0,0.2761904761904761,0.75,5.0625,1.512,0.75,2026,창원,1.0100284809306723,0.3827560720516028,0.0695448361162653,105.52640305759267,0
2026-04-02,NC,이우성,0.0,1.0,10.0,9.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1116690,3.0,3.0,6.0,0.3333333333333333,0.4,0.3333333333333333,0.7333333333333334,0.0666666666666667,0.0,0.1,0.1,1.0,0.375,0.1111111111111111,0.0,0.0,0.2633333333333333,1.0909090909090908,4.909090909090909,2.192,0.6666666666666666,2026,창원,1.0100284809306723,0.3623050056816049,-0.034578492784017,96.69856876481572,0
2026-04-03,NC,이우성,0.0,1.0,12.0,11.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1116690,3.0,3.0,8.0,0.2727272727272727,0.3333333333333333,0.2727272727272727,0.606060606060606,0.0606060606060606,0.0,0.25,0.0833333333333333,0.3333333333333333,0.375,0.0909090909090909,0.0,0.0,0.2181818181818181,0.9230769230769232,3.1153846153846154,1.996,0.5,2026,창원,1.0100284809306723,0.302304624680851,-0.7039633771835575,59.15411053620127,0
2026-04-04,NC,이우성,0.0,1.0,15.0,14.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1116690,3.0,3.0,11.0,0.2142857142857142,0.2666666666666666,0.2142857142857142,0.4809523809523809,0.0523809523809523,0.0,0.2666666666666666,0.0666666666666666,0.25,0.3,0.0714285714285714,0.0,0.0,0.1735714285714285,0.75,1.8409090909090908,2.0780000000000003,0.3636363636363636,2026,창원,1.0100284809306723,0.2415787802451518,-1.700830090728124,20.78596503646648,0
2026-04-05,NC,이우성,0.0,1.0,18.0,17.0,3.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1116690,3.0,3.0,14.0,0.1764705882352941,0.2222222222222222,0.1764705882352941,0.3986928104575163,0.045751633986928,0.0,0.3333333333333333,0.0555555555555555,0.1666666666666666,0.2727272727272727,0.0588235294117647,0.0,0.0,0.1441176470588235,0.631578947368421,1.2180451127819547,1.972,0.2857142857142857,2026,창원,1.0100284809306723,0.2009247585998795,-2.527354310720347,-2.806846566281518,0
2026-04-06,NC,이우성,0.0,1.0,18.0,17.0,3.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1116690,3.0,3.0,14.0,0.1764705882352941,0.2222222222222222,0.1764705882352941,0.3986928104575163,0.045751633986928,0.0,0.3333333333333333,0.0555555555555555,0.1666666666666666,0.2727272727272727,0.0588235294117647,0.0,0.0,0.1441176470588235,0.631578947368421,1.2180451127819547,1.972,0.2857142857142857,2026,창원,1.0100284809306723,0.2009247585998795,-2.527354310720347,-2.806846566281518,0
2026-04-07,NC,이우성,0.0,1.0,20.0,19.0,3.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1116690,3.0,3.0,16.0,0.1578947368421052,0.2,0.1578947368421052,0.3578947368421052,0.0421052631578947,0.0,0.3,0.05,0.1666666666666666,0.2307692307692307,0.0526315789473684,0.0,0.0,0.1294736842105263,0.5714285714285714,0.9642857142857142,2.152,0.25,2026,창원,1.0100284809306723,0.1811391872332161,-2.9992113309217485,-13.183125266952976,0
2026-04-08,NC,이우성,0.0,2.0,24.0,23.0,4.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1116690,4.0,4.0,19.0,0.1739130434782608,0.2083333333333333,0.1739130434782608,0.3822463768115942,0.0344202898550724,0.0,0.2916666666666667,0.0416666666666666,0.1428571428571428,0.25,0.0434782608695652,0.0,0.0,0.1372282608695652,0.8,1.136842105263158,2.734,0.2631578947368421,2026,창원,1.0100284809306723,0.1902018527618592,-3.44648544748643,-8.599927473847636,0
2026-04-09,NC,이우성,0.0,2.0,24.0,23.0,4.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1116690,4.0,4.0,19.0,0.1739130434782608,0.2083333333333333,0.1739130434782608,0.3822463768115942,0.0344202898550724,0.0,0.2916666666666667,0.0416666666666666,0.1428571428571428,0.25,0.0434782608695652,0.0,0.0,0.1372282608695652,0.8,1.136842105263158,2.734,0.2631578947368421,2026,창원,1.0100284809306723,0.1902018527618592,-3.44648544748643,-8.599927473847636,0
2026-04-10,NC,이우성,1.0,3.0,28.0,27.0,5.0,1.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1116690,4.0,8.0,22.0,0.1851851851851851,0.2142857142857142,0.2962962962962963,0.5105820105820106,0.0291005291005291,0.1111111111111111,0.25,0.0357142857142857,0.1428571428571428,0.2105263157894736,0.1481481481481481,28.0,27.0,0.1705026455026455,1.6551724137931034,2.031347962382445,4.444,0.4090909090909091,2026,창원,1.0100284809306723,0.2343961300428535,-2.9486255275843787,20.09522388523772,0
2026-04-11,NC,이우성,1.0,3.0,32.0,31.0,5.0,1.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1116690,4.0,8.0,26.0,0.1612903225806451,0.1875,0.2580645161290322,0.4455645161290322,0.0262096774193548,0.0967741935483871,0.28125,0.03125,0.1111111111111111,0.1904761904761904,0.1290322580645161,32.0,31.0,0.148891129032258,1.4545454545454546,1.5104895104895104,4.428,0.3461538461538461,2026,창원,1.0100284809306723,0.2056782140015155,-4.026206659858905,3.2567884620457344,0
2026-04-12,NC,이우성,2.0,4.0,36.0,34.0,7.0,2.0,0.0,9.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1116690,4.0,14.0,27.0,0.2058823529411764,0.25,0.4117647058823529,0.6617647058823529,0.0441176470588235,0.2058823529411764,0.25,0.0555555555555555,0.2222222222222222,0.217391304347826,0.2647058823529412,18.0,17.0,0.2154411764705882,3.3157894736842106,3.3157894736842106,7.018,0.5925925925925926,2026,창원,1.0100284809306723,0.2971094299904582,-1.690657463435437,62.891562430360935,0
2026-03-28,두산,박찬호,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1138034,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,2026,잠실,0.9512583942824044,0.0,-1.3490168721609344,-121.34559183676636,0
2026-03-29,두산,박찬호,0.0,1.0,9.0,8.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1138034,2.0,2.0,6.0,0.25,0.3333333333333333,0.25,0.5833333333333333,0.0833333333333333,0.0,0.0,0.1111111111111111,0.0,0.25,0.125,0.0,0.0,0.2125,0.6,2.7,1.88,0.5,2026,잠실,0.9512583942824044,0.2969901967584585,-0.663076429030186,57.43869295652318,0
2026-03-30,두산,박찬호,0.0,1.0,9.0,8.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1138034,2.0,2.0,6.0,0.25,0.3333333333333333,0.25,0.5833333333333333,0.0833333333333333,0.0,0.0,0.1111111111111111,0.0,0.25,0.125,0.0,0.0,0.2125,0.6,2.7,1.88,0.5,2026,잠실,0.9512583942824044,0.2969901967584585,-0.663076429030186,57.43869295652318,0
2026-03-31,두산,박찬호,2.0,1.0,15.0,12.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1138034,2.0,4.0,10.0,0.25,0.3571428571428571,0.3333333333333333,0.6904761904761905,0.1071428571428571,0.0833333333333333,0.0666666666666666,0.1333333333333333,2.0,0.2727272727272727,0.25,0.0,0.0,0.244047619047619,0.9411764705882352,2.541176470588235,3.0620000000000003,0.6,2026,잠실,0.9512583942824044,0.3382699919719413,-0.4031662001083607,86.5246502749358,0
2026-04-01,두산,박찬호,3.0,1.0,19.0,16.0,4.0,2.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1138034,3.0,5.0,13.0,0.25,0.3333333333333333,0.3125,0.6458333333333333,0.0833333333333333,0.0625,0.1578947368421052,0.1052631578947368,0.6666666666666666,0.3076923076923077,0.1875,0.0,0.0,0.228125,1.1904761904761905,2.4725274725274726,3.456,0.5384615384615384,2026,잠실,0.9512583942824044,0.3157272295534462,-0.9886110080395788,70.67870710915771,0
2026-04-02,두산,박찬호,3.0,1.0,23.0,20.0,4.0,2.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1138034,3.0,5.0,17.0,0.2,0.2727272727272727,0.25,0.5227272727272727,0.0727272727272727,0.0499999999999999,0.1304347826086956,0.0869565217391304,0.6666666666666666,0.2352941176470588,0.15,0.0,0.0,0.1852272727272727,1.0,1.588235294117647,3.816,0.4117647058823529,2026,잠실,0.9512583942824044,0.2581694434782873,-2.253334052464824,39.748535922762265,0
2026-04-03,두산,박찬호,3.0,1.0,28.0,25.0,4.0,2.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1138034,3.0,5.0,24.0,0.16,0.2222222222222222,0.2,0.4222222222222222,0.0622222222222222,0.04,0.1428571428571428,0.0714285714285714,0.5,0.1904761904761904,0.12,0.0,0.0,0.15,0.5,0.5625,3.337999999999999,0.2916666666666667,2026,잠실,0.9512583942824044,0.2107187253663431,-3.9440283168470063,9.2063895593943,0
2026-04-04,두산,박찬호,3.0,2.0,32.0,29.0,6.0,2.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1138034,4.0,8.0,26.0,0.2068965517241379,0.2580645161290322,0.2758620689655172,0.5339265850945495,0.0511679644048943,0.0689655172413793,0.125,0.0625,0.5,0.24,0.1379310344827586,0.0,0.0,0.1850945494994438,1.1764705882352942,1.2217194570135748,4.738,0.3846153846153846,2026,잠실,0.9512583942824044,0.2554372124333388,-3.2320045832837674,35.20810939785275,0
2026-04-05,두산,박찬호,3.0,5.0,36.0,32.0,8.0,3.0,0.0,5.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1138034,6.0,10.0,27.0,0.25,0.3142857142857143,0.3125,0.6267857142857143,0.0642857142857142,0.0625,0.1388888888888889,0.0833333333333333,0.6,0.2962962962962963,0.15625,0.0,0.0,0.2195535714285714,2.051282051282051,2.051282051282051,5.979999999999999,0.4814814814814814,2026,잠실,0.9512583942824044,0.3027125892915876,-1.8866036202998289,66.87715491531436,0
2026-04-06,두산,박찬호,3.0,5.0,36.0,32.0,8.0,3.0,0.0,5.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1138034,6.0,10.0,27.0,0.25,0.3142857142857143,0.3125,0.6267857142857143,0.0642857142857142,0.0625,0.1388888888888889,0.0833333333333333,0.6,0.2962962962962963,0.15625,0.0,0.0,0.2195535714285714,2.051282051282051,2.051282051282051,5.979999999999999,0.4814814814814814,2026,잠실,0.9512583942824044,0.3027125892915876,-1.8866036202998289,66.87715491531436,0
2026-04-07,두산,박찬호,3.0,5.0,40.0,35.0,9.0,4.0,0.0,6.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1138034,7.0,11.0,29.0,0.2571428571428571,0.3333333333333333,0.3142857142857143,0.6476190476190475,0.0761904761904762,0.0571428571428571,0.15,0.1,0.6666666666666666,0.3103448275862069,0.1714285714285714,0.0,0.0,0.2285714285714285,2.5,2.327586206896552,6.811999999999999,0.5172413793103449,2026,잠실,0.9512583942824044,0.3166209633328539,-1.432578849031871,78.08260195417269,0
2026-04-08,두산,박찬호,3.0,7.0,45.0,38.0,10.0,6.0,0.0,6.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1138034,8.0,12.0,31.0,0.2631578947368421,0.3636363636363636,0.3157894736842105,0.6794258373205742,0.1004784688995215,0.0526315789473684,0.1333333333333333,0.1333333333333333,1.0,0.3125,0.2105263157894736,0.0,0.0,0.2425837320574162,3.0588235294117645,2.664136622390892,8.171999999999999,0.5806451612903226,2026,잠실,0.9512583942824044,0.3364462070415914,-0.8921771834585688,90.01911890600331,0
2026-04-09,두산,박찬호,3.0,7.0,45.0,38.0,10.0,6.0,0.0,6.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1138034,8.0,12.0,31.0,0.2631578947368421,0.3636363636363636,0.3157894736842105,0.6794258373205742,0.1004784688995215,0.0526315789473684,0.1333333333333333,0.1333333333333333,1.0,0.3125,0.2105263157894736,0.0,0.0,0.2425837320574162,3.0588235294117645,2.664136622390892,8.171999999999999,0.5806451612903226,2026,잠실,0.9512583942824044,0.3364462070415914,-0.8921771834585688,90.01911890600331,0
2026-04-10,두산,박찬호,3.0,10.0,51.0,42.0,11.0,8.0,0.0,8.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,1138034,8.0,14.0,35.0,0.2619047619047619,0.38,0.3333333333333333,0.7133333333333334,0.118095238095238,0.0714285714285714,0.1568627450980392,0.1568627450980392,1.0,0.3235294117647059,0.2619047619047619,0.0,0.0,0.2543333333333333,3.559322033898305,2.7457627118644066,9.006,0.6285714285714286,2026,잠실,0.9512583942824044,0.3434499580802395,-0.657246474021609,95.21845277311154,0
2026-04-11,두산,박찬호,4.0,10.0,53.0,44.0,12.0,8.0,0.0,8.0,4.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,1138034,8.0,16.0,36.0,0.2727272727272727,0.3846153846153846,0.3636363636363636,0.7482517482517483,0.1118881118881119,0.0909090909090909,0.1509433962264151,0.1509433962264151,1.0,0.3333333333333333,0.2727272727272727,0.0,0.0,0.263986013986014,4.19672131147541,3.1475409836065578,9.816,0.6666666666666666,2026,잠실,0.9512583942824044,0.3556452602844778,-0.0209920232288843,104.57277155900996,0
2026-04-12,두산,박찬호,4.0,11.0,57.0,48.0,13.0,8.0,0.0,10.0,4.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,1138034,9.0,17.0,39.0,0.2708333333333333,0.375,0.3541666666666667,0.7291666666666667,0.1041666666666666,0.0833333333333333,0.175438596491228,0.1403508771929824,0.8,0.3421052631578947,0.25,0.0,0.0,0.2572916666666667,4.446153846153846,3.07810650887574,10.21,0.6410256410256411,2026,잠실,0.9512583942824044,0.3467537479880727,-0.3286101411679996,100.44187819711424,0
2026-03-28,KIA,김호령,0.0,1.0,5.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1146368,0.0,0.0,4.0,0.0,0.2,0.0,0.2,0.2,0.0,0.2,0.2,1.0,0.0,0.25,0.0,0.0,0.09,0.0,0.0,0.5120000000000001,0.25,2026,광주,0.9987402594586288,0.160463742943393,-0.9735096257841228,-30.474086512594425,0
2026-03-29,KIA,김호령,0.0,2.0,10.0,8.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1146368,0.0,0.0,8.0,0.0,0.2,0.0,0.2,0.2,0.0,0.3,0.2,0.6666666666666666,0.0,0.25,0.0,0.0,0.09,0.0,0.0,0.8359999999999999,0.25,2026,광주,0.9987402594586288,0.1561849532257324,-2.058916720188396,-32.43658708414652,0
2026-03-30,KIA,김호령,0.0,2.0,10.0,8.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1146368,0.0,0.0,8.0,0.0,0.2,0.0,0.2,0.2,0.0,0.3,0.2,0.6666666666666666,0.0,0.25,0.0,0.0,0.09,0.0,0.0,0.8359999999999999,0.25,2026,광주,0.9987402594586288,0.1561849532257324,-2.058916720188396,-32.43658708414652,0
