날짜,팀,선수명,타점,득점,타석,타수,안타,볼넷,사구,삼진,2루타,3루타,홈런,희번,희비,병살타,타격방해,고의사구,page_id,단타,TB,Outs,타율,출루율,장타율,OPS,순출루율,순장타율,K%,BB%,BB/K,BABIP,SecA,PA/HR,AB/HR,GPA,RC,RC/27,XR,TAVG,연도,home_stadium,FinalPF,wOBA,wRAA,wRC+,stint_id
2026-03-28,SSG,최정,0.0,0.0,5.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74405,1.0,1.0,2.0,0.3333333333333333,0.6,0.3333333333333333,0.9333333333333332,0.2666666666666666,0.0,0.2,0.2,1.0,0.5,0.3333333333333333,0.0,0.0,0.3533333333333333,0.4285714285714285,5.785714285714286,1.1720000000000002,1.5,2026,문학,1.027807913649001,0.5219145668215701,0.6320133030499677,182.00622405964944,0
2026-03-29,SSG,최정,1.0,0.0,10.0,6.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,74405,1.0,1.0,6.0,0.1666666666666666,0.4,0.1666666666666666,0.5666666666666667,0.2333333333333333,0.0,0.2,0.2,1.0,0.2,0.3333333333333333,0.0,0.0,0.2216666666666666,0.2307692307692307,1.0384615384615383,1.964,0.6666666666666666,2026,문학,1.027807913649001,0.3315391790447634,-0.4123356882894454,70.6711339352333,0
2026-03-30,SSG,최정,1.0,0.0,10.0,6.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,74405,1.0,1.0,6.0,0.1666666666666666,0.4,0.1666666666666666,0.5666666666666667,0.2333333333333333,0.0,0.2,0.2,1.0,0.2,0.3333333333333333,0.0,0.0,0.2216666666666666,0.2307692307692307,1.0384615384615383,1.964,0.6666666666666666,2026,문학,1.027807913649001,0.3315391790447634,-0.4123356882894454,70.6711339352333,0
2026-03-31,SSG,최정,1.0,2.0,15.0,10.0,3.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,74405,2.0,4.0,8.0,0.3,0.4666666666666667,0.4,0.8666666666666667,0.1666666666666666,0.1,0.1333333333333333,0.2,1.5,0.3333333333333333,0.4,0.0,0.0,0.31,1.263157894736842,4.263157894736842,3.704,1.0,2026,문학,1.027807913649001,0.4211378440794192,0.7126836840931078,129.65594712193217,0
2026-04-01,SSG,최정,1.0,2.0,19.0,14.0,4.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,74405,3.0,5.0,11.0,0.2857142857142857,0.4210526315789473,0.3571428571428571,0.7781954887218046,0.1353383458646616,0.0714285714285714,0.1578947368421052,0.1578947368421052,1.0,0.3333333333333333,0.2857142857142857,0.0,0.0,0.2787593984962406,1.5217391304347827,3.735177865612648,4.286,0.8181818181818182,2026,문학,1.027807913649001,0.382777855509765,0.1891471861471871,103.76169475843795,0
2026-04-02,SSG,최정,3.0,4.0,23.0,17.0,5.0,4.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,74405,3.0,9.0,13.0,0.2941176470588235,0.4347826086956521,0.5294117647058824,0.9641943734015346,0.1406649616368286,0.2352941176470588,0.1304347826086956,0.1739130434782608,1.3333333333333333,0.2857142857142857,0.4705882352941176,23.0,17.0,0.3280051150895141,2.892857142857143,6.008241758241758,6.246,1.0769230769230769,2026,문학,1.027807913649001,0.4325631717232706,1.3870909103452085,137.30876476742938,0
2026-04-03,SSG,최정,4.0,5.0,27.0,20.0,7.0,4.0,2.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,74405,3.0,13.0,14.0,0.35,0.4814814814814814,0.65,1.1314814814814815,0.1314814814814814,0.3,0.1111111111111111,0.1481481481481481,1.3333333333333333,0.3529411764705882,0.5,27.0,20.0,0.3791666666666666,4.727272727272728,9.116883116883118,8.115999999999998,1.3571428571428572,2026,문학,1.027807913649001,0.4944819734443016,3.0728044205588425,174.51481653530658,0
2026-04-04,SSG,최정,5.0,7.0,32.0,24.0,9.0,5.0,2.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,74405,5.0,15.0,16.0,0.375,0.5,0.625,1.125,0.125,0.25,0.09375,0.15625,1.6666666666666667,0.3809523809523809,0.4583333333333333,32.0,24.0,0.38125,5.769230769230769,9.735576923076923,9.636,1.375,2026,문학,1.027807913649001,0.5007042359964105,3.7840796894170543,178.78527158332318,0
2026-04-05,SSG,최정,5.0,8.0,37.0,25.0,10.0,9.0,2.0,3.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,74405,5.0,17.0,16.0,0.4,0.5675675675675675,0.68,1.2475675675675677,0.1675675675675675,0.28,0.081081081081081,0.2432432432432432,3.0,0.4090909090909091,0.64,37.0,25.0,0.4254054054054054,7.083333333333333,11.953125,11.626,1.75,2026,문학,1.027807913649001,0.5462854741800988,5.85268442278667,211.90895551897603,0
2026-04-06,SSG,최정,5.0,8.0,37.0,25.0,10.0,9.0,2.0,3.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,74405,5.0,17.0,16.0,0.4,0.5675675675675675,0.68,1.2475675675675677,0.1675675675675675,0.28,0.081081081081081,0.2432432432432432,3.0,0.4090909090909091,0.64,37.0,25.0,0.4254054054054054,7.083333333333333,11.953125,11.626,1.75,2026,문학,1.027807913649001,0.5462854741800988,5.85268442278667,211.90895551897603,0
2026-04-07,SSG,최정,7.0,9.0,41.0,29.0,11.0,9.0,2.0,4.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,74405,5.0,21.0,19.0,0.3793103448275862,0.5365853658536586,0.7241379310344828,1.2607232968881412,0.1572750210260723,0.3448275862068966,0.0975609756097561,0.2195121951219512,2.25,0.375,0.6551724137931034,20.5,14.5,0.422497897392767,8.48076923076923,12.05161943319838,13.148,1.6842105263157894,2026,문학,1.027807913649001,0.5441909421324059,6.392628544354169,213.8558617741037,0
2026-04-08,SSG,최정,8.0,9.0,46.0,34.0,12.0,9.0,2.0,6.0,5.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,74405,5.0,23.0,23.0,0.3529411764705882,0.5,0.6764705882352942,1.1764705882352942,0.1470588235294117,0.3235294117647059,0.1304347826086956,0.1956521739130435,1.5,0.3703703703703703,0.5882352941176471,23.0,17.0,0.3941176470588236,8.87719298245614,10.421052631578949,13.852,1.4782608695652173,2026,문학,1.027807913649001,0.5115530528450389,5.905466191295297,193.40958665507927,0
2026-04-09,SSG,최정,8.0,9.0,46.0,34.0,12.0,9.0,2.0,6.0,5.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,74405,5.0,23.0,23.0,0.3529411764705882,0.5,0.6764705882352942,1.1764705882352942,0.1470588235294117,0.3235294117647059,0.1304347826086956,0.1956521739130435,1.5,0.3703703703703703,0.5882352941176471,23.0,17.0,0.3941176470588236,8.87719298245614,10.421052631578949,13.852,1.4782608695652173,2026,문학,1.027807913649001,0.5115530528450389,5.905466191295297,193.40958665507927,0
2026-04-10,SSG,최정,8.0,9.0,50.0,38.0,13.0,9.0,2.0,6.0,5.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,74405,6.0,24.0,26.0,0.3421052631578947,0.48,0.631578947368421,1.111578947368421,0.1378947368421052,0.2894736842105262,0.12,0.18,1.5,0.3548387096774194,0.5263157894736842,25.0,19.0,0.3738947368421053,9.049180327868852,9.397225725094575,14.621999999999998,1.3461538461538465,2026,문학,1.027807913649001,0.4879549841484241,5.478892088749314,179.32026938403789,0
2026-04-11,SSG,최정,8.0,9.0,55.0,43.0,14.0,9.0,2.0,6.0,5.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,74405,7.0,25.0,30.0,0.3255813953488372,0.4545454545454545,0.5813953488372093,1.0359408033826638,0.1289640591966173,0.2558139534883721,0.109090909090909,0.1636363636363636,1.5,0.3333333333333333,0.4651162790697674,27.5,21.5,0.3498942917547568,9.090909090909092,8.181818181818182,15.482,1.2,2026,문학,1.027807913649001,0.4611619641153616,4.831825463947603,164.06861207096588,0
2026-04-12,SSG,최정,8.0,9.0,59.0,47.0,15.0,9.0,2.0,7.0,5.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,74405,8.0,26.0,33.0,0.3191489361702128,0.4406779661016949,0.5531914893617021,0.9938694554633972,0.1215290299314821,0.2340425531914893,0.1186440677966101,0.1525423728813559,1.2857142857142858,0.3333333333333333,0.425531914893617,29.5,23.5,0.3366029570861882,9.285714285714286,7.597402597402597,16.064000000000004,1.121212121212121,2026,문학,1.027807913649001,0.4457636555829334,4.507531543087738,155.9557104410748,0
2026-03-28,삼성,강민호,0.0,0.0,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149157,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.294,0.0,2026,대구,1.0406172533521605,0.0,-1.0117626541207003,-130.28147774374193,0
2026-03-29,삼성,강민호,0.0,0.0,5.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149157,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.302,0.0,2026,대구,1.0406172533521605,0.0,-1.7627488760436736,-131.049542142686,0
2026-03-30,삼성,강민호,0.0,0.0,5.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149157,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.302,0.0,2026,대구,1.0406172533521605,0.0,-1.7627488760436736,-131.049542142686,0
2026-03-31,삼성,강민호,0.0,0.0,7.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149157,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.122,0.0,2026,대구,1.0406172533521605,0.0,-2.313785354849904,-129.72279893949624,0
2026-04-01,삼성,강민호,0.0,0.0,11.0,11.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149157,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4545454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,2026,대구,1.0406172533521605,0.0,-3.783088435374149,-130.08352821271646,0
2026-04-02,삼성,강민호,0.0,0.0,11.0,11.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149157,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4545454545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,2026,대구,1.0406172533521605,0.0,-3.6551354204034334,-124.94607445866362,0
2026-04-03,삼성,강민호,0.0,0.0,15.0,15.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149157,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4099999999999999,0.0,2026,대구,1.0406172533521605,0.0,-4.949541828164272,-128.16974710725682,0
2026-04-04,삼성,강민호,4.0,0.0,19.0,19.0,3.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149157,2.0,4.0,16.0,0.1578947368421052,0.1578947368421052,0.2105263157894736,0.3684210526315789,0.0,0.0526315789473684,0.3157894736842105,0.0,0.0,0.2307692307692307,0.0526315789473684,0.0,0.0,0.1236842105263157,0.631578947368421,1.0657894736842104,2.032,0.25,2026,대구,1.0406172533521605,0.167547340200012,-3.4117905721953314,-27.920839215540315,0
2026-04-05,삼성,강민호,4.0,0.0,20.0,20.0,3.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149157,2.0,4.0,17.0,0.15,0.15,0.2,0.35,0.0,0.05,0.3,0.0,0.0,0.2142857142857142,0.05,0.0,0.0,0.1175,0.6,0.9529411764705882,2.122,0.2352941176470588,2026,대구,1.0406172533521605,0.1596968144839097,-3.521062045933618,-31.70998354145696,0
2026-04-06,삼성,강민호,4.0,0.0,20.0,20.0,3.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149157,2.0,4.0,17.0,0.15,0.15,0.2,0.35,0.0,0.05,0.3,0.0,0.0,0.2142857142857142,0.05,0.0,0.0,0.1175,0.6,0.9529411764705882,2.122,0.2352941176470588,2026,대구,1.0406172533521605,0.1596968144839097,-3.521062045933618,-31.70998354145696,0
2026-04-07,삼성,강민호,6.0,0.0,24.0,24.0,4.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149157,2.0,6.0,20.0,0.1666666666666666,0.1666666666666666,0.25,0.4166666666666666,0.0,0.0833333333333333,0.2916666666666667,0.0,0.0,0.2352941176470588,0.0833333333333333,0.0,0.0,0.1375,1.0,1.35,2.924,0.3,2026,대구,1.0406172533521605,0.1882877078679728,-3.454507092104764,-11.73657724713726,0
2026-04-08,삼성,강민호,6.0,0.0,25.0,25.0,4.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149157,2.0,6.0,21.0,0.16,0.16,0.24,0.4,0.0,0.0799999999999999,0.28,0.0,0.0,0.2222222222222222,0.08,0.0,0.0,0.132,0.96,1.2342857142857142,3.014,0.2857142857142857,2026,대구,1.0406172533521605,0.1802915800364628,-3.799783905768305,-17.943484158095547,0
2026-04-09,삼성,강민호,6.0,0.0,25.0,25.0,4.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149157,2.0,6.0,21.0,0.16,0.16,0.24,0.4,0.0,0.0799999999999999,0.28,0.0,0.0,0.2222222222222222,0.08,0.0,0.0,0.132,0.96,1.2342857142857142,3.014,0.2857142857142857,2026,대구,1.0406172533521605,0.1802915800364628,-3.799783905768305,-17.943484158095547,0
2026-04-10,삼성,강민호,6.0,0.0,29.0,27.0,4.0,2.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149157,2.0,6.0,23.0,0.1481481481481481,0.2068965517241379,0.2222222222222222,0.4291187739463601,0.0587484035759897,0.074074074074074,0.2413793103448276,0.0689655172413793,0.2857142857142857,0.2,0.1481481481481481,0.0,0.0,0.1486590038314176,1.1612903225806452,1.3632538569424966,3.874000000000001,0.3478260869565217,2026,대구,1.0406172533521605,0.2077461611050639,-3.708907244944362,0.1143398578626664,0
2026-04-11,삼성,강민호,6.0,0.0,31.0,29.0,5.0,2.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149157,3.0,7.0,24.0,0.1724137931034483,0.2258064516129032,0.2413793103448276,0.4671857619577308,0.0533926585094549,0.0689655172413793,0.2258064516129032,0.064516129032258,0.2857142857142857,0.2272727272727272,0.1379310344827586,0.0,0.0,0.1619577308120133,1.4848484848484849,1.6704545454545456,4.464,0.375,2026,대구,1.0406172533521605,0.2251121992922365,-3.3965339434569435,12.565692484162415,0
2026-04-12,삼성,강민호,6.0,2.0,35.0,32.0,7.0,3.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149157,5.0,9.0,25.0,0.21875,0.2857142857142857,0.28125,0.5669642857142857,0.0669642857142857,0.0625,0.2285714285714285,0.0857142857142857,0.375,0.2916666666666667,0.15625,0.0,0.0,0.1988839285714285,2.3684210526315788,2.557894736842105,5.706,0.48,2026,대구,1.0406172533521605,0.2751176516308448,-2.28244479928491,45.80182772462471,0
2026-03-28,KT,김현수,1.0,1.0,6.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203566,1.0,1.0,4.0,0.2,0.3333333333333333,0.2,0.5333333333333333,0.1333333333333333,0.0,0.0,0.1666666666666666,0.0,0.2,0.2,0.0,0.0,0.2,0.2857142857142857,1.9285714285714284,1.2000000000000002,0.5,2026,수원,1.0287682311922934,0.2965188187420699,-0.4430023794073109,47.59778267010717,0
2026-03-29,KT,김현수,2.0,2.0,11.0,9.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,203566,1.0,1.0,9.0,0.1111111111111111,0.2727272727272727,0.1111111111111111,0.3838383838383838,0.1616161616161616,0.0,0.0,0.1818181818181818,0.0,0.1111111111111111,0.2222222222222222,0.0,0.0,0.1505050505050505,0.1538461538461538,0.4615384615384615,1.5300000000000002,0.3333333333333333,2026,수원,1.0287682311922934,0.2279857304187324,-1.5231759794476551,7.96944997184148,0
2026-03-30,KT,김현수,2.0,2.0,11.0,9.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,203566,1.0,1.0,9.0,0.1111111111111111,0.2727272727272727,0.1111111111111111,0.3838383838383838,0.1616161616161616,0.0,0.0,0.1818181818181818,0.0,0.1111111111111111,0.2222222222222222,0.0,0.0,0.1505050505050505,0.1538461538461538,0.4615384615384615,1.5300000000000002,0.3333333333333333,2026,수원,1.0287682311922934,0.2279857304187324,-1.5231759794476551,7.96944997184148,0
2026-03-31,KT,김현수,2.0,3.0,17.0,13.0,3.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,203566,2.0,4.0,11.0,0.2307692307692307,0.4117647058823529,0.3076923076923077,0.7194570135746606,0.1809954751131221,0.0769230769230769,0.0588235294117647,0.2352941176470588,4.0,0.25,0.3846153846153846,0.0,0.0,0.2622171945701357,1.1428571428571428,2.805194805194805,3.422,0.7272727272727273,2026,수원,1.0287682311922934,0.3699540314545285,0.0266021541359917,98.19149232349749,0
2026-04-01,KT,김현수,6.0,4.0,23.0,19.0,6.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,203566,4.0,8.0,14.0,0.3157894736842105,0.4347826086956521,0.4210526315789473,0.8558352402745995,0.1189931350114416,0.1052631578947368,0.0434782608695652,0.1739130434782608,4.0,0.3333333333333333,0.3157894736842105,0.0,0.0,0.3009153318077803,2.6666666666666665,5.142857142857143,5.412,0.8571428571428571,2026,수원,1.0287682311922934,0.4116613597444759,0.8431218305504021,121.21440969754664,0
2026-04-02,KT,김현수,7.0,6.0,28.0,24.0,8.0,4.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,203566,5.0,11.0,17.0,0.3333333333333333,0.4285714285714285,0.4583333333333333,0.8869047619047619,0.0952380952380952,0.125,0.0357142857142857,0.1428571428571428,4.0,0.3478260869565217,0.2916666666666667,0.0,0.0,0.3074404761904761,3.78125,6.005514705882353,6.902,0.8823529411764706,2026,수원,1.0287682311922934,0.4174999443084923,1.3058345980849353,128.12479039299774,0
2026-04-03,KT,김현수,7.0,6.0,32.0,27.0,9.0,5.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,203566,6.0,12.0,20.0,0.3333333333333333,0.4375,0.4444444444444444,0.8819444444444444,0.1041666666666666,0.1111111111111111,0.03125,0.15625,5.0,0.3461538461538461,0.2962962962962963,0.0,0.0,0.307986111111111,3.891891891891892,5.254054054054054,7.552,0.85,2026,수원,1.0287682311922934,0.420017539328237,1.503322731967066,129.03017219366754,0
2026-04-04,KT,김현수,9.0,6.0,37.0,32.0,10.0,5.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,203566,6.0,14.0,24.0,0.3125,0.4054054054054054,0.4375,0.8429054054054055,0.0929054054054054,0.125,0.081081081081081,0.1351351351351351,1.6666666666666667,0.3448275862068966,0.28125,0.0,0.0,0.2918074324324324,4.333333333333333,4.874999999999999,8.255999999999998,0.7916666666666666,2026,수원,1.0287682311922934,0.3976877905390008,0.9680141378176448,115.16910324665044,0
2026-04-05,KT,김현수,9.0,6.0,41.0,36.0,12.0,5.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,203566,8.0,16.0,26.0,0.3333333333333333,0.4146341463414634,0.4444444444444444,0.8590785907859078,0.08130081300813,0.1111111111111111,0.073170731707317,0.1219512195121951,1.6666666666666667,0.3636363636363636,0.25,0.0,0.0,0.2976964769647696,5.217391304347826,5.418060200668896,9.436,0.8076923076923077,2026,수원,1.0287682311922934,0.4054696175984278,1.4938432729330129,123.54071786011708,0
2026-04-06,KT,김현수,9.0,6.0,41.0,36.0,12.0,5.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,203566,8.0,16.0,26.0,0.3333333333333333,0.4146341463414634,0.4444444444444444,0.8590785907859078,0.08130081300813,0.1111111111111111,0.073170731707317,0.1219512195121951,1.6666666666666667,0.3636363636363636,0.25,0.0,0.0,0.2976964769647696,5.217391304347826,5.418060200668896,9.436,0.8076923076923077,2026,수원,1.0287682311922934,0.4054696175984278,1.4938432729330129,123.54071786011708,0
2026-04-07,KT,김현수,9.0,7.0,46.0,40.0,14.0,6.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,203566,10.0,18.0,28.0,0.35,0.4347826086956521,0.45,0.8847826086956522,0.0847826086956521,0.1,0.0652173913043478,0.1304347826086956,2.0,0.3783783783783784,0.25,0.0,0.0,0.3081521739130435,6.230769230769231,6.008241758241758,10.956,0.8571428571428571,2026,수원,1.0287682311922934,0.4207444669237651,2.3879361213619794,135.9564779246144,0
2026-04-08,KT,김현수,9.0,7.0,50.0,43.0,14.0,7.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,203566,10.0,18.0,31.0,0.3255813953488372,0.42,0.4186046511627907,0.8386046511627907,0.0944186046511627,0.0930232558139534,0.06,0.14,2.333333333333333,0.35,0.2558139534883721,0.0,0.0,0.2936511627906977,6.0,5.225806451612903,11.566,0.8064516129032258,2026,수원,1.0287682311922934,0.401547682923683,1.7637014355882534,123.55276162877698,0
2026-04-09,KT,김현수,9.0,7.0,50.0,43.0,14.0,7.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,203566,10.0,18.0,31.0,0.3255813953488372,0.42,0.4186046511627907,0.8386046511627907,0.0944186046511627,0.0930232558139534,0.06,0.14,2.333333333333333,0.35,0.2558139534883721,0.0,0.0,0.2936511627906977,6.0,5.225806451612903,11.566,0.8064516129032258,2026,수원,1.0287682311922934,0.401547682923683,1.7637014355882534,123.55276162877698,0
2026-04-10,KT,김현수,11.0,7.0,56.0,49.0,15.0,7.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,203566,11.0,19.0,36.0,0.3061224489795918,0.3928571428571428,0.3877551020408163,0.7806122448979591,0.086734693877551,0.0816326530612244,0.0892857142857142,0.125,1.4,0.3409090909090909,0.2244897959183673,0.0,0.0,0.2737244897959183,6.031746031746032,4.523809523809524,12.14,0.7222222222222222,2026,수원,1.0287682311922934,0.374488163672758,0.7513549657619203,107.17588701176128,0
2026-04-11,KT,김현수,11.0,7.0,60.0,53.0,17.0,7.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,203566,12.0,22.0,38.0,0.320754716981132,0.4,0.4150943396226415,0.8150943396226416,0.0792452830188679,0.0943396226415094,0.0833333333333333,0.1166666666666666,1.4,0.3541666666666667,0.2264150943396226,0.0,0.0,0.2837735849056604,7.223880597014926,5.132757266300079,13.54,0.7631578947368421,2026,수원,1.0287682311922934,0.3872260670056164,1.560965917732288,116.91980193117752,0
2026-04-12,KT,김현수,11.0,7.0,64.0,57.0,17.0,7.0,0.0,6.0,5.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,203566,12.0,22.0,43.0,0.2982456140350877,0.375,0.3859649122807017,0.7609649122807017,0.0767543859649123,0.087719298245614,0.09375,0.109375,1.1666666666666667,0.3333333333333333,0.2105263157894736,0.0,0.0,0.2652412280701754,6.507042253521127,4.0858172289551264,13.342000000000002,0.6744186046511628,2026,수원,1.0287682311922934,0.3628053181896952,0.4835453321077895,102.93187137861564,0
2026-03-28,KIA,김선빈,4.0,0.0,5.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,222661,2.0,2.0,2.0,0.5,0.6,0.5,1.1,0.0999999999999999,0.0,0.0,0.2,0.0,0.5,0.25,0.0,0.0,0.395,1.0,13.5,1.43,1.5,2026,광주,0.9987402594586288,0.4883970988677271,0.4831325708414452,164.94006663471257,0
2026-03-29,KIA,김선빈,4.0,1.0,9.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,222661,3.0,3.0,3.0,0.5,0.6666666666666666,0.5,1.1666666666666663,0.1666666666666666,0.0,0.0,0.3333333333333333,0.0,0.5,0.5,0.0,0.0,0.425,1.5,13.5,2.7,2.0,2026,광주,0.9987402594586288,0.5499787549129401,1.4749361753371868,205.640638905182,0
2026-03-30,KIA,김선빈,4.0,1.0,9.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,222661,3.0,3.0,3.0,0.5,0.6666666666666666,0.5,1.1666666666666663,0.1666666666666666,0.0,0.0,0.3333333333333333,0.0,0.5,0.5,0.0,0.0,0.425,1.5,13.5,2.7,2.0,2026,광주,0.9987402594586288,0.5499787549129401,1.4749361753371868,205.640638905182,0
2026-03-31,KIA,김선빈,4.0,2.0,14.0,11.0,5.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,222661,5.0,5.0,6.0,0.4545454545454545,0.5714285714285714,0.4545454545454545,1.025974025974026,0.1168831168831168,0.0,0.0714285714285714,0.2142857142857142,3.0,0.5,0.2727272727272727,0.0,0.0,0.3707792207792207,2.3529411764705883,10.588235294117649,3.782,1.3333333333333333,2026,광주,0.9987402594586288,0.4846429373317467,1.4632856151310096,171.4823343595605,0
2026-04-01,KIA,김선빈,4.0,2.0,18.0,15.0,5.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,222661,5.0,5.0,11.0,0.3333333333333333,0.4444444444444444,0.3333333333333333,0.7777777777777777,0.1111111111111111,0.0,0.1111111111111111,0.1666666666666666,1.5,0.3846153846153846,0.2,0.0,0.0,0.2833333333333333,1.6666666666666667,4.090909090909091,3.584,0.7272727272727273,2026,광주,0.9987402594586288,0.3710335002131175,-0.0162424969987991,99.53294384594491,0
2026-04-02,KIA,김선빈,4.0,2.0,22.0,18.0,6.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,222661,5.0,7.0,13.0,0.3333333333333333,0.4545454545454545,0.3888888888888889,0.8434343434343434,0.1212121212121212,0.0555555555555555,0.0909090909090909,0.1818181818181818,2.0,0.375,0.2777777777777778,0.0,0.0,0.3017676767676767,2.423076923076923,5.0325443786982245,4.824000000000001,0.8461538461538461,2026,광주,0.9987402594586288,0.3978247700469958,0.6331557556381648,119.257166320943,0
