날짜,타점,득점,타석,타수,안타,볼넷,사구,삼진,2루타,3루타,홈런,희번,희비,병살타,타격방해,고의사구,팀,연도,home_stadium,FinalPF,단타,TB,Outs,타율,출루율,장타율,OPS,순출루율,순장타율,K%,BB%,BB/K,BABIP,SecA,PA/HR,AB/HR,GPA,RC,RC/27,XR,TAVG,wOBA,wRAA,wRC+
2026-04-11,52.0,57.0,478.0,407.0,95.0,47.0,11.0,88.0,19.0,4.0,6.0,6.0,7.0,7.0,0.0,2.0,두산,2026,잠실,0.9512583942824044,66.0,140.0,332.0,0.2334152334152334,0.3241525423728814,0.343980343980344,0.6681328863532254,0.0907373089576479,0.1105651105651105,0.1841004184100418,0.0983263598326359,0.5340909090909091,0.278125,0.226044226044226,79.66666666666667,67.83333333333333,0.2318637300628826,34.73880597014925,2.825143859018162,90.796,0.5963855421686747,0.3171145819605764,-15.5926851544116,80.0518617021255
2026-04-12,53.0,58.0,514.0,440.0,101.0,50.0,11.0,97.0,20.0,5.0,6.0,6.0,7.0,7.0,0.0,2.0,두산,2026,잠실,0.9512583942824044,70.0,149.0,359.0,0.2295454545454545,0.3188976377952756,0.3386363636363636,0.6575340014316392,0.089352183249821,0.109090909090909,0.188715953307393,0.0972762645914396,0.5154639175257731,0.2761627906976744,0.2227272727272727,85.66666666666667,73.33333333333333,0.2281630279169649,36.796521739130434,2.7674264260627344,96.314,0.584958217270195,0.3122598937275579,-17.676464927415363,78.43463782823903
2026-03-28,6.0,6.0,39.0,36.0,11.0,1.0,0.0,6.0,2.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,롯데,2026,사직,1.0488000917921212,6.0,22.0,27.0,0.3055555555555556,0.3157894736842105,0.6111111111111112,0.9269005847953216,0.0102339181286549,0.3055555555555556,0.1538461538461538,0.0256410256410256,0.1666666666666666,0.2857142857142857,0.3333333333333333,13.0,12.0,0.2948830409356725,5.5,5.5,10.631999999999996,0.8518518518518519,0.3989124452019726,0.6680859575122131,106.61054220048511
2026-03-29,12.0,12.0,77.0,70.0,22.0,5.0,0.0,13.0,3.0,0.0,7.0,1.0,1.0,3.0,0.0,0.0,롯데,2026,사직,1.0488000917921212,12.0,46.0,53.0,0.3142857142857143,0.3552631578947368,0.6571428571428571,1.012406015037594,0.0409774436090225,0.3428571428571428,0.1688311688311688,0.0649350649350649,0.3846153846153846,0.2941176470588235,0.4142857142857143,11.0,10.0,0.3241541353383458,12.341463414634148,6.287160607455132,21.116,0.9622641509433962,0.4226020106285134,3.4091505115550595,123.6260745188057
2026-03-30,12.0,12.0,77.0,70.0,22.0,5.0,0.0,13.0,3.0,0.0,7.0,1.0,1.0,3.0,0.0,0.0,롯데,2026,사직,1.0488000917921212,12.0,46.0,53.0,0.3142857142857143,0.3552631578947368,0.6571428571428571,1.012406015037594,0.0409774436090225,0.3428571428571428,0.1688311688311688,0.0649350649350649,0.3846153846153846,0.2941176470588235,0.4142857142857143,11.0,10.0,0.3241541353383458,12.341463414634148,6.287160607455132,21.116,0.9622641509433962,0.4226020106285134,3.4091505115550595,123.6260745188057
2026-03-31,14.0,14.0,114.0,102.0,27.0,10.0,0.0,24.0,6.0,0.0,7.0,1.0,1.0,4.0,0.0,0.0,롯데,2026,사직,1.0488000917921212,14.0,54.0,81.0,0.2647058823529412,0.3274336283185841,0.5294117647058824,0.8568453930244664,0.0627277459656429,0.2647058823529412,0.2105263157894736,0.087719298245614,0.4166666666666667,0.2777777777777778,0.3627450980392157,16.285714285714285,14.571428571428571,0.2796980739198334,13.5,4.5,25.968,0.7901234567901234,0.3739322310278383,0.5855084892442349,98.62637878624764
2026-04-01,18.0,18.0,154.0,133.0,35.0,16.0,0.0,29.0,6.0,0.0,9.0,3.0,2.0,4.0,0.0,0.0,롯데,2026,사직,1.0488000917921212,20.0,68.0,107.0,0.2631578947368421,0.3377483443708609,0.5112781954887218,0.8490265398595827,0.0745904496340188,0.2481203007518796,0.1883116883116883,0.1038961038961039,0.5517241379310345,0.268041237113402,0.3684210526315789,17.11111111111111,14.77777777777778,0.2798063038390679,16.8,4.239252336448598,35.468,0.7850467289719626,0.3715172525846262,-0.0700914538000535,94.82087397438764
2026-04-02,22.0,22.0,189.0,162.0,41.0,19.0,1.0,33.0,7.0,0.0,10.0,4.0,3.0,5.0,0.0,0.0,롯데,2026,사직,1.0488000917921212,24.0,78.0,133.0,0.2530864197530864,0.3297297297297297,0.4814814814814814,0.8112112112112112,0.0766433099766433,0.228395061728395,0.1746031746031746,0.1005291005291005,0.5757575757575758,0.2540983606557377,0.345679012345679,18.9,16.2,0.2687487487487487,18.28708133971292,3.712415008813901,42.34599999999999,0.7368421052631579,0.358830058615485,-1.2496119113125186,90.72490347839512
2026-04-03,23.0,24.0,227.0,195.0,48.0,24.0,1.0,38.0,9.0,0.0,10.0,4.0,3.0,6.0,0.0,0.0,롯데,2026,사직,1.0488000917921212,29.0,87.0,160.0,0.2461538461538461,0.3273542600896861,0.4461538461538462,0.7735081062435323,0.0812004139358399,0.2,0.1674008810572687,0.105726872246696,0.631578947368421,0.2533333333333333,0.3230769230769231,22.7,19.5,0.2588478785788203,20.714285714285715,3.4955357142857144,49.01599999999999,0.7,0.3491061765986511,-3.782084781456395,83.80409175225803
2026-04-04,29.0,30.0,269.0,227.0,55.0,33.0,1.0,44.0,10.0,0.0,12.0,4.0,4.0,7.0,0.0,2.0,롯데,2026,사직,1.0488000917921212,33.0,101.0,187.0,0.2422907488986784,0.3358490566037735,0.4449339207048458,0.7807829773086195,0.0935583077050951,0.2026431718061674,0.1635687732342007,0.1226765799256505,0.75,0.2457142857142857,0.3480176211453744,22.416666666666668,18.916666666666668,0.2623655556479095,24.666666666666668,3.5614973262032086,58.618,0.7219251336898396,0.3507410595532462,-4.251478904250661,84.2184733968065
2026-04-05,32.0,33.0,308.0,263.0,65.0,36.0,1.0,49.0,14.0,0.0,13.0,4.0,4.0,8.0,0.0,2.0,롯데,2026,사직,1.0488000917921212,38.0,118.0,214.0,0.247148288973384,0.3355263157894737,0.4486692015209125,0.7841955173103863,0.0883780268160896,0.2015209125475285,0.1590909090909091,0.1168831168831168,0.7346938775510204,0.2536585365853658,0.338403041825095,23.692307692307693,20.23076923076923,0.2631541424854913,29.41449275362319,3.7111743193823648,67.488,0.7242990654205608,0.354130894936586,-2.44885396373314,89.35520228347731
2026-04-06,32.0,33.0,308.0,263.0,65.0,36.0,1.0,49.0,14.0,0.0,13.0,4.0,4.0,8.0,0.0,2.0,롯데,2026,사직,1.0488000917921212,38.0,118.0,214.0,0.247148288973384,0.3355263157894737,0.4486692015209125,0.7841955173103863,0.0883780268160896,0.2015209125475285,0.1590909090909091,0.1168831168831168,0.7346938775510204,0.2536585365853658,0.338403041825095,23.692307692307693,20.23076923076923,0.2631541424854913,29.41449275362319,3.7111743193823648,67.488,0.7242990654205608,0.354130894936586,-2.44885396373314,89.35520228347731
2026-04-07,35.0,36.0,350.0,301.0,76.0,39.0,2.0,62.0,16.0,0.0,13.0,4.0,4.0,8.0,0.0,2.0,롯데,2026,사직,1.0488000917921212,47.0,131.0,241.0,0.2524916943521594,0.338150289017341,0.4352159468438538,0.7733662358611949,0.0856585946651816,0.1827242524916943,0.1771428571428571,0.1114285714285714,0.6290322580645161,0.2739130434782608,0.3122923588039867,26.923076923076923,23.15384615384616,0.2609716167687669,33.83887468030691,3.791077246341438,74.774,0.7136929460580913,0.354431553921819,-1.385403398103508,92.1589278698224
2026-04-08,40.0,42.0,389.0,336.0,89.0,42.0,2.0,69.0,17.0,0.0,14.0,4.0,5.0,9.0,0.0,2.0,롯데,2026,사직,1.0488000917921212,58.0,148.0,265.0,0.2648809523809524,0.3454545454545454,0.4404761904761904,0.7859307359307359,0.080573593073593,0.175595238095238,0.1773778920308483,0.1079691516709511,0.6086956521739131,0.2906976744186046,0.3005952380952381,27.785714285714285,24.0,0.2655735930735931,39.30715935334873,4.004880386944965,84.118,0.7245283018867924,0.3595082373412215,-0.1194462255786323,94.8899218205901
2026-04-09,40.0,42.0,389.0,336.0,89.0,42.0,2.0,69.0,17.0,0.0,14.0,4.0,5.0,9.0,0.0,2.0,롯데,2026,사직,1.0488000917921212,58.0,148.0,265.0,0.2648809523809524,0.3454545454545454,0.4404761904761904,0.7859307359307359,0.080573593073593,0.175595238095238,0.1773778920308483,0.1079691516709511,0.6086956521739131,0.2906976744186046,0.3005952380952381,27.785714285714285,24.0,0.2655735930735931,39.30715935334873,4.004880386944965,84.118,0.7245283018867924,0.3595082373412215,-0.1194462255786323,94.8899218205901
2026-04-10,43.0,45.0,425.0,371.0,100.0,43.0,2.0,81.0,17.0,1.0,15.0,4.0,5.0,10.0,0.0,2.0,롯데,2026,사직,1.0488000917921212,67.0,164.0,290.0,0.2695417789757412,0.344418052256532,0.4420485175202156,0.7864665697767477,0.0748762732807908,0.1725067385444744,0.1905882352941176,0.1011764705882353,0.5308641975308642,0.3035714285714285,0.2884097035040431,28.33333333333333,24.73333333333333,0.2655002528954933,43.96595744680851,4.093382245047689,90.97199999999998,0.7206896551724138,0.358638867106912,-0.006331993521738,95.10882790733386
2026-04-11,46.0,48.0,468.0,413.0,111.0,43.0,2.0,89.0,18.0,1.0,15.0,5.0,5.0,10.0,0.0,2.0,롯데,2026,사직,1.0488000917921212,77.0,176.0,322.0,0.2687651331719128,0.3369330453563715,0.4261501210653753,0.7630831664217468,0.0681679121844586,0.1573849878934625,0.1901709401709401,0.0918803418803418,0.4831460674157303,0.3057324840764331,0.261501210653753,31.2,27.53333333333333,0.258157400676711,46.6588693957115,3.912389669826741,98.018,0.6863354037267081,0.3500374037039181,-2.380308766881601,91.24976389279864
2026-04-12,46.0,48.0,501.0,445.0,117.0,44.0,2.0,97.0,20.0,2.0,15.0,5.0,5.0,11.0,0.0,2.0,롯데,2026,사직,1.0488000917921212,80.0,186.0,349.0,0.2629213483146067,0.3286290322580645,0.4179775280898876,0.7466065603479521,0.0657076839434577,0.1550561797752809,0.1936127744510978,0.0878243512974051,0.4536082474226804,0.301775147928994,0.2539325842696629,33.4,29.666666666666668,0.2523774465386009,48.28519195612432,3.735530609786122,102.804,0.664756446991404,0.3426457241898664,-4.596252607237895,88.06677004693115
2026-03-28,3.0,3.0,43.0,35.0,8.0,7.0,1.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,삼성,2026,대구,1.0406172533521605,6.0,10.0,27.0,0.2285714285714285,0.3720930232558139,0.2857142857142857,0.6578073089700996,0.1435215946843853,0.0571428571428571,0.2325581395348837,0.1627906976744186,0.7,0.32,0.2571428571428571,0.0,0.0,0.2388704318936877,3.1372549019607843,3.1372549019607843,7.709999999999999,0.6666666666666666,0.347358917978628,-1.232747945057319,76.70828883133167
2026-03-29,5.0,5.0,79.0,66.0,13.0,10.0,3.0,16.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,삼성,2026,대구,1.0406172533521605,8.0,18.0,54.0,0.1969696969696969,0.3291139240506329,0.2727272727272727,0.6018411967779056,0.1321442270809359,0.0757575757575757,0.2025316455696202,0.1265822784810126,0.625,0.26,0.2272727272727272,0.0,0.0,0.2162830840046029,4.891304347826087,2.4456521739130435,13.412,0.5740740740740741,0.305408213191389,-5.195878826803683,53.59211519024956
2026-03-30,5.0,5.0,79.0,66.0,13.0,10.0,3.0,16.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,삼성,2026,대구,1.0406172533521605,8.0,18.0,54.0,0.1969696969696969,0.3291139240506329,0.2727272727272727,0.6018411967779056,0.1321442270809359,0.0757575757575757,0.2025316455696202,0.1265822784810126,0.625,0.26,0.2272727272727272,0.0,0.0,0.2162830840046029,4.891304347826087,2.4456521739130435,13.412,0.5740740740740741,0.305408213191389,-5.195878826803683,53.59211519024956
2026-03-31,10.0,10.0,124.0,106.0,22.0,13.0,3.0,24.0,5.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,삼성,2026,대구,1.0406172533521605,15.0,33.0,87.0,0.2075471698113207,0.3114754098360656,0.3113207547169811,0.6227961645530466,0.1039282400247448,0.1037735849056603,0.1935483870967742,0.1048387096774193,0.5416666666666666,0.25,0.2264150943396226,62.0,53.0,0.2179941231054747,8.25,2.560344827586207,22.088,0.5632183908045977,0.299574271592254,-7.640219252770945,53.87377197842953
2026-04-01,23.0,23.0,167.0,141.0,35.0,18.0,4.0,28.0,8.0,2.0,3.0,2.0,2.0,2.0,0.0,1.0,삼성,2026,대구,1.0406172533521605,22.0,56.0,112.0,0.2482269503546099,0.3454545454545454,0.3971631205673759,0.7426176660219214,0.0972275950999355,0.1489361702127659,0.1676646706586826,0.1077844311377245,0.6428571428571429,0.2857142857142857,0.2765957446808511,55.66666666666666,47.0,0.2547453255963894,15.11111111111111,3.642857142857143,34.90599999999999,0.6964285714285714,0.3437300421018823,-4.366046065432812,78.75648616897553
2026-04-02,27.0,28.0,202.0,170.0,41.0,23.0,4.0,34.0,8.0,2.0,4.0,2.0,3.0,3.0,0.0,1.0,삼성,2026,대구,1.0406172533521605,27.0,65.0,137.0,0.2411764705882353,0.34,0.3823529411764705,0.7223529411764706,0.0988235294117647,0.1411764705882352,0.1683168316831683,0.1138613861386138,0.6764705882352942,0.2740740740740741,0.2764705882352941,50.5,42.5,0.2485882352941176,17.03056768558952,3.3563892519045044,41.48799999999999,0.6715328467153284,0.3364709542799903,-5.43476451908263,78.05349805178355
2026-04-03,29.0,30.0,239.0,204.0,48.0,26.0,4.0,38.0,10.0,3.0,4.0,2.0,3.0,3.0,0.0,1.0,삼성,2026,대구,1.0406172533521605,31.0,76.0,164.0,0.2352941176470588,0.3291139240506329,0.3725490196078431,0.701662943658476,0.093819806403574,0.1372549019607843,0.1589958158995816,0.1087866108786611,0.6842105263157895,0.2666666666666666,0.2647058823529412,59.75,51.0,0.2412385207247455,19.77695167286245,3.255961555898087,48.666,0.6463414634146342,0.3280431682302188,-8.499877575300044,71.78375353316385
2026-04-04,37.0,38.0,281.0,244.0,62.0,27.0,4.0,47.0,14.0,3.0,6.0,3.0,3.0,3.0,0.0,2.0,삼성,2026,대구,1.0406172533521605,39.0,100.0,191.0,0.2540983606557377,0.3345323741007194,0.4098360655737705,0.7443684396744898,0.0804340134449816,0.1557377049180328,0.1672597864768683,0.096085409252669,0.574468085106383,0.2886597938144329,0.2663934426229508,46.833333333333336,40.66666666666666,0.2529985847387663,26.923076923076923,3.805879983890455,59.36399999999999,0.6858638743455497,0.340542516763643,-7.00296473465545,78.74831632187865
2026-04-05,37.0,38.0,315.0,275.0,68.0,30.0,4.0,51.0,14.0,3.0,6.0,3.0,3.0,5.0,0.0,2.0,삼성,2026,대구,1.0406172533521605,45.0,106.0,218.0,0.2472727272727272,0.3269230769230769,0.3854545454545454,0.7123776223776224,0.0796503496503496,0.1381818181818181,0.1619047619047619,0.0952380952380952,0.5882352941176471,0.2805429864253393,0.2472727272727272,52.5,45.833333333333336,0.2434790209790209,27.63896848137536,3.4231749953997004,64.142,0.6422018348623854,0.3300466625228156,-9.063614548084574,75.0759795377389
2026-04-06,37.0,38.0,315.0,275.0,68.0,30.0,4.0,51.0,14.0,3.0,6.0,3.0,3.0,5.0,0.0,2.0,삼성,2026,대구,1.0406172533521605,45.0,106.0,218.0,0.2472727272727272,0.3269230769230769,0.3854545454545454,0.7123776223776224,0.0796503496503496,0.1381818181818181,0.1619047619047619,0.0952380952380952,0.5882352941176471,0.2805429864253393,0.2472727272727272,52.5,45.833333333333336,0.2434790209790209,27.63896848137536,3.4231749953997004,64.142,0.6422018348623854,0.3300466625228156,-9.063614548084574,75.0759795377389
2026-04-07,47.0,48.0,357.0,313.0,79.0,34.0,4.0,56.0,19.0,3.0,8.0,3.0,3.0,5.0,0.0,2.0,삼성,2026,대구,1.0406172533521605,49.0,128.0,245.0,0.2523961661341853,0.3305084745762712,0.4089456869009584,0.7394541614772296,0.0781123084420858,0.1565495207667731,0.1568627450980392,0.0952380952380952,0.6071428571428571,0.2817460317460317,0.2651757188498402,44.625,39.125,0.2509652352845616,34.34936708860759,3.7854404546628775,75.472,0.6775510204081633,0.3417271385248351,-5.234340598077774,84.9701292708074
2026-04-08,52.0,53.0,401.0,352.0,92.0,38.0,5.0,57.0,21.0,3.0,9.0,3.0,3.0,6.0,0.0,2.0,삼성,2026,대구,1.0406172533521605,59.0,146.0,272.0,0.2613636363636363,0.3391959798994975,0.4147727272727273,0.7539687071722248,0.0778323435358611,0.1534090909090909,0.14214463840399,0.0947630922693266,0.6666666666666666,0.28719723183391,0.2613636363636363,44.55555555555556,39.11111111111112,0.2563313727729557,40.44594594594594,4.014854928457869,86.834,0.6948529411764706,0.3484314080921317,-3.882561634121233,88.68374498682896
2026-04-09,52.0,53.0,401.0,352.0,92.0,38.0,5.0,57.0,21.0,3.0,9.0,3.0,3.0,6.0,0.0,2.0,삼성,2026,대구,1.0406172533521605,59.0,146.0,272.0,0.2613636363636363,0.3391959798994975,0.4147727272727273,0.7539687071722248,0.0778323435358611,0.1534090909090909,0.14214463840399,0.0947630922693266,0.6666666666666666,0.28719723183391,0.2613636363636363,44.55555555555556,39.11111111111112,0.2563313727729557,40.44594594594594,4.014854928457869,86.834,0.6948529411764706,0.3484314080921317,-3.882561634121233,88.68374498682896
2026-04-10,60.0,61.0,440.0,384.0,102.0,45.0,5.0,61.0,23.0,5.0,11.0,3.0,3.0,7.0,0.0,2.0,삼성,2026,대구,1.0406172533521605,63.0,168.0,295.0,0.265625,0.3478260869565217,0.4375,0.7853260869565217,0.0822010869565217,0.171875,0.1386363636363636,0.1022727272727272,0.7377049180327869,0.2888888888888888,0.2890625,40.0,34.90909090909091,0.2658967391304347,47.65714285714286,4.361840193704601,98.47200000000002,0.7389830508474576,0.3600766598635366,0.5295843881655165,96.8400711187553
2026-04-11,65.0,66.0,477.0,412.0,108.0,52.0,7.0,67.0,25.0,5.0,11.0,3.0,3.0,9.0,0.0,2.0,삼성,2026,대구,1.0406172533521605,67.0,176.0,319.0,0.2621359223300971,0.3523206751054852,0.4271844660194174,0.7795051411249028,0.0901847527753881,0.1650485436893203,0.140461215932914,0.1090146750524109,0.7761194029850746,0.2878338278931751,0.2912621359223301,43.36363636363637,37.45454545454545,0.2653404203023227,49.91044776119403,4.22439526505404,105.08400000000002,0.7366771159874608,0.3606984762588958,1.826963405068165,98.8527504845828
2026-04-12,72.0,75.0,520.0,448.0,122.0,57.0,8.0,75.0,25.0,6.0,12.0,3.0,4.0,9.0,0.0,2.0,삼성,2026,대구,1.0406172533521605,79.0,195.0,342.0,0.2723214285714285,0.3617021276595745,0.4352678571428571,0.7969699848024316,0.0893806990881459,0.1629464285714286,0.1442307692307692,0.1096153846153846,0.76,0.3013698630136986,0.2901785714285714,43.333333333333336,37.333333333333336,0.2715829217325228,57.0,4.5,116.45000000000005,0.7602339181286549,0.3687205872722637,6.481391906653368,105.52093850694996
2026-03-28,8.0,9.0,54.0,42.0,12.0,11.0,1.0,9.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,키움,2026,고척,0.9666905138306804,9.0,15.0,32.0,0.2857142857142857,0.4444444444444444,0.3571428571428571,0.8015873015873016,0.1587301587301587,0.0714285714285714,0.1666666666666666,0.2037037037037037,1.2222222222222223,0.3636363636363636,0.3333333333333333,0.0,0.0,0.2892857142857142,5.0,4.21875,11.008,0.84375,0.4146403630768939,1.6795473718364708,124.1937022955844
2026-03-29,11.0,13.0,91.0,74.0,18.0,13.0,3.0,17.0,5.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,키움,2026,고척,0.9666905138306804,13.0,23.0,59.0,0.2432432432432432,0.3736263736263736,0.3108108108108108,0.6844371844371844,0.1303831303831303,0.0675675675675675,0.1868131868131868,0.1428571428571428,0.7647058823529411,0.3103448275862069,0.2432432432432432,0.0,0.0,0.2458345708345708,6.663551401869159,3.049421827974022,17.014,0.6610169491525424,0.3428570401346086,-2.785152001712696,83.6253507688041
2026-03-30,11.0,13.0,91.0,74.0,18.0,13.0,3.0,17.0,5.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,키움,2026,고척,0.9666905138306804,13.0,23.0,59.0,0.2432432432432432,0.3736263736263736,0.3108108108108108,0.6844371844371844,0.1303831303831303,0.0675675675675675,0.1868131868131868,0.1428571428571428,0.7647058823529411,0.3103448275862069,0.2432432432432432,0.0,0.0,0.2458345708345708,6.663551401869159,3.049421827974022,17.014,0.6610169491525424,0.3428570401346086,-2.785152001712696,83.6253507688041
2026-03-31,14.0,16.0,129.0,108.0,27.0,15.0,3.0,24.0,5.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,키움,2026,고척,0.9666905138306804,22.0,32.0,86.0,0.25,0.3515625,0.2962962962962963,0.6478587962962963,0.1015625,0.0462962962962962,0.1860465116279069,0.1162790697674418,0.625,0.313953488372093,0.1851851851851851,0.0,0.0,0.232277199074074,8.70748299319728,2.73374466065496,23.538,0.5813953488372093,0.3231938148247734,-5.213089154702243,75.74187842045622
2026-04-01,22.0,27.0,178.0,151.0,42.0,20.0,4.0,32.0,11.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,키움,2026,고척,0.9666905138306804,31.0,53.0,115.0,0.2781456953642384,0.3728813559322034,0.3509933774834437,0.7238747334156471,0.094735660567965,0.0728476821192053,0.1797752808988764,0.1123595505617977,0.625,0.3471074380165289,0.2052980132450331,0.0,0.0,0.2555449545403525,15.742574257425742,3.696082651743435,35.044000000000004,0.6695652173913044,0.3519030387870883,-3.308695785247839,91.1148265925285
2026-04-02,23.0,28.0,215.0,183.0,49.0,24.0,5.0,41.0,13.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,키움,2026,고척,0.9666905138306804,36.0,62.0,142.0,0.2677595628415301,0.3644859813084112,0.3387978142076502,0.7032837955160615,0.0967264184668811,0.0710382513661201,0.1906976744186046,0.1116279069767441,0.5853658536585366,0.3402777777777778,0.2021857923497267,0.0,0.0,0.2487181451406976,17.78688524590164,3.3820133918263684,40.502,0.6408450704225352,0.3432796519479032,-4.455921551960462,89.5539937887179
2026-04-03,28.0,33.0,251.0,215.0,60.0,27.0,5.0,50.0,16.0,0.0,0.0,2.0,2.0,7.0,0.0,0.0,키움,2026,고척,0.9666905138306804,44.0,76.0,166.0,0.2790697674418604,0.3694779116465863,0.3534883720930232,0.7229662837396096,0.0904081442047258,0.0744186046511627,0.199203187250996,0.1075697211155378,0.54,0.3592814371257485,0.2,0.0,0.0,0.2546371532642196,21.752650176678443,3.5380816552428795,47.18,0.6506024096385542,0.3508811491195515,-3.78211878922112,93.09695584448296
2026-04-04,32.0,37.0,290.0,251.0,70.0,29.0,5.0,58.0,20.0,0.0,0.0,2.0,3.0,7.0,0.0,0.0,키움,2026,고척,0.9666905138306804,50.0,90.0,193.0,0.2788844621513944,0.3611111111111111,0.3585657370517928,0.7196768481629039,0.0822266489597167,0.0796812749003984,0.2,0.1,0.5,0.3571428571428571,0.1952191235059761,0.0,0.0,0.2521414342629482,25.55555555555556,3.5751295336787563,54.946,0.6424870466321243,0.3461122604009328,-5.783353176058903,89.57530481476232
2026-04-05,37.0,42.0,330.0,286.0,79.0,33.0,6.0,67.0,21.0,0.0,2.0,2.0,3.0,9.0,0.0,0.0,키움,2026,고척,0.9666905138306804,56.0,106.0,221.0,0.2762237762237762,0.3597560975609756,0.3706293706293706,0.7303854681903462,0.0835323213371994,0.0944055944055944,0.203030303030303,0.1,0.4925373134328358,0.35,0.2097902097902098,165.0,143.0,0.2545475865597817,29.87533875338753,3.649928263988522,63.154,0.6561085972850679,0.3491326776980878,-4.04980740169647,94.43296420280346
2026-04-06,37.0,42.0,330.0,286.0,79.0,33.0,6.0,67.0,21.0,0.0,2.0,2.0,3.0,9.0,0.0,0.0,키움,2026,고척,0.9666905138306804,56.0,106.0,221.0,0.2762237762237762,0.3597560975609756,0.3706293706293706,0.7303854681903462,0.0835323213371994,0.0944055944055944,0.203030303030303,0.1,0.4925373134328358,0.35,0.2097902097902098,165.0,143.0,0.2545475865597817,29.87533875338753,3.649928263988522,63.154,0.6561085972850679,0.3491326776980878,-4.04980740169647,94.43296420280346
2026-04-07,40.0,47.0,370.0,320.0,86.0,38.0,6.0,79.0,21.0,0.0,2.0,2.0,4.0,10.0,0.0,0.0,키움,2026,고척,0.9666905138306804,63.0,113.0,250.0,0.26875,0.3532608695652174,0.353125,0.7063858695652174,0.0845108695652174,0.084375,0.2135135135135135,0.1027027027027027,0.4810126582278481,0.345679012345679,0.203125,185.0,160.0,0.2472486413043478,31.115942028985508,3.360521739130435,68.528,0.628,0.3408115359096784,-5.710369812309668,91.78573569206084
2026-04-08,43.0,50.0,411.0,353.0,93.0,45.0,7.0,89.0,22.0,1.0,3.0,2.0,4.0,11.0,0.0,0.0,키움,2026,고척,0.9666905138306804,67.0,126.0,277.0,0.263456090651558,0.3545232273838631,0.3569405099150141,0.7114637372988772,0.091067136732305,0.093484419263456,0.2165450121654501,0.1094890510948905,0.5056179775280899,0.3396226415094339,0.2209631728045325,137.0,117.66666666666669,0.2487705798014919,34.83369330453564,3.395341946651488,76.53800000000001,0.6425992779783394,0.3423955325214795,-6.079021257134125,92.24871972574176
2026-04-09,43.0,50.0,411.0,353.0,93.0,45.0,7.0,89.0,22.0,1.0,3.0,2.0,4.0,11.0,0.0,0.0,키움,2026,고척,0.9666905138306804,67.0,126.0,277.0,0.263456090651558,0.3545232273838631,0.3569405099150141,0.7114637372988772,0.091067136732305,0.093484419263456,0.2165450121654501,0.1094890510948905,0.5056179775280899,0.3396226415094339,0.2209631728045325,137.0,117.66666666666669,0.2487705798014919,34.83369330453564,3.395341946651488,76.53800000000001,0.6425992779783394,0.3423955325214795,-6.079021257134125,92.24871972574176
2026-04-10,44.0,51.0,442.0,384.0,97.0,45.0,7.0,100.0,23.0,1.0,4.0,2.0,4.0,12.0,0.0,0.0,키움,2026,고척,0.9666905138306804,69.0,134.0,305.0,0.2526041666666667,0.3386363636363636,0.3489583333333333,0.6875946969696969,0.0860321969696969,0.0963541666666666,0.2262443438914027,0.1018099547511312,0.45,0.3274647887323944,0.2135416666666666,110.5,96.0,0.2396259469696969,35.534412955465584,3.1456693435985925,79.69,0.6098360655737705,0.3292695050311098,-11.007933574589012,84.67103810138362
2026-04-11,45.0,52.0,477.0,417.0,102.0,46.0,7.0,112.0,23.0,1.0,4.0,3.0,4.0,12.0,0.0,0.0,키움,2026,고척,0.9666905138306804,74.0,139.0,334.0,0.2446043165467626,0.3270042194092827,0.3333333333333333,0.6603375527426161,0.0823999028625201,0.0887290167865707,0.2348008385744235,0.0964360587002096,0.4107142857142857,0.321311475409836,0.1990407673860911,119.25,104.25,0.2304852320675105,35.66792452830189,2.883335216359733,82.834,0.5748502994011976,0.3174992469495421,-15.406609144055688,78.75345040822154
2026-04-12,47.0,54.0,510.0,444.0,107.0,50.0,7.0,121.0,24.0,1.0,5.0,5.0,4.0,12.0,0.0,0.0,키움,2026,고척,0.9666905138306804,77.0,148.0,358.0,0.240990990990991,0.3247524752475247,0.3333333333333333,0.6580858085808581,0.0837614842565337,0.0923423423423423,0.2372549019607843,0.0980392156862745,0.4132231404958678,0.3167701863354037,0.2049549549549549,102.0,88.8,0.2294719471947194,37.326278659612,2.8151104017025808,88.22200000000001,0.5726256983240223,0.3161338797989579,-15.899331808316235,79.36304710817056
