날짜,타점,득점,타석,타수,안타,볼넷,사구,삼진,2루타,3루타,홈런,희번,희비,병살타,타격방해,고의사구,팀,연도,home_stadium,FinalPF,단타,TB,Outs,타율,출루율,장타율,OPS,순출루율,순장타율,K%,BB%,BB/K,BABIP,SecA,PA/HR,AB/HR,GPA,RC,RC/27,XR,TAVG,wOBA,wRAA,wRC+
2026-04-09,45.0,45.0,396.0,336.0,86.0,51.0,2.0,74.0,18.0,0.0,7.0,4.0,3.0,9.0,0.0,4.0,KIA,2026,광주,0.9987402594586288,61.0,125.0,266.0,0.2559523809523809,0.3545918367346938,0.3720238095238095,0.7266156462585034,0.0986394557823129,0.1160714285714286,0.1868686868686868,0.1287878787878787,0.6891891891891891,0.3062015503875969,0.2678571428571428,56.57142857142857,48.0,0.2525722789115646,34.24276169265033,3.475769043990823,77.72800000000001,0.6691729323308271,0.3430716941554254,-5.63053409299999,89.47253852092449
2026-04-10,51.0,51.0,435.0,367.0,93.0,56.0,2.0,80.0,20.0,0.0,10.0,7.0,3.0,10.0,0.0,4.0,KIA,2026,광주,0.9987402594586288,63.0,143.0,294.0,0.2534059945504087,0.352803738317757,0.3896457765667575,0.7424495148845145,0.0993977437673482,0.1362397820163487,0.1839080459770115,0.128735632183908,0.7,0.2964285714285714,0.2888283378746594,43.5,36.7,0.25617312638468,37.99797160243408,3.489609636958232,86.97,0.6836734693877551,0.3469760087879074,-4.306034791472443,92.70921273004204
2026-04-11,56.0,57.0,474.0,403.0,105.0,58.0,2.0,90.0,21.0,0.0,10.0,7.0,4.0,12.0,0.0,4.0,KIA,2026,광주,0.9987402594586288,74.0,156.0,321.0,0.260545905707196,0.3533190578158458,0.3870967741935484,0.7404158320093942,0.0927731521086497,0.1265508684863523,0.189873417721519,0.1223628691983122,0.6444444444444445,0.3094462540716612,0.2704714640198511,47.4,40.3,0.2557677695655177,41.48314606741573,3.4892365851097344,93.78000000000002,0.6728971962616822,0.3468050674012295,-3.6921992885244768,94.1986894631844
2026-04-12,64.0,66.0,519.0,442.0,118.0,61.0,2.0,98.0,25.0,0.0,11.0,9.0,5.0,12.0,0.0,4.0,KIA,2026,광주,0.9987402594586288,82.0,176.0,350.0,0.2669683257918552,0.3549019607843137,0.3981900452488687,0.7530920060331825,0.0879336349924585,0.1312217194570135,0.1888246628131021,0.117533718689788,0.6224489795918368,0.3165680473372781,0.2692307692307692,47.18181818181818,40.18181818181818,0.2592533936651583,46.87285223367697,3.615905743740795,104.406,0.6828571428571428,0.351124543037196,-1.109601908182512,98.48227936594398
2026-03-28,11.0,11.0,49.0,42.0,18.0,4.0,2.0,5.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,KT,2026,수원,1.0287682311922934,15.0,24.0,25.0,0.4285714285714285,0.4897959183673469,0.5714285714285714,1.0612244897959182,0.0612244897959183,0.1428571428571428,0.1020408163265306,0.0816326530612244,0.8,0.4594594594594595,0.238095238095238,49.0,42.0,0.363265306122449,10.036363636363635,10.839272727272729,14.330000000000002,1.2,0.4981744343535467,5.16031121566083,167.76354391462064
2026-03-29,17.0,17.0,89.0,76.0,29.0,10.0,2.0,7.0,3.0,1.0,2.0,0.0,1.0,3.0,0.0,0.0,KT,2026,수원,1.0287682311922934,23.0,40.0,51.0,0.3815789473684211,0.4606741573033708,0.5263157894736842,0.986989946777055,0.0790952099349497,0.1447368421052631,0.0786516853932584,0.1123595505617977,1.4285714285714286,0.3970588235294117,0.2763157894736842,44.5,38.0,0.3388823181549379,14.653465346534654,7.757716948165405,23.834,1.0196078431372548,0.4524095472632263,6.431499678869625,143.65010195608502
2026-03-30,17.0,17.0,89.0,76.0,29.0,10.0,2.0,7.0,3.0,1.0,2.0,0.0,1.0,3.0,0.0,0.0,KT,2026,수원,1.0287682311922934,23.0,40.0,51.0,0.3815789473684211,0.4606741573033708,0.5263157894736842,0.986989946777055,0.0790952099349497,0.1447368421052631,0.0786516853932584,0.1123595505617977,1.4285714285714286,0.3970588235294117,0.2763157894736842,44.5,38.0,0.3388823181549379,14.653465346534654,7.757716948165405,23.834,1.0196078431372548,0.4524095472632263,6.431499678869625,143.65010195608502
2026-03-31,24.0,26.0,142.0,116.0,41.0,19.0,5.0,17.0,8.0,2.0,3.0,0.0,2.0,3.0,0.0,0.0,KT,2026,수원,1.0287682311922934,28.0,62.0,80.0,0.3534482758620689,0.4577464788732394,0.5344827586206896,0.992229237493929,0.1042982030111704,0.1810344827586206,0.1197183098591549,0.1338028169014084,1.1176470588235294,0.3877551020408163,0.3448275862068966,47.333333333333336,38.66666666666666,0.3396066051481301,22.40963855421687,7.563253012048193,37.504,1.075,0.4548156340086814,11.039733645670667,150.19962756399124
2026-04-01,37.0,40.0,190.0,157.0,55.0,26.0,5.0,26.0,12.0,2.0,4.0,0.0,2.0,4.0,0.0,0.0,KT,2026,수원,1.0287682311922934,37.0,83.0,108.0,0.3503184713375796,0.4526315789473684,0.5286624203821656,0.981293999329534,0.1023131076097888,0.178343949044586,0.1368421052631579,0.1368421052631579,1.0,0.3953488372093023,0.3439490445859872,47.5,39.25,0.3358498156218572,30.04524886877828,7.51131221719457,49.072,1.0555555555555556,0.4496162992165514,13.631783549783554,144.27468704989707
2026-04-02,49.0,53.0,246.0,205.0,74.0,33.0,6.0,37.0,15.0,3.0,6.0,0.0,2.0,4.0,0.0,0.0,KT,2026,수원,1.0287682311922934,50.0,113.0,137.0,0.3609756097560975,0.4593495934959349,0.551219512195122,1.010569105691057,0.0983739837398374,0.1902439024390244,0.1504065040650406,0.1341463414634146,0.8918918918918919,0.4146341463414634,0.3512195121951219,41.0,34.166666666666664,0.3445121951219512,42.424561403508775,8.361044948136765,64.91399999999997,1.1094890510948905,0.4605037770924787,21.074113869036093,154.06985210015367
2026-04-03,50.0,54.0,280.0,237.0,81.0,35.0,6.0,43.0,15.0,3.0,7.0,0.0,2.0,6.0,0.0,0.0,KT,2026,수원,1.0287682311922934,56.0,123.0,164.0,0.3417721518987341,0.4357142857142857,0.5189873417721519,0.9547016274864376,0.0939421338155515,0.1772151898734177,0.1535714285714285,0.125,0.813953488372093,0.3915343915343915,0.3248945147679324,40.0,33.857142857142854,0.3258182640144665,43.6822429906542,7.191588785046729,70.416,1.0,0.4384267870012533,17.78010368116124,140.25123659270676
2026-04-04,56.0,60.0,321.0,273.0,92.0,39.0,7.0,56.0,17.0,3.0,8.0,0.0,2.0,8.0,0.0,0.0,KT,2026,수원,1.0287682311922934,64.0,139.0,191.0,0.336996336996337,0.4299065420560747,0.5091575091575091,0.939064051213584,0.0929102050597377,0.1721611721611721,0.1744548286604361,0.1214953271028037,0.6964285714285714,0.3981042654028436,0.315018315018315,40.125,34.125,0.3207473212146109,48.479564032697546,6.8531320883918,78.062,0.9685863874345548,0.4321461174199064,18.286095177018844,136.41617326693265
2026-04-05,58.0,62.0,353.0,301.0,98.0,42.0,7.0,62.0,18.0,3.0,8.0,0.0,3.0,8.0,0.0,0.0,KT,2026,수원,1.0287682311922934,69.0,146.0,214.0,0.3255813953488372,0.4164305949008499,0.4850498338870432,0.901480428787893,0.0908491995520126,0.1594684385382059,0.1756373937677053,0.1189801699716713,0.6774193548387096,0.3846153846153846,0.2990033222591362,44.125,37.625,0.3086562261771433,49.39303482587065,6.231831496721997,83.524,0.911214953271028,0.4175944500209362,16.562051666558187,131.1413228639778
2026-04-06,58.0,62.0,353.0,301.0,98.0,42.0,7.0,62.0,18.0,3.0,8.0,0.0,3.0,8.0,0.0,0.0,KT,2026,수원,1.0287682311922934,69.0,146.0,214.0,0.3255813953488372,0.4164305949008499,0.4850498338870432,0.901480428787893,0.0908491995520126,0.1594684385382059,0.1756373937677053,0.1189801699716713,0.6774193548387096,0.3846153846153846,0.2990033222591362,44.125,37.625,0.3086562261771433,49.39303482587065,6.231831496721997,83.524,0.911214953271028,0.4175944500209362,16.562051666558187,131.1413228639778
2026-04-07,65.0,69.0,399.0,337.0,107.0,50.0,8.0,72.0,21.0,3.0,8.0,0.0,4.0,8.0,0.0,0.0,KT,2026,수원,1.0287682311922934,75.0,158.0,242.0,0.3175074183976261,0.4135338345864661,0.4688427299703264,0.8823765645567925,0.09602641618884,0.1513353115727002,0.1804511278195488,0.12531328320802,0.6944444444444444,0.3793103448275862,0.2997032640949555,49.875,42.125,0.3033009080564913,52.89715536105033,5.901748738629583,92.664,0.8925619834710744,0.4126713215605593,17.998837737848476,130.86829885633963
2026-04-08,66.0,70.0,429.0,366.0,110.0,51.0,8.0,79.0,22.0,3.0,9.0,0.0,4.0,9.0,0.0,0.0,KT,2026,수원,1.0287682311922934,76.0,165.0,269.0,0.3005464480874317,0.3939393939393939,0.4508196721311475,0.8447590660705415,0.0933929458519622,0.1502732240437158,0.1841491841491841,0.1188811188811188,0.6455696202531646,0.3581560283687943,0.2896174863387978,47.66666666666666,40.66666666666666,0.2899776453055142,52.74590163934426,5.294198305807789,96.318,0.8327137546468402,0.3946641842366735,12.63319854718381,119.18753537449804
2026-04-09,66.0,70.0,429.0,366.0,110.0,51.0,8.0,79.0,22.0,3.0,9.0,0.0,4.0,9.0,0.0,0.0,KT,2026,수원,1.0287682311922934,76.0,165.0,269.0,0.3005464480874317,0.3939393939393939,0.4508196721311475,0.8447590660705415,0.0933929458519622,0.1502732240437158,0.1841491841491841,0.1188811188811188,0.6455696202531646,0.3581560283687943,0.2896174863387978,47.66666666666666,40.66666666666666,0.2899776453055142,52.74590163934426,5.294198305807789,96.318,0.8327137546468402,0.3946641842366735,12.63319854718381,119.18753537449804
2026-04-10,73.0,77.0,485.0,411.0,121.0,62.0,8.0,95.0,23.0,3.0,9.0,0.0,4.0,9.0,0.0,0.0,KT,2026,수원,1.0287682311922934,86.0,177.0,303.0,0.2944038929440389,0.3938144329896907,0.4306569343065693,0.82447136729626,0.0994105400456518,0.1362530413625304,0.1958762886597938,0.1278350515463917,0.6526315789473685,0.360128617363344,0.2871046228710462,53.888888888888886,45.66666666666666,0.2848807284220031,56.76756756756757,5.058496119882259,105.83,0.8151815181518152,0.3877442495732465,11.955886418844218,115.59314168388678
2026-04-11,78.0,83.0,522.0,444.0,131.0,64.0,8.0,104.0,25.0,3.0,10.0,2.0,4.0,9.0,0.0,0.0,KT,2026,수원,1.0287682311922934,93.0,192.0,328.0,0.295045045045045,0.3903846153846154,0.4324324324324324,0.8228170478170478,0.0953395703395703,0.1373873873873874,0.1992337164750957,0.1226053639846743,0.6153846153846154,0.3622754491017964,0.2815315315315315,52.2,44.4,0.283781185031185,60.76767676767677,5.0022172949002215,113.34800000000004,0.8048780487804879,0.3866434872942224,13.326068092669503,116.54904841193098
2026-04-12,83.0,89.0,556.0,474.0,139.0,67.0,8.0,109.0,28.0,3.0,10.0,2.0,5.0,11.0,0.0,0.0,KT,2026,수원,1.0287682311922934,98.0,203.0,353.0,0.2932489451476793,0.3862815884476534,0.4282700421940928,0.8145516306417462,0.093032643299974,0.1350210970464134,0.1960431654676259,0.1205035971223021,0.6146788990825688,0.3583333333333333,0.2763713080168776,55.6,47.4,0.2808942253499672,63.05546751188589,4.8229394414190345,119.698,0.7875354107648725,0.3825598437748552,13.315532923359909,115.5353511069846
2026-03-28,7.0,7.0,46.0,36.0,12.0,8.0,0.0,5.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,LG,2026,잠실,0.9512583942824044,10.0,16.0,27.0,0.3333333333333333,0.4347826086956521,0.4444444444444444,0.8792270531400965,0.1014492753623188,0.1111111111111111,0.108695652173913,0.1739130434782608,1.6,0.34375,0.3333333333333333,46.0,36.0,0.3067632850241546,5.037037037037037,5.037037037037037,11.47,0.8888888888888888,0.4229677737885008,1.7710280121133504,130.69918442732546
2026-03-29,12.0,12.0,88.0,72.0,22.0,13.0,1.0,11.0,3.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,LG,2026,잠실,0.9512583942824044,18.0,28.0,54.0,0.3055555555555556,0.4090909090909091,0.3888888888888889,0.797979797979798,0.1035353535353535,0.0833333333333333,0.125,0.1477272727272727,1.181818181818182,0.3387096774193548,0.2638888888888889,88.0,72.0,0.2813131313131313,8.784313725490197,4.392156862745098,19.792,0.7777777777777778,0.3823896884314045,0.5733376150717227,109.06894714356928
2026-03-30,12.0,12.0,88.0,72.0,22.0,13.0,1.0,11.0,3.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,LG,2026,잠실,0.9512583942824044,18.0,28.0,54.0,0.3055555555555556,0.4090909090909091,0.3888888888888889,0.797979797979798,0.1035353535353535,0.0833333333333333,0.125,0.1477272727272727,1.181818181818182,0.3387096774193548,0.2638888888888889,88.0,72.0,0.2813131313131313,8.784313725490197,4.392156862745098,19.792,0.7777777777777778,0.3823896884314045,0.5733376150717227,109.06894714356928
2026-03-31,14.0,14.0,122.0,103.0,27.0,16.0,1.0,17.0,4.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,LG,2026,잠실,0.9512583942824044,22.0,34.0,81.0,0.2621359223300971,0.360655737704918,0.3300970873786408,0.6907528250835588,0.0985198153748209,0.0679611650485437,0.1393442622950819,0.1311475409836065,0.9411764705882352,0.2988505747126437,0.2233009708737864,122.0,103.0,0.2448193538118733,9.53956834532374,3.179856115107913,24.373999999999995,0.6296296296296297,0.3375457314794511,-3.3584051585235697,86.08078123983547
2026-04-01,21.0,21.0,165.0,134.0,35.0,25.0,2.0,22.0,8.0,0.0,1.0,1.0,3.0,3.0,0.0,0.0,LG,2026,잠실,0.9512583942824044,26.0,46.0,106.0,0.2611940298507462,0.3780487804878049,0.3432835820895522,0.7213323625773571,0.1168547506370586,0.0820895522388059,0.1333333333333333,0.1515151515151515,1.1363636363636365,0.2982456140350877,0.2686567164179104,165.0,134.0,0.2559428467419002,13.177083333333334,3.3564268867924527,34.194,0.6886792452830188,0.3530347542928528,-2.8944176207068097,93.34563478146644
2026-04-02,23.0,23.0,199.0,163.0,40.0,30.0,2.0,27.0,8.0,0.0,1.0,1.0,3.0,3.0,0.0,1.0,LG,2026,잠실,0.9512583942824044,31.0,51.0,130.0,0.2453987730061349,0.3636363636363636,0.3128834355828221,0.6765197992191858,0.1182375906302286,0.0674846625766871,0.135678391959799,0.1507537688442211,1.1111111111111112,0.2826086956521739,0.2515337423312883,199.0,163.0,0.2418572225320691,14.35064935064935,2.9805194805194803,39.524,0.6384615384615384,0.3335325966642529,-5.884752669215366,85.21661477232543
2026-04-03,25.0,25.0,238.0,200.0,50.0,32.0,2.0,37.0,11.0,0.0,2.0,1.0,3.0,3.0,0.0,1.0,LG,2026,잠실,0.9512583942824044,37.0,67.0,157.0,0.25,0.3544303797468354,0.335,0.6894303797468355,0.1044303797468354,0.085,0.1554621848739495,0.134453781512605,0.8648648648648649,0.2926829268292683,0.245,119.0,100.0,0.2432436708860759,18.966911764705884,3.2618255901086552,47.354000000000006,0.643312101910828,0.3340932158352643,-7.172052640992778,84.40734982349076
2026-04-04,31.0,31.0,281.0,234.0,59.0,40.0,3.0,43.0,12.0,0.0,4.0,1.0,3.0,5.0,0.0,1.0,LG,2026,잠실,0.9512583942824044,43.0,83.0,184.0,0.2521367521367521,0.3642857142857142,0.3547008547008547,0.718986568986569,0.1121489621489621,0.1025641025641025,0.1530249110320284,0.1423487544483986,0.9302325581395348,0.2894736842105263,0.2735042735042735,70.25,58.5,0.2526037851037851,23.82407407407408,3.495923913043478,57.396,0.6847826086956522,0.3464005749047951,-5.531446475218005,91.296292042098
2026-04-05,37.0,37.0,327.0,272.0,74.0,44.0,4.0,50.0,14.0,0.0,5.0,3.0,4.0,5.0,0.0,1.0,LG,2026,잠실,0.9512583942824044,55.0,103.0,210.0,0.2720588235294117,0.3765432098765432,0.3786764705882353,0.7552196804647785,0.1044843863471314,0.1066176470588235,0.1529051987767584,0.1345565749235474,0.88,0.3122171945701357,0.2683823529411764,65.4,54.4,0.2641135620915033,30.21333333333333,3.884571428571428,69.18000000000002,0.719047619047619,0.3608123201058774,-0.7109800405604971,103.29770815366533
2026-04-06,37.0,37.0,327.0,272.0,74.0,44.0,4.0,50.0,14.0,0.0,5.0,3.0,4.0,5.0,0.0,1.0,LG,2026,잠실,0.9512583942824044,55.0,103.0,210.0,0.2720588235294117,0.3765432098765432,0.3786764705882353,0.7552196804647785,0.1044843863471314,0.1066176470588235,0.1529051987767584,0.1345565749235474,0.88,0.3122171945701357,0.2683823529411764,65.4,54.4,0.2641135620915033,30.21333333333333,3.884571428571428,69.18000000000002,0.719047619047619,0.3608123201058774,-0.7109800405604971,103.29770815366533
2026-04-07,39.0,39.0,366.0,305.0,80.0,49.0,4.0,60.0,14.0,0.0,5.0,4.0,4.0,5.0,0.0,2.0,LG,2026,잠실,0.9512583942824044,61.0,109.0,238.0,0.2622950819672131,0.3674033149171271,0.3573770491803278,0.7247803640974549,0.1051082329499139,0.0950819672131147,0.1639344262295081,0.133879781420765,0.8166666666666667,0.3073770491803279,0.2557377049180327,73.2,61.0,0.2546757540077892,31.217183770883054,3.5414452177052205,74.38000000000001,0.680672268907563,0.3492723056851493,-3.039653731747729,98.66143080385564
2026-04-08,44.0,44.0,406.0,341.0,91.0,53.0,4.0,68.0,16.0,0.0,7.0,4.0,4.0,6.0,0.0,2.0,LG,2026,잠실,0.9512583942824044,68.0,128.0,264.0,0.2668621700879765,0.3681592039800995,0.375366568914956,0.7435257728950555,0.1012970338921229,0.1085043988269794,0.167487684729064,0.1305418719211822,0.7794117647058824,0.3111111111111111,0.2639296187683284,58.0,48.71428571428572,0.2595132840197838,37.04535637149028,3.788729628902415,83.93599999999999,0.7007575757575758,0.3545218354648732,-1.838132511541617,101.48192457266344
2026-04-09,44.0,44.0,406.0,341.0,91.0,53.0,4.0,68.0,16.0,0.0,7.0,4.0,4.0,6.0,0.0,2.0,LG,2026,잠실,0.9512583942824044,68.0,128.0,264.0,0.2668621700879765,0.3681592039800995,0.375366568914956,0.7435257728950555,0.1012970338921229,0.1085043988269794,0.167487684729064,0.1305418719211822,0.7794117647058824,0.3111111111111111,0.2639296187683284,58.0,48.71428571428572,0.2595132840197838,37.04535637149028,3.788729628902415,83.93599999999999,0.7007575757575758,0.3545218354648732,-1.838132511541617,101.48192457266344
2026-04-10,54.0,54.0,450.0,372.0,101.0,60.0,7.0,76.0,17.0,0.0,8.0,4.0,7.0,6.0,0.0,2.0,LG,2026,잠실,0.9512583942824044,76.0,142.0,288.0,0.271505376344086,0.3766816143497757,0.3817204301075269,0.7584020444573026,0.1051762380056897,0.1102150537634408,0.1688888888888889,0.1333333333333333,0.7894736842105263,0.3152542372881356,0.271505376344086,56.25,46.5,0.2649368339842808,41.47388781431334,3.888176982591876,94.99200000000002,0.7256944444444444,0.3604928844666713,0.7003541898021998,106.0402483491041
2026-04-11,58.0,58.0,485.0,401.0,108.0,63.0,9.0,84.0,19.0,0.0,8.0,4.0,8.0,7.0,0.0,2.0,LG,2026,잠실,0.9512583942824044,81.0,151.0,312.0,0.2693266832917705,0.3742203742203742,0.3765586034912718,0.750778977711646,0.1048936909286036,0.1072319201995012,0.1731958762886598,0.1298969072164948,0.75,0.3154574132492113,0.2643391521197007,60.625,50.125,0.2625388192719863,43.64631956912029,3.777085347327717,101.108,0.7147435897435898,0.357845841026245,0.7005095609618383,105.9732203532944
2026-04-12,66.0,67.0,528.0,436.0,117.0,67.0,11.0,87.0,21.0,0.0,8.0,6.0,8.0,7.0,0.0,2.0,LG,2026,잠실,0.9512583942824044,88.0,162.0,340.0,0.268348623853211,0.3735632183908046,0.3715596330275229,0.7451228514183275,0.1052145945375935,0.1032110091743119,0.1647727272727272,0.1268939393939394,0.7701149425287356,0.3123209169054441,0.2568807339449541,66.0,54.5,0.2609933565327428,46.51485148514851,3.693826441467676,109.944,0.7058823529411765,0.3561209128613434,1.0603847096264047,106.41817320271262
2026-03-28,6.0,6.0,39.0,29.0,5.0,7.0,2.0,9.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,NC,2026,창원,1.0100284809306723,3.0,9.0,27.0,0.1724137931034483,0.3684210526315789,0.3103448275862069,0.6787658802177858,0.1960072595281306,0.1379310344827586,0.2307692307692307,0.1794871794871795,0.7777777777777778,0.2105263157894736,0.3793103448275862,39.0,29.0,0.2433756805807622,2.0625,2.0625,6.488,0.6666666666666666,0.3546726141767566,-0.864678267700399,84.12536789441307
2026-03-29,11.0,12.0,82.0,65.0,15.0,13.0,2.0,21.0,4.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,NC,2026,창원,1.0100284809306723,8.0,28.0,54.0,0.2307692307692307,0.375,0.4307692307692308,0.8057692307692308,0.1442307692307692,0.2,0.2560975609756097,0.1585365853658536,0.6190476190476191,0.2926829268292683,0.4,27.33333333333333,21.666666666666668,0.2764423076923077,7.505154639175258,3.752577319587629,16.192,0.7962962962962963,0.3749522133517973,-0.0384259794476551,98.69543947918712
2026-03-30,11.0,12.0,82.0,65.0,15.0,13.0,2.0,21.0,4.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,NC,2026,창원,1.0100284809306723,8.0,28.0,54.0,0.2307692307692307,0.375,0.4307692307692308,0.8057692307692308,0.1442307692307692,0.2,0.2560975609756097,0.1585365853658536,0.6190476190476191,0.2926829268292683,0.4,27.33333333333333,21.666666666666668,0.2764423076923077,7.505154639175258,3.752577319587629,16.192,0.7962962962962963,0.3749522133517973,-0.0384259794476551,98.69543947918712
2026-03-31,19.0,21.0,121.0,97.0,23.0,19.0,3.0,30.0,6.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,NC,2026,창원,1.0100284809306723,14.0,38.0,78.0,0.2371134020618556,0.3781512605042016,0.3917525773195876,0.7699038378237892,0.141037858442346,0.1546391752577319,0.2479338842975206,0.1570247933884297,0.6333333333333333,0.3125,0.3505154639175257,40.333333333333336,32.333333333333336,0.2681062115567876,10.895104895104897,3.771382463690156,23.48,0.7692307692307693,0.3693065007544071,0.119009311168514,99.6686228026479
2026-04-01,24.0,26.0,162.0,132.0,34.0,24.0,3.0,38.0,8.0,0.0,5.0,3.0,0.0,2.0,0.0,1.0,NC,2026,창원,1.0100284809306723,21.0,57.0,103.0,0.2575757575757575,0.3836477987421384,0.4318181818181818,0.8154659805603202,0.1260720411663808,0.1742424242424242,0.2345679012345679,0.1481481481481481,0.631578947368421,0.3258426966292135,0.3560606060606061,32.4,26.4,0.2805960548885077,16.88888888888889,4.427184466019417,33.605999999999995,0.8155339805825242,0.3793921712229069,1.1056665179305338,103.4825982939834
2026-04-02,31.0,34.0,200.0,165.0,44.0,29.0,3.0,45.0,10.0,0.0,5.0,3.0,0.0,2.0,0.0,1.0,NC,2026,창원,1.0100284809306723,29.0,69.0,126.0,0.2666666666666666,0.3857868020304568,0.4181818181818181,0.803968620212275,0.1191201353637901,0.1515151515151515,0.225,0.145,0.6444444444444445,0.3391304347826087,0.3272727272727272,40.0,33.0,0.2781495154591601,21.11637931034483,4.52493842364532,41.5,0.8015873015873016,0.3776997289870276,2.1028732293712253,105.98650940327236
2026-04-03,35.0,39.0,240.0,196.0,52.0,34.0,6.0,54.0,12.0,0.0,5.0,4.0,0.0,4.0,0.0,1.0,NC,2026,창원,1.0100284809306723,35.0,79.0,152.0,0.2653061224489796,0.3898305084745763,0.4030612244897959,0.7928917329643722,0.1245243860255966,0.1377551020408163,0.225,0.1416666666666666,0.6296296296296297,0.3430656934306569,0.3112244897959184,48.0,39.2,0.2761890349360083,23.7,4.209868421052631,48.33800000000001,0.7828947368421053,0.3778246577296104,2.1869945223422884,105.1861466796343
2026-04-04,40.0,45.0,286.0,233.0,62.0,43.0,6.0,63.0,13.0,0.0,8.0,4.0,0.0,4.0,0.0,1.0,NC,2026,창원,1.0100284809306723,41.0,99.0,179.0,0.2660944206008583,0.3936170212765957,0.4248927038626609,0.8185097251392567,0.1275226006757374,0.1587982832618025,0.2202797202797203,0.1503496503496503,0.6825396825396826,0.3333333333333333,0.3433476394849785,35.75,29.125,0.2833508355401333,30.438805970149254,4.591328274826982,60.17599999999999,0.8268156424581006,0.3861543629213971,4.533791085028171,109.93154482512008
2026-04-05,40.0,45.0,318.0,265.0,66.0,43.0,6.0,69.0,14.0,0.0,8.0,4.0,0.0,4.0,0.0,1.0,NC,2026,창원,1.0100284809306723,44.0,104.0,207.0,0.2490566037735849,0.3662420382165605,0.3924528301886792,0.7586948684052397,0.1171854344429755,0.1433962264150943,0.2169811320754717,0.1352201257861635,0.6231884057971014,0.3085106382978723,0.3056603773584905,39.75,33.125,0.262922124744622,30.321525885558582,3.954981637246772,63.78799999999999,0.7391304347826086,0.360635767671464,-0.7399520358059959,97.31002535581254
