연도,날짜,gameId,팀,선수명,타순,포지션,타석,타수,안타,볼넷,사구,삼진,2루타,3루타,홈런,희생번트,희생플라이,병살타,타격방해,고의사구,page_id,득점,타점,포지션복사
2026,2026-04-04,20260404SSKT0,KT,이강민,9,SS,4,3,1,0,1,2,0,0,0,0,0,0,0,0,10000008,1,1,유
2026,2026-04-04,20260404NCHT0,NC,김주원,1,SS,5,4,1,1,0,0,0,0,1,0,0,0,0,0,2852202,1,1,유
2026,2026-04-04,20260404NCHT0,NC,서호철,1,PH→2B,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2715863,0,0,타二
2026,2026-04-04,20260404NCHT0,NC,박민우,2,2B,5,3,2,2,0,0,1,0,0,0,0,0,0,0,678905,2,1,二
2026,2026-04-04,20260404NCHT0,NC,김한별,2,SS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3196401,0,0,유
2026,2026-04-04,20260404NCHT0,NC,데이비슨,3,DH,5,5,2,0,0,2,0,0,1,0,0,0,0,0,3747555,1,1,지
2026,2026-04-04,20260404NCHT0,NC,박건우,4,RF,4,4,1,0,0,2,0,0,0,0,0,0,0,0,373391,0,1,우
2026,2026-04-04,20260404NCHT0,NC,한석현,4,RF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2715047,0,0,우
2026,2026-04-04,20260404NCHT0,NC,김휘집,5,3B,5,5,0,0,0,2,0,0,0,0,0,0,0,0,2851452,0,0,三
2026,2026-04-04,20260404NCHT0,NC,김형준,6,C,5,2,1,3,0,1,0,0,0,0,0,0,0,0,1986399,1,0,포
2026,2026-04-04,20260404NCHT0,NC,김정호,6,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4070752,0,0,포
2026,2026-04-04,20260404NCHT0,NC,이우성,7,LF,3,3,0,0,0,1,0,0,0,0,0,0,0,0,1116690,0,0,좌
2026,2026-04-04,20260404NCHT0,NC,천재환,7,LF,2,1,0,1,0,0,0,0,0,0,0,0,0,0,3243743,0,0,좌
2026,2026-04-04,20260404NCHT0,NC,신재인,8,1B,5,4,1,1,0,1,0,0,1,0,0,0,0,0,10000033,1,1,一
2026,2026-04-04,20260404NCHT0,NC,최정원,9,CF,5,4,2,1,0,0,0,0,0,0,0,0,0,0,2697419,0,0,중
2026,2026-04-04,20260404NCHT0,KIA,고종욱,1,DH,4,2,0,2,0,1,0,0,0,0,0,0,0,0,699428,0,0,지
2026,2026-04-04,20260404NCHT0,KIA,카스트로,2,LF,4,4,0,0,0,1,0,0,0,0,0,1,0,0,10000009,0,0,좌
2026,2026-04-04,20260404NCHT0,KIA,김도영,3,3B,4,3,0,1,0,2,0,0,0,0,0,0,0,0,3196494,0,0,三
2026,2026-04-04,20260404NCHT0,KIA,나성범,4,RF,4,3,1,1,0,1,0,0,0,0,0,0,0,0,678785,0,0,우
2026,2026-04-04,20260404NCHT0,KIA,박재현,4,RF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3977734,0,0,우
2026,2026-04-04,20260404NCHT0,KIA,김선빈,5,2B,4,4,0,0,0,0,0,0,0,0,0,0,0,0,222661,0,0,二
2026,2026-04-04,20260404NCHT0,KIA,정현창,5,2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4063300,0,0,二
2026,2026-04-04,20260404NCHT0,KIA,한준수,6,C,3,1,0,2,0,1,0,0,0,0,0,0,0,0,1797505,0,0,포
2026,2026-04-04,20260404NCHT0,KIA,김태군,6,PH,1,1,0,0,0,0,0,0,0,0,0,0,0,0,289623,0,0,타
2026,2026-04-04,20260404NCHT0,KIA,데일,7,SS,4,4,1,0,0,0,0,0,0,0,0,1,0,0,10000022,0,0,유
2026,2026-04-04,20260404NCHT0,KIA,박상준,8,1B,4,4,1,0,0,1,0,0,0,0,0,0,0,0,10000040,0,0,一
2026,2026-04-04,20260404NCHT0,KIA,김호령,9,CF,4,4,2,0,0,0,0,0,0,0,0,0,0,0,1146368,0,0,중
2026,2026-04-04,20260404LGWO0,LG,홍창기,1,RF,5,4,2,1,0,0,0,0,0,0,0,0,0,0,1607303,0,1,우
2026,2026-04-04,20260404LGWO0,LG,신민재,2,2B,5,5,0,0,0,0,0,0,0,0,0,1,0,0,2484309,0,0,二
2026,2026-04-04,20260404LGWO0,LG,오스틴,3,1B,5,4,4,1,0,0,0,0,2,0,0,0,0,0,3333938,2,2,一
2026,2026-04-04,20260404LGWO0,LG,문보경,4,DH,5,2,0,2,1,1,0,0,0,0,0,0,0,0,2966754,0,0,지
2026,2026-04-04,20260404LGWO0,LG,박동원,5,C,5,5,1,0,0,2,0,0,0,0,0,1,0,0,468477,1,0,포
2026,2026-04-04,20260404LGWO0,LG,문성주,6,LF,5,4,0,1,0,0,0,0,0,0,0,0,0,0,1983121,1,0,좌
2026,2026-04-04,20260404LGWO0,LG,천성호,7,3B,5,4,0,1,0,3,0,0,0,0,0,0,0,0,2717987,1,0,三
2026,2026-04-04,20260404LGWO0,LG,오지환,8,SS,3,2,0,1,0,0,0,0,0,0,0,0,0,0,273675,0,0,유
2026,2026-04-04,20260404LGWO0,LG,이재원,8,PH,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2600568,0,1,타
2026,2026-04-04,20260404LGWO0,LG,구본혁,8,PR→SS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2522898,1,0,주유
2026,2026-04-04,20260404LGWO0,LG,박해민,9,CF,4,4,2,0,0,0,1,0,0,0,0,0,0,0,844422,0,2,중
2026,2026-04-04,20260404LGWO0,키움,브룩스,1,1B,5,5,0,0,0,2,0,0,0,0,0,0,0,0,10000012,0,0,一
2026,2026-04-04,20260404LGWO0,키움,이주형,2,CF,5,5,1,0,0,1,0,0,0,0,0,0,0,0,2951426,0,0,중
2026,2026-04-04,20260404LGWO0,키움,안치홍,3,DH,5,4,1,1,0,0,1,0,0,0,0,0,0,0,247494,0,0,지
2026,2026-04-04,20260404LGWO0,키움,최주환,4,3B,4,4,3,0,0,0,0,0,0,0,0,0,0,0,450682,1,0,三
2026,2026-04-04,20260404LGWO0,키움,박찬혁,5,RF,4,4,2,0,0,0,1,0,0,0,0,0,0,0,3196410,1,0,우
2026,2026-04-04,20260404LGWO0,키움,어준서,6,SS,4,4,1,0,0,1,0,0,0,0,0,0,0,0,3976950,1,0,유
2026,2026-04-04,20260404LGWO0,키움,김건희,7,C,4,3,1,0,0,1,1,0,0,0,1,0,0,0,3612591,1,2,포
2026,2026-04-04,20260404LGWO0,키움,박주홍,8,LF,4,3,1,1,0,0,1,0,0,0,0,0,0,0,2622616,0,2,좌
2026,2026-04-04,20260404LGWO0,키움,박한결,9,2B,4,4,0,0,0,3,0,0,0,0,0,0,0,0,10000014,0,0,二
2026,2026-04-05,20260405HHOB0,한화,오재원,1,CF,4,3,0,0,0,0,0,0,0,1,0,0,0,0,10000015,0,0,중
2026,2026-04-05,20260405HHOB0,한화,페라자,2,RF,4,4,1,0,0,1,0,0,0,0,0,0,0,0,3716511,0,0,우
2026,2026-04-05,20260405HHOB0,한화,김태연,3,LF,4,4,0,0,0,2,0,0,0,0,0,0,0,0,1795455,0,0,좌
2026,2026-04-05,20260405HHOB0,한화,노시환,4,3B,4,3,0,1,0,1,0,0,0,0,0,0,0,0,2484601,0,0,三
2026,2026-04-05,20260405HHOB0,한화,강백호,5,DH,4,4,0,0,0,1,0,0,0,0,0,0,0,0,1882039,0,0,지
2026,2026-04-05,20260405HHOB0,한화,채은성,6,1B,4,3,0,1,0,1,0,0,0,0,0,0,0,0,730963,0,0,一
2026,2026-04-05,20260405HHOB0,한화,하주석,7,2B,3,3,0,0,0,1,0,0,0,0,0,0,0,0,675949,0,0,二
2026,2026-04-05,20260405HHOB0,한화,황영묵,7,2B,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3836247,0,0,二
2026,2026-04-05,20260405HHOB0,한화,최재훈,8,C,3,2,1,0,1,0,0,0,0,0,0,0,0,0,450681,0,0,포
2026,2026-04-05,20260405HHOB0,한화,허인서,8,C,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3206992,0,0,포
2026,2026-04-05,20260405HHOB0,한화,이도윤,9,SS,3,3,3,0,0,0,1,0,0,0,0,0,0,0,1971980,0,0,유
2026,2026-04-05,20260405HHOB0,한화,최인호,9,PH,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2723238,0,0,타
2026,2026-04-05,20260405HHOB0,두산,박준순,1,DH,5,5,4,0,0,1,0,1,1,0,0,0,0,0,3988775,1,3,지
2026,2026-04-05,20260405HHOB0,두산,정수빈,2,CF,5,4,1,1,0,0,0,0,0,0,0,0,0,0,323457,0,0,중
2026,2026-04-05,20260405HHOB0,두산,양의지,3,C,5,3,0,1,1,0,0,0,0,0,0,0,0,0,450095,1,0,포
2026,2026-04-05,20260405HHOB0,두산,카메론,4,RF,4,4,0,0,0,4,0,0,0,0,0,0,0,0,10000010,0,0,우
2026,2026-04-05,20260405HHOB0,두산,조수행,4,RF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1608621,0,0,우
2026,2026-04-05,20260405HHOB0,두산,안재석,5,3B,4,3,0,1,0,2,0,0,0,0,0,0,0,0,2851314,1,0,三
2026,2026-04-05,20260405HHOB0,두산,양석환,6,1B,4,4,0,0,0,2,0,0,0,0,0,0,0,0,1035495,0,0,一
2026,2026-04-05,20260405HHOB0,두산,박찬호,7,SS,4,3,2,1,0,1,0,0,0,0,0,0,0,0,1138034,3,0,유
2026,2026-04-05,20260405HHOB0,두산,박지훈,8,LF,4,2,1,0,0,0,0,1,0,2,0,0,0,0,2736212,1,3,좌
2026,2026-04-05,20260405HHOB0,두산,이유찬,9,2B,4,2,0,1,1,0,0,0,0,0,0,0,0,0,1962778,1,1,二
2026,2026-04-05,20260405HHOB0,두산,오명진,9,PR→2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2745405,0,0,주二
2026,2026-04-05,20260405SKLT0,SSG,박성한,1,SS,5,4,2,1,0,0,0,0,0,0,0,0,0,0,1838428,0,1,유
2026,2026-04-05,20260405SKLT0,SSG,에레디아,2,LF,5,5,0,0,0,2,0,0,0,0,0,0,0,0,3329386,0,0,좌
2026,2026-04-05,20260405SKLT0,SSG,최정,3,3B,5,1,1,4,0,0,1,0,0,0,0,0,0,1,74405,1,0,三
2026,2026-04-05,20260405SKLT0,SSG,정준재,3,PR→2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3839080,1,0,주二
2026,2026-04-05,20260405SKLT0,SSG,김재환,4,DH,5,4,0,1,0,1,0,0,0,0,0,0,0,0,450679,0,0,지
2026,2026-04-05,20260405SKLT0,SSG,채현우,4,PR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2527084,0,0,주
2026,2026-04-05,20260405SKLT0,SSG,고명준,5,1B,5,5,1,0,0,0,0,0,0,0,0,0,0,0,2966322,0,1,一
2026,2026-04-05,20260405SKLT0,SSG,최지훈,6,CF,5,3,0,1,1,0,0,0,0,0,0,0,0,0,2698101,1,0,중
2026,2026-04-05,20260405SKLT0,SSG,한유섬,7,RF,4,4,2,0,0,2,0,0,0,0,0,0,0,0,792323,1,1,우
2026,2026-04-05,20260405SKLT0,SSG,김성욱,7,RF,1,1,0,0,0,1,0,0,0,0,0,0,0,0,678893,0,0,우
2026,2026-04-05,20260405SKLT0,SSG,조형우,8,C,3,2,1,0,1,0,0,0,0,0,0,0,0,0,3234622,0,1,포
2026,2026-04-05,20260405SKLT0,SSG,오태곤,8,PH,1,1,0,0,0,0,0,0,0,0,0,0,0,0,510675,0,0,타
2026,2026-04-05,20260405SKLT0,SSG,이지영,8,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289476,0,0,포
2026,2026-04-05,20260405SKLT0,SSG,안상현,9,2B→3B,4,2,0,2,0,0,0,0,0,0,0,0,0,0,2020561,0,0,二三
2026,2026-04-05,20260405SKLT0,롯데,윤동희,1,RF,5,4,1,1,0,0,0,0,1,0,0,0,0,0,3227755,1,2,우
2026,2026-04-05,20260405SKLT0,롯데,레이예스,2,LF,5,5,3,0,0,0,1,0,0,0,0,0,0,0,3730363,0,0,좌
2026,2026-04-05,20260405SKLT0,롯데,박승욱,2,PR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792296,0,0,주
2026,2026-04-05,20260405SKLT0,롯데,한동희,3,3B→1B,5,4,0,1,0,0,0,0,0,0,0,0,0,0,1797510,0,0,三一
2026,2026-04-05,20260405SKLT0,롯데,전준우,4,DH,4,3,1,1,0,0,0,0,0,0,0,0,0,0,247282,0,0,지
2026,2026-04-05,20260405SKLT0,롯데,노진혁,5,1B,4,4,1,0,0,1,1,0,0,0,0,1,0,0,678900,0,0,一
2026,2026-04-05,20260405SKLT0,롯데,장두성,5,PR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2966767,0,0,주
2026,2026-04-05,20260405SKLT0,롯데,손호영,5,3B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2699438,0,0,三
2026,2026-04-05,20260405SKLT0,롯데,유강남,6,C,4,4,1,0,0,1,0,0,0,0,0,0,0,0,588862,0,0,포
2026,2026-04-05,20260405SKLT0,롯데,손성빈,6,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2852561,0,0,포
2026,2026-04-05,20260405SKLT0,롯데,한태양,7,2B,4,4,1,0,0,1,1,0,0,0,0,0,0,0,3224552,1,0,二
2026,2026-04-05,20260405SKLT0,롯데,전민재,8,SS,4,4,0,0,0,1,0,0,0,0,0,0,0,0,2647420,0,0,유
2026,2026-04-05,20260405SKLT0,롯데,황성빈,9,CF,4,4,2,0,0,1,1,0,0,0,0,0,0,0,3212874,1,1,중
2026,2026-04-05,20260405SSKT0,삼성,김지찬,1,CF,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2697432,0,0,중
2026,2026-04-05,20260405SSKT0,삼성,함수호,2,RF,3,2,0,1,0,2,0,0,0,0,0,0,0,0,4070424,0,0,우
2026,2026-04-05,20260405SSKT0,삼성,김헌곤,2,PH→RF,1,1,0,0,0,0,0,0,0,0,0,0,0,0,588813,0,0,타우
2026,2026-04-05,20260405SSKT0,삼성,구자욱,3,LF,4,2,0,2,0,0,0,0,0,0,0,0,0,0,844051,0,0,좌
2026,2026-04-05,20260405SSKT0,삼성,디아즈,4,1B,4,4,1,0,0,1,0,0,0,0,0,0,0,0,3869434,0,0,一
2026,2026-04-05,20260405SSKT0,삼성,최형우,5,DH,4,4,1,0,0,0,0,0,0,0,0,2,0,0,223389,0,0,지
2026,2026-04-05,20260405SSKT0,삼성,류지혁,6,2B,4,4,0,0,0,0,0,0,0,0,0,0,0,0,793973,0,0,二
2026,2026-04-05,20260405SSKT0,삼성,김영웅,7,3B,4,4,2,0,0,0,0,0,0,0,0,0,0,0,3283321,0,0,三
2026,2026-04-05,20260405SSKT0,삼성,박세혁,8,C,2,2,0,0,0,0,0,0,0,0,0,0,0,0,836256,0,0,포
2026,2026-04-05,20260405SSKT0,삼성,강민호,8,PH→C,1,1,0,0,0,0,0,0,0,0,0,0,0,0,149157,0,0,타포
2026,2026-04-05,20260405SSKT0,삼성,양우현,9,SS,3,3,2,0,0,1,0,0,0,0,0,0,0,0,2575182,0,0,유
2026,2026-04-05,20260405SSKT0,KT,최원준,1,CF,4,3,1,1,0,1,0,0,0,0,0,0,0,0,1631314,1,0,중
2026,2026-04-05,20260405SSKT0,KT,김현수,2,1B,4,4,2,0,0,0,0,0,0,0,0,0,0,0,203566,0,0,一
2026,2026-04-05,20260405SSKT0,KT,류현인,2,3B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3611499,0,0,三
2026,2026-04-05,20260405SSKT0,KT,안현민,3,RF,4,3,1,1,0,2,0,0,0,0,0,0,0,0,3891049,0,0,우
2026,2026-04-05,20260405SSKT0,KT,힐리어드,4,LF,4,2,1,1,0,1,0,0,0,0,1,0,0,0,10000007,1,1,좌
2026,2026-04-05,20260405SSKT0,KT,장성우,5,DH,4,4,0,0,0,0,0,0,0,0,0,0,0,0,352927,0,0,지
2026,2026-04-05,20260405SSKT0,KT,김상수,6,2B,3,3,0,0,0,0,0,0,0,0,0,0,0,0,299583,0,0,二
2026,2026-04-05,20260405SSKT0,KT,오윤석,7,3B→1B,3,3,1,0,0,0,1,0,0,0,0,0,0,0,1627509,0,1,三一
2026,2026-04-05,20260405SSKT0,KT,한승택,8,C,3,3,0,0,0,2,0,0,0,0,0,0,0,0,912207,0,0,포
2026,2026-04-05,20260405SSKT0,KT,이강민,9,SS,3,3,0,0,0,0,0,0,0,0,0,0,0,0,10000008,0,0,유
2026,2026-04-05,20260405NCHT0,NC,김주원,1,SS,4,4,0,0,0,1,0,0,0,0,0,0,0,0,2852202,0,0,유
2026,2026-04-05,20260405NCHT0,NC,박민우,2,2B,4,4,1,0,0,1,1,0,0,0,0,0,0,0,678905,0,0,二
2026,2026-04-05,20260405NCHT0,NC,데이비슨,3,1B,4,4,1,0,0,0,0,0,0,0,0,0,0,0,3747555,0,0,一
2026,2026-04-05,20260405NCHT0,NC,박건우,4,DH,4,4,0,0,0,1,0,0,0,0,0,0,0,0,373391,0,0,지
2026,2026-04-05,20260405NCHT0,NC,김휘집,5,3B,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2851452,0,0,三
2026,2026-04-05,20260405NCHT0,NC,서호철,5,3B,2,2,0,0,0,1,0,0,0,0,0,0,0,0,2715863,0,0,三
2026,2026-04-05,20260405NCHT0,NC,이우성,6,LF,3,3,0,0,0,2,0,0,0,0,0,0,0,0,1116690,0,0,좌
2026,2026-04-05,20260405NCHT0,NC,한석현,7,RF,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2715047,0,0,우
2026,2026-04-05,20260405NCHT0,NC,김정호,8,C,2,2,1,0,0,0,0,0,0,0,0,0,0,0,4070752,0,0,포
2026,2026-04-05,20260405NCHT0,NC,신재인,8,PH,1,1,1,0,0,0,0,0,0,0,0,0,0,0,10000033,0,0,타
2026,2026-04-05,20260405NCHT0,NC,김형준,8,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986399,0,0,포
2026,2026-04-05,20260405NCHT0,NC,최정원,9,CF,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2697419,0,0,중
2026,2026-04-05,20260405NCHT0,KIA,박재현,1,RF,4,4,1,0,0,1,1,0,0,0,0,0,0,0,3977734,1,0,우
2026,2026-04-05,20260405NCHT0,KIA,박상준,2,1B,3,3,0,0,0,0,0,0,0,0,0,0,0,0,10000040,0,0,一
2026,2026-04-05,20260405NCHT0,KIA,김규성,2,1B,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2704538,0,0,一
2026,2026-04-05,20260405NCHT0,KIA,김도영,3,3B,4,3,1,1,0,0,0,0,0,0,0,0,0,1,3196494,1,0,三
2026,2026-04-05,20260405NCHT0,KIA,카스트로,4,LF,4,3,1,0,0,1,0,0,0,0,1,0,0,0,10000009,1,1,좌
2026,2026-04-05,20260405NCHT0,KIA,박정우,4,LF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2966764,0,0,좌
2026,2026-04-05,20260405NCHT0,KIA,김선빈,5,DH,4,4,1,0,0,0,0,0,0,0,0,0,0,0,222661,0,0,지
2026,2026-04-05,20260405NCHT0,KIA,한준수,6,C,3,1,0,1,0,0,0,0,0,0,1,0,0,0,1797505,0,1,포
2026,2026-04-05,20260405NCHT0,KIA,김호령,7,CF,3,3,2,0,0,0,0,0,0,0,0,0,0,0,1146368,0,0,중
2026,2026-04-05,20260405NCHT0,KIA,정현창,8,2B,3,3,0,0,0,0,0,0,0,0,0,0,0,0,4063300,0,1,二
2026,2026-04-05,20260405NCHT0,KIA,데일,9,SS,3,3,1,0,0,0,0,0,0,0,0,0,0,0,10000022,0,0,유
2026,2026-04-05,20260405LGWO0,LG,홍창기,1,RF,6,4,1,2,0,1,0,0,0,0,0,0,0,0,1607303,1,0,우
2026,2026-04-05,20260405LGWO0,LG,문성주,2,LF,5,4,1,1,0,1,0,0,0,0,0,0,0,0,1983121,0,0,좌
2026,2026-04-05,20260405LGWO0,LG,이주헌,2,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3890122,0,0,포
2026,2026-04-05,20260405LGWO0,LG,오스틴,3,1B,5,4,1,1,0,0,0,0,0,0,0,0,0,0,3333938,1,0,一
2026,2026-04-05,20260405LGWO0,LG,이영빈,3,1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2852445,0,0,一
2026,2026-04-05,20260405LGWO0,LG,문보경,4,DH,5,5,3,0,0,0,0,0,1,0,0,0,0,0,2966754,1,2,지
2026,2026-04-05,20260405LGWO0,LG,박동원,5,C,5,4,1,0,0,3,0,0,0,0,1,0,0,0,468477,0,1,포
2026,2026-04-05,20260405LGWO0,LG,최원영,5,PR→LF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3806394,1,0,주좌
2026,2026-04-05,20260405LGWO0,LG,천성호,6,3B,4,4,3,0,0,0,0,0,0,0,0,0,0,0,2717987,1,0,三
2026,2026-04-05,20260405LGWO0,LG,구본혁,6,3B,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2522898,0,0,三
2026,2026-04-05,20260405LGWO0,LG,박해민,7,CF,5,4,1,0,1,0,1,0,0,0,0,0,0,0,844422,1,0,중
2026,2026-04-05,20260405LGWO0,LG,오지환,8,SS,5,5,3,0,0,0,1,0,0,0,0,0,0,0,273675,0,3,유
2026,2026-04-05,20260405LGWO0,LG,신민재,9,2B,5,4,1,0,0,2,0,0,0,1,0,0,0,0,2484309,0,0,二
2026,2026-04-05,20260405LGWO0,키움,브룩스,1,1B,5,4,0,1,0,1,0,0,0,0,0,0,0,0,10000012,0,0,一
2026,2026-04-05,20260405LGWO0,키움,최재영,1,PR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000013,0,0,주
2026,2026-04-05,20260405LGWO0,키움,이주형,2,CF,5,3,0,1,1,0,0,0,0,0,0,0,0,0,2951426,0,0,중
2026,2026-04-05,20260405LGWO0,키움,안치홍,3,DH,5,3,1,2,0,0,0,0,0,0,0,1,0,0,247494,0,0,지
2026,2026-04-05,20260405LGWO0,키움,최주환,4,3B,5,5,0,0,0,3,0,0,0,0,0,0,0,0,450682,0,0,三
2026,2026-04-05,20260405LGWO0,키움,박찬혁,5,RF,4,4,0,0,0,1,0,0,0,0,0,1,0,0,3196410,0,0,우
2026,2026-04-05,20260405LGWO0,키움,김건희,6,C,4,4,2,0,0,2,0,0,1,0,0,0,0,0,3612591,2,1,포
2026,2026-04-05,20260405LGWO0,키움,박주홍,7,LF,4,4,3,0,0,1,1,0,0,0,0,0,0,0,2622616,1,0,좌
2026,2026-04-05,20260405LGWO0,키움,박한결,8,2B,2,2,0,0,0,1,0,0,0,0,0,0,0,0,10000014,0,0,二
2026,2026-04-05,20260405LGWO0,키움,김태진,8,PH→2B,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1039515,0,0,타二
2026,2026-04-05,20260405LGWO0,키움,임지열,8,PH,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1004270,1,0,타
2026,2026-04-05,20260405LGWO0,키움,어준서,9,SS,3,3,1,0,0,0,0,0,0,0,0,0,0,0,3976950,0,0,유
2026,2026-04-05,20260405LGWO0,키움,이형종,9,PH,1,1,1,0,0,0,0,0,1,0,0,0,0,0,424743,1,4,타
2026,2026-04-07,20260407WOOB0,키움,브룩스,1,1B,5,4,1,1,0,0,0,0,0,0,0,0,0,0,10000012,2,0,一
2026,2026-04-07,20260407WOOB0,키움,안치홍,2,DH,5,4,1,1,0,0,0,0,0,0,0,0,0,0,247494,0,0,지
2026,2026-04-07,20260407WOOB0,키움,이주형,3,CF,5,4,1,1,0,1,0,0,0,0,0,0,0,0,2951426,1,1,중
2026,2026-04-07,20260407WOOB0,키움,김건희,4,C,5,4,0,1,0,2,0,0,0,0,0,1,0,0,3612591,0,0,포
2026,2026-04-07,20260407WOOB0,키움,최주환,5,3B,4,2,1,1,0,0,0,0,0,0,1,0,0,0,450682,0,2,三
2026,2026-04-07,20260407WOOB0,키움,박찬혁,6,RF,2,2,0,0,0,2,0,0,0,0,0,0,0,0,3196410,0,0,우
2026,2026-04-07,20260407WOOB0,키움,박주홍,6,PH→RF,2,2,0,0,0,2,0,0,0,0,0,0,0,0,2622616,0,0,타우
2026,2026-04-07,20260407WOOB0,키움,이형종,7,LF,4,4,1,0,0,2,0,0,0,0,0,0,0,0,424743,1,0,좌
2026,2026-04-07,20260407WOOB0,키움,박한결,8,2B,4,4,0,0,0,1,0,0,0,0,0,0,0,0,10000014,0,0,二
2026,2026-04-07,20260407WOOB0,키움,어준서,9,SS,4,4,2,0,0,2,0,0,0,0,0,0,0,0,3976950,1,0,유
2026,2026-04-07,20260407WOOB0,두산,박준순,1,DH,5,5,0,0,0,2,0,0,0,0,0,0,0,0,3988775,0,0,지
2026,2026-04-07,20260407WOOB0,두산,정수빈,2,CF,5,4,0,1,0,1,0,0,0,0,0,0,0,0,323457,0,0,중
2026,2026-04-07,20260407WOOB0,두산,안재석,3,3B,4,4,1,0,0,2,0,0,0,0,0,0,0,0,2851314,1,0,三
2026,2026-04-07,20260407WOOB0,두산,양의지,4,C,4,3,1,0,1,0,0,0,0,0,0,0,0,0,450095,0,0,포
2026,2026-04-07,20260407WOOB0,두산,카메론,5,RF,4,4,2,0,0,0,2,0,0,0,0,0,0,0,10000010,0,0,우
2026,2026-04-07,20260407WOOB0,두산,박찬호,6,SS,4,3,1,1,0,1,0,0,0,0,0,0,0,0,1138034,0,0,유
2026,2026-04-07,20260407WOOB0,두산,양석환,7,1B,3,2,0,0,0,0,0,0,0,0,1,0,0,0,1035495,0,1,一
2026,2026-04-07,20260407WOOB0,두산,김인태,7,PH,1,1,0,0,0,1,0,0,0,0,0,0,0,0,864844,0,0,타
2026,2026-04-07,20260407WOOB0,두산,강승호,7,1B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,873434,0,0,一
2026,2026-04-07,20260407WOOB0,두산,김민석,8,LF,4,2,1,2,0,0,0,1,0,0,0,0,0,0,3611562,1,0,좌
2026,2026-04-07,20260407WOOB0,두산,이유찬,9,2B,3,2,0,0,0,1,0,0,0,0,1,0,0,0,1962778,0,1,二
2026,2026-04-07,20260407WOOB0,두산,박지훈,9,PH,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2736212,0,0,타
2026,2026-04-07,20260407HHSK0,한화,오재원,1,CF,5,4,0,1,0,2,0,0,0,0,0,0,0,0,10000015,1,0,중
2026,2026-04-07,20260407HHSK0,한화,페라자,2,RF,5,3,1,2,0,0,1,0,0,0,0,0,0,1,3716511,2,0,우
2026,2026-04-07,20260407HHSK0,한화,김서현,2,P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3618453,0,0,투
2026,2026-04-07,20260407HHSK0,한화,문현빈,3,LF,5,3,1,2,0,0,0,0,0,0,0,0,0,0,3611452,2,1,좌
2026,2026-04-07,20260407HHSK0,한화,노시환,4,3B,5,3,1,1,1,2,0,0,0,0,0,0,0,0,2484601,1,1,三
2026,2026-04-07,20260407HHSK0,한화,강백호,5,DH,5,5,2,0,0,0,0,0,0,0,0,0,0,0,1882039,0,1,지
2026,2026-04-07,20260407HHSK0,한화,이원석,5,PR→RF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2507570,0,0,주우
2026,2026-04-07,20260407HHSK0,한화,채은성,6,1B,5,5,0,0,0,1,0,0,0,0,0,0,0,0,730963,0,1,一
2026,2026-04-07,20260407HHSK0,한화,하주석,7,2B,5,4,1,1,0,3,0,0,0,0,0,0,0,0,675949,0,2,二
2026,2026-04-07,20260407HHSK0,한화,이도윤,7,2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1971980,0,0,二
